,CDM22 Curncy,CDM22 Curncy,CDM22 Curncy,CDM22 Curncy,CDM22 Curncy,CDM22 Curncy,CDM22 Curncy
,open,high,low,close,volume,num_trds,value
2021-11-11 21:13:00-05:00,79.3,79.3,79.3,79.3,10,1,793.0
2021-11-12 07:32:00-05:00,79.36,79.36,79.36,79.36,2,2,158.72
2021-11-12 07:35:00-05:00,79.36,79.36,79.36,79.36,3,2,238.08
2021-11-12 07:38:00-05:00,79.33,79.33,79.33,79.33,3,3,237.99
2021-11-12 07:40:00-05:00,79.34,79.34,79.34,79.34,2,1,158.68
2021-11-12 08:47:00-05:00,79.34,79.34,79.34,79.34,3,1,238.02
2021-11-12 10:05:00-05:00,79.39,79.39,79.39,79.39,5,1,396.95
2021-11-12 11:56:00-05:00,79.51,79.51,79.51,79.51,6,2,477.06
2021-11-12 12:26:00-05:00,79.52,79.52,79.52,79.52,5,1,397.6
2021-11-12 12:56:00-05:00,79.53,79.535,79.53,79.535,3,2,238.595
2021-11-12 13:53:00-05:00,79.55,79.55,79.55,79.55,2,1,159.1
2021-11-12 13:58:00-05:00,79.55,79.55,79.55,79.55,2,1,159.1
2021-11-12 14:06:00-05:00,79.57,79.57,79.57,79.57,2,1,159.14
2021-11-12 14:18:00-05:00,79.575,79.575,79.575,79.575,1,1,79.575
2021-11-12 14:26:00-05:00,79.575,79.575,79.575,79.575,1,1,79.575
2021-11-12 14:27:00-05:00,79.57,79.57,79.57,79.57,5,1,397.85
2021-11-12 14:30:00-05:00,79.56,79.56,79.56,79.56,2,2,159.12
2021-11-12 14:38:00-05:00,79.6,79.6,79.6,79.6,1,1,79.6
