,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy
,open,high,low,close,volume,num_trds,value
2021-11-11 23:42:00-05:00,79.405,79.405,79.405,79.405,1,1,79.405
2021-11-11 23:45:00-05:00,79.405,79.405,79.405,79.405,1,1,79.405
2021-11-12 00:30:00-05:00,79.405,79.405,79.405,79.405,1,1,79.405
2021-11-12 00:31:00-05:00,79.415,79.415,79.415,79.415,1,1,79.415
2021-11-12 00:34:00-05:00,79.415,79.415,79.415,79.415,1,1,79.415
2021-11-12 00:50:00-05:00,79.455,79.455,79.455,79.455,1,1,79.455
2021-11-12 01:20:00-05:00,79.44,79.44,79.44,79.44,15,1,1191.6
2021-11-12 01:52:00-05:00,79.455,79.455,79.455,79.455,3,1,238.365
2021-11-12 01:59:00-05:00,79.49,79.49,79.49,79.49,1,1,79.49
2021-11-12 02:00:00-05:00,79.485,79.485,79.48,79.48,2,2,158.965
2021-11-12 02:06:00-05:00,79.455,79.455,79.455,79.455,1,1,79.455
2021-11-12 02:16:00-05:00,79.495,79.495,79.495,79.495,1,1,79.495
2021-11-12 02:32:00-05:00,79.525,79.525,79.525,79.525,1,1,79.525
2021-11-12 02:34:00-05:00,79.53,79.53,79.53,79.53,1,1,79.53
2021-11-12 02:41:00-05:00,79.54,79.54,79.54,79.54,1,1,79.54
2021-11-12 03:15:00-05:00,79.485,79.485,79.485,79.485,1,1,79.485
2021-11-12 03:17:00-05:00,79.48,79.48,79.48,79.48,1,1,79.48
2021-11-12 03:20:00-05:00,79.475,79.475,79.475,79.475,1,1,79.475
2021-11-12 04:13:00-05:00,79.375,79.375,79.375,79.375,1,1,79.375
2021-11-12 05:47:00-05:00,79.41,79.41,79.41,79.41,1,1,79.41
2021-11-12 05:56:00-05:00,79.395,79.395,79.395,79.395,2,1,158.79
2021-11-12 06:00:00-05:00,79.38,79.38,79.38,79.38,1,1,79.38
2021-11-12 06:12:00-05:00,79.425,79.425,79.425,79.425,2,1,158.85
2021-11-12 06:27:00-05:00,79.385,79.385,79.385,79.385,4,1,317.54
2021-11-12 06:45:00-05:00,79.425,79.425,79.425,79.425,1,1,79.425
2021-11-12 06:57:00-05:00,79.425,79.425,79.425,79.425,1,1,79.425
2021-11-12 07:18:00-05:00,79.44,79.44,79.44,79.44,1,1,79.44
2021-11-12 07:25:00-05:00,79.445,79.445,79.445,79.445,1,1,79.445
2021-11-12 07:32:00-05:00,79.44,79.44,79.44,79.44,13,1,1032.72
2021-11-12 07:34:00-05:00,79.445,79.445,79.44,79.44,4,2,317.77
2021-11-12 07:35:00-05:00,79.445,79.45,79.445,79.45,2,2,158.895
2021-11-12 07:42:00-05:00,79.43,79.43,79.43,79.43,5,1,397.15
2021-11-12 08:03:00-05:00,79.42,79.42,79.42,79.42,1,1,79.42
2021-11-12 08:07:00-05:00,79.41,79.41,79.41,79.41,1,1,79.41
2021-11-12 08:27:00-05:00,79.435,79.435,79.435,79.435,1,1,79.435
2021-11-12 08:33:00-05:00,79.39,79.39,79.39,79.39,2,1,158.78
2021-11-12 08:34:00-05:00,79.39,79.39,79.39,79.39,1,1,79.39
2021-11-12 08:36:00-05:00,79.395,79.395,79.395,79.395,1,1,79.395
2021-11-12 08:37:00-05:00,79.385,79.385,79.375,79.375,2,2,158.76
2021-11-12 08:38:00-05:00,79.39,79.39,79.39,79.39,2,1,158.78
2021-11-12 08:42:00-05:00,79.415,79.415,79.415,79.415,1,1,79.415
2021-11-12 09:01:00-05:00,79.415,79.415,79.415,79.415,2,1,158.83
2021-11-12 09:08:00-05:00,79.47,79.47,79.47,79.47,1,1,79.47
2021-11-12 09:14:00-05:00,79.48,79.48,79.48,79.48,2,1,158.96
2021-11-12 09:18:00-05:00,79.495,79.495,79.495,79.495,2,1,158.99
2021-11-12 09:21:00-05:00,79.48,79.48,79.48,79.48,1,1,79.48
2021-11-12 09:22:00-05:00,79.485,79.485,79.485,79.485,1,1,79.485
2021-11-12 09:23:00-05:00,79.475,79.475,79.475,79.475,2,1,158.95
2021-11-12 09:25:00-05:00,79.475,79.48,79.475,79.48,3,3,238.435
2021-11-12 09:29:00-05:00,79.445,79.445,79.445,79.445,2,1,158.89
2021-11-12 09:31:00-05:00,79.41,79.41,79.41,79.41,2,1,158.82
2021-11-12 09:39:00-05:00,79.42,79.42,79.42,79.42,2,1,158.84
2021-11-12 09:50:00-05:00,79.465,79.465,79.465,79.465,1,1,79.465
2021-11-12 09:51:00-05:00,79.47,79.47,79.47,79.47,1,1,79.47
2021-11-12 09:56:00-05:00,79.48,79.48,79.48,79.48,1,1,79.48
2021-11-12 09:58:00-05:00,79.435,79.435,79.435,79.435,2,1,158.87
