,CDM22 Curncy,CDM22 Curncy,CDM22 Curncy,CDM22 Curncy,CDM22 Curncy,CDM22 Curncy,CDM22 Curncy
,open,high,low,close,volume,num_trds,value
2021-11-09 21:11:00-05:00,80.33,80.33,80.33,80.33,2,1,160.66
2021-11-10 03:01:00-05:00,80.475,80.48,80.475,80.48,4,2,321.91
2021-11-10 09:34:00-05:00,80.55,80.55,80.55,80.55,1,1,80.55
2021-11-10 10:00:00-05:00,80.55,80.55,80.55,80.55,3,3,241.65
2021-11-10 11:26:00-05:00,80.35,80.35,80.35,80.35,4,1,321.4
2021-11-10 11:45:00-05:00,80.26,80.26,80.26,80.26,1,1,80.26
2021-11-10 11:53:00-05:00,80.25,80.25,80.25,80.25,4,1,321.0
2021-11-10 12:43:00-05:00,80.165,80.165,80.165,80.165,2,2,160.33
2021-11-10 13:00:00-05:00,80.17,80.17,80.17,80.17,2,2,160.34
2021-11-10 13:36:00-05:00,80.04,80.04,80.04,80.04,2,1,160.08
2021-11-10 14:59:00-05:00,79.95,79.95,79.95,79.95,2,1,159.9
2021-11-10 15:23:00-05:00,79.925,79.925,79.925,79.925,1,1,79.925
