,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy
,open,high,low,close,volume,num_trds,value
2021-11-09 18:00:00-05:00,80.645,80.645,80.645,80.645,3,1,241.935
2021-11-09 18:21:00-05:00,80.39,80.39,80.39,80.39,3,2,241.17
2021-11-09 18:25:00-05:00,80.39,80.39,80.39,80.39,2,1,160.78
2021-11-09 18:34:00-05:00,80.39,80.39,80.39,80.39,5,2,401.95
2021-11-09 18:35:00-05:00,80.39,80.39,80.39,80.39,2,1,160.78
2021-11-09 18:36:00-05:00,80.39,80.39,80.39,80.39,2,1,160.78
2021-11-09 18:39:00-05:00,80.39,80.39,80.39,80.39,1,1,80.39
2021-11-09 18:45:00-05:00,80.39,80.39,80.39,80.39,9,5,723.51
2021-11-09 18:57:00-05:00,80.405,80.405,80.405,80.405,1,1,80.405
2021-11-09 19:55:00-05:00,80.375,80.375,80.375,80.375,1,1,80.375
2021-11-09 21:34:00-05:00,80.39,80.39,80.39,80.39,1,1,80.39
2021-11-09 21:44:00-05:00,80.375,80.375,80.375,80.375,2,1,160.75
2021-11-09 21:47:00-05:00,80.37,80.37,80.37,80.37,1,1,80.37
2021-11-09 22:20:00-05:00,80.38,80.38,80.38,80.38,1,1,80.38
2021-11-09 23:10:00-05:00,80.35,80.35,80.35,80.35,1,1,80.35
2021-11-10 00:30:00-05:00,80.38,80.38,80.38,80.38,1,1,80.38
2021-11-10 00:33:00-05:00,80.375,80.375,80.375,80.375,1,1,80.375
2021-11-10 01:29:00-05:00,80.415,80.415,80.415,80.415,1,1,80.415
2021-11-10 02:58:00-05:00,80.53,80.53,80.53,80.53,1,1,80.53
2021-11-10 02:59:00-05:00,80.545,80.545,80.545,80.545,4,2,322.18
2021-11-10 03:00:00-05:00,80.56,80.56,80.55,80.55,5,2,402.76
2021-11-10 03:01:00-05:00,80.57,80.57,80.57,80.57,2,1,161.14
2021-11-10 03:04:00-05:00,80.56,80.56,80.56,80.56,1,1,80.56
2021-11-10 03:06:00-05:00,80.525,80.525,80.525,80.525,1,1,80.525
2021-11-10 03:14:00-05:00,80.525,80.525,80.525,80.525,1,1,80.525
2021-11-10 04:48:00-05:00,80.505,80.505,80.5,80.5,3,2,241.505
2021-11-10 04:50:00-05:00,80.505,80.515,80.505,80.515,2,2,161.02
2021-11-10 04:56:00-05:00,80.515,80.515,80.515,80.515,1,1,80.515
2021-11-10 05:24:00-05:00,80.525,80.525,80.525,80.525,1,1,80.525
2021-11-10 05:48:00-05:00,80.5,80.5,80.5,80.5,1,1,80.5
2021-11-10 05:49:00-05:00,80.5,80.5,80.5,80.5,2,1,161.0
2021-11-10 06:07:00-05:00,80.49,80.49,80.49,80.49,1,1,80.49
2021-11-10 06:11:00-05:00,80.47,80.47,80.47,80.47,1,1,80.47
2021-11-10 06:42:00-05:00,80.42,80.42,80.42,80.42,6,2,482.52
