,CDF22 Curncy,CDF22 Curncy,CDF22 Curncy,CDF22 Curncy,CDF22 Curncy,CDF22 Curncy,CDF22 Curncy
,open,high,low,close,volume,num_trds,value
2021-11-10 09:24:00-05:00,80.625,80.625,80.625,80.625,2,1,161.25
2021-11-10 09:51:00-05:00,80.62,80.62,80.62,80.62,1,1,80.62
