,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy
,open,high,low,close,volume,num_trds,value
2021-10-14 18:07:00-04:00,80.84,80.84,80.84,80.84,1,1,80.84
2021-10-14 18:24:00-04:00,80.805,80.805,80.805,80.805,10,2,808.05
2021-10-14 19:23:00-04:00,80.81,80.81,80.81,80.81,5,1,404.05
2021-10-14 19:55:00-04:00,80.805,80.805,80.805,80.805,2,1,161.61
2021-10-15 02:54:00-04:00,80.97,80.985,80.97,80.985,6,2,485.835
2021-10-15 03:06:00-04:00,81.01,81.02,81.01,81.01,6,3,486.1
2021-10-15 03:32:00-04:00,81.04,81.04,81.04,81.04,1,1,81.04
2021-10-15 03:46:00-04:00,81.015,81.015,81.015,81.015,1,1,81.015
2021-10-15 04:26:00-04:00,81.0,81.0,81.0,81.0,1,1,81.0
2021-10-15 04:33:00-04:00,81.005,81.005,81.005,81.005,1,1,81.005
2021-10-15 07:17:00-04:00,81.005,81.005,81.005,81.005,1,1,81.005
2021-10-15 07:30:00-04:00,80.995,80.995,80.99,80.99,2,2,161.985
2021-10-15 07:44:00-04:00,80.915,80.915,80.915,80.915,1,1,80.915
2021-10-15 07:52:00-04:00,80.93,80.93,80.93,80.93,1,1,80.93
2021-10-15 08:16:00-04:00,80.88,80.88,80.88,80.88,1,1,80.88
2021-10-15 08:29:00-04:00,80.83,80.83,80.83,80.83,1,1,80.83
2021-10-15 08:30:00-04:00,80.78,80.78,80.78,80.78,1,1,80.78
2021-10-15 09:31:00-04:00,80.79,80.79,80.79,80.79,2,1,161.58
2021-10-15 09:38:00-04:00,80.87,80.87,80.87,80.87,1,1,80.87
2021-10-15 09:40:00-04:00,80.83,80.83,80.83,80.83,1,1,80.83
2021-10-15 10:03:00-04:00,80.83,80.83,80.83,80.83,2,1,161.66
2021-10-15 10:10:00-04:00,80.885,80.885,80.885,80.885,1,1,80.885
2021-10-15 10:22:00-04:00,80.79,80.79,80.79,80.79,1,1,80.79
2021-10-15 10:42:00-04:00,80.805,80.805,80.805,80.805,1,1,80.805
2021-10-15 10:45:00-04:00,80.815,80.83,80.815,80.83,76,10,6142.33
2021-10-15 10:51:00-04:00,80.92,80.92,80.92,80.92,1,1,80.92
2021-10-15 11:19:00-04:00,80.85,80.85,80.85,80.85,1,1,80.85
2021-10-15 12:21:00-04:00,80.7,80.7,80.7,80.7,1,1,80.7
2021-10-15 12:26:00-04:00,80.685,80.685,80.685,80.685,1,1,80.685
2021-10-15 12:31:00-04:00,80.67,80.67,80.67,80.67,4,1,322.68
2021-10-15 12:43:00-04:00,80.705,80.705,80.705,80.705,1,1,80.705
2021-10-15 13:22:00-04:00,80.71,80.71,80.71,80.71,1,1,80.71
2021-10-15 14:05:00-04:00,80.715,80.715,80.715,80.715,1,1,80.715
2021-10-15 14:06:00-04:00,80.705,80.705,80.7,80.7,22,6,1775.405
