,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy
,open,high,low,close,volume,num_trds,value
2021-10-14 21:10:00-04:00,80.845,80.845,80.845,80.845,1,1,80.845
2021-10-15 07:39:00-04:00,80.955,80.955,80.955,80.955,1,1,80.955
2021-10-15 11:28:00-04:00,80.82,80.82,80.82,80.82,1,1,80.82
2021-10-15 12:15:00-04:00,80.715,80.715,80.715,80.715,1,1,80.715
2021-10-15 12:31:00-04:00,80.67,80.67,80.67,80.67,2,1,161.34
