,CDM22 Curncy,CDM22 Curncy,CDM22 Curncy,CDM22 Curncy,CDM22 Curncy,CDM22 Curncy,CDM22 Curncy
,open,high,low,close,volume,num_trds,value
2021-10-15 09:36:00-04:00,80.82,80.82,80.82,80.82,1,1,80.82
2021-10-15 10:47:00-04:00,80.845,80.845,80.845,80.845,41,6,3314.645
2021-10-15 10:48:00-04:00,80.845,80.845,80.845,80.845,19,7,1536.055
2021-10-15 10:50:00-04:00,80.845,80.845,80.845,80.845,30,21,2425.35
2021-10-15 10:51:00-04:00,80.845,80.845,80.845,80.845,50,7,4042.25
2021-10-15 10:54:00-04:00,80.87,80.87,80.87,80.87,9,2,727.83
2021-10-15 10:57:00-04:00,80.86,80.86,80.86,80.86,41,18,3315.26
2021-10-15 10:59:00-04:00,80.865,80.865,80.865,80.865,1,1,80.865
2021-10-15 11:01:00-04:00,80.855,80.855,80.855,80.855,49,12,3961.895
2021-10-15 11:02:00-04:00,80.865,80.865,80.865,80.865,41,9,3315.465
2021-10-15 11:52:00-04:00,80.735,80.735,80.735,80.735,1,1,80.735
