,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index
,open,high,low,close,volume,num_trds,value
2021-10-14 22:19:00-04:00,4425.0,4425.0,4425.0,4425.0,1,1,4425.0
2021-10-14 22:21:00-04:00,4426.0,4426.0,4426.0,4426.0,1,1,4426.0
2021-10-14 22:22:00-04:00,4426.0,4426.0,4426.0,4426.0,1,1,4426.0
2021-10-14 22:23:00-04:00,4427.0,4427.0,4427.0,4427.0,1,1,4427.0
2021-10-15 00:33:00-04:00,4428.0,4429.0,4428.0,4429.0,2,2,8857.0
2021-10-15 02:01:00-04:00,4430.0,4431.0,4430.0,4431.0,3,2,13291.0
2021-10-15 02:19:00-04:00,4425.0,4425.0,4425.0,4425.0,1,1,4425.0
2021-10-15 04:01:00-04:00,4424.25,4424.25,4424.25,4424.25,1,1,4424.25
2021-10-15 04:10:00-04:00,4427.0,4427.0,4427.0,4427.0,2,1,8854.0
2021-10-15 07:34:00-04:00,4430.0,4430.0,4430.0,4430.0,1,1,4430.0
2021-10-15 08:37:00-04:00,4432.0,4432.0,4432.0,4432.0,1,1,4432.0
2021-10-15 08:40:00-04:00,4433.0,4435.0,4433.0,4435.0,3,3,13302.0
2021-10-15 09:28:00-04:00,4436.0,4436.0,4436.0,4436.0,1,1,4436.0
2021-10-15 09:34:00-04:00,4429.25,4429.25,4429.25,4429.25,1,1,4429.25
2021-10-15 09:56:00-04:00,4437.0,4439.0,4437.0,4439.0,4,3,17752.0
2021-10-15 10:02:00-04:00,4440.0,4440.0,4440.0,4440.0,1,1,4440.0
2021-10-15 10:05:00-04:00,4441.0,4441.0,4441.0,4441.0,1,1,4441.0
2021-10-15 10:06:00-04:00,4442.0,4442.0,4442.0,4442.0,1,1,4442.0
2021-10-15 10:07:00-04:00,4443.0,4443.0,4443.0,4443.0,1,1,4443.0
2021-10-15 10:43:00-04:00,4437.5,4437.5,4437.5,4437.5,1,1,4437.5
2021-10-15 13:51:00-04:00,4444.0,4444.0,4444.0,4444.0,1,1,4444.0
