,ESZ1 Index,ESZ1 Index,ESZ1 Index,ESZ1 Index,ESZ1 Index,ESZ1 Index,ESZ1 Index
,open,high,low,close,volume,num_trds,value
2021-06-29 18:03:00-04:00,4273.0,4273.0,4273.0,4273.0,1,1,4273.0
2021-06-29 19:20:00-04:00,4276.0,4276.0,4276.0,4276.0,2,1,8552.0
2021-06-29 19:24:00-04:00,4277.0,4277.0,4277.0,4277.0,4,2,17108.0
2021-06-29 19:49:00-04:00,4278.0,4278.0,4278.0,4278.0,1,1,4278.0
2021-06-29 19:51:00-04:00,4277.75,4277.75,4277.75,4277.75,2,1,8555.5
2021-06-29 20:23:00-04:00,4278.25,4278.25,4278.25,4278.25,1,1,4278.25
2021-06-29 20:33:00-04:00,4277.5,4277.5,4277.5,4277.5,1,1,4277.5
2021-06-29 20:59:00-04:00,4276.0,4276.0,4276.0,4276.0,1,1,4276.0
2021-06-29 21:47:00-04:00,4276.0,4276.0,4276.0,4276.0,1,1,4276.0
2021-06-29 22:33:00-04:00,4275.5,4275.5,4275.5,4275.5,1,1,4275.5
2021-06-30 00:26:00-04:00,4276.5,4276.5,4276.5,4276.5,1,1,4276.5
2021-06-30 00:27:00-04:00,4276.25,4276.75,4276.25,4276.75,2,2,8553.0
2021-06-30 00:35:00-04:00,4276.5,4276.5,4276.5,4276.5,1,1,4276.5
2021-06-30 00:45:00-04:00,4276.5,4276.5,4276.5,4276.5,1,1,4276.5
2021-06-30 01:49:00-04:00,4276.5,4276.5,4276.5,4276.5,1,1,4276.5
2021-06-30 01:50:00-04:00,4276.0,4276.0,4275.75,4275.75,2,2,8551.75
2021-06-30 01:52:00-04:00,4275.5,4275.5,4275.5,4275.5,1,1,4275.5
2021-06-30 01:53:00-04:00,4275.25,4275.25,4275.0,4275.0,2,2,8550.25
2021-06-30 01:59:00-04:00,4274.5,4274.5,4274.5,4274.5,1,1,4274.5
2021-06-30 02:06:00-04:00,4274.0,4274.0,4274.0,4274.0,1,1,4274.0
2021-06-30 02:15:00-04:00,4272.5,4272.75,4272.5,4272.75,5,2,21362.75
2021-06-30 02:23:00-04:00,4273.5,4273.5,4273.5,4273.5,1,1,4273.5
2021-06-30 02:27:00-04:00,4273.5,4273.5,4273.5,4273.5,1,1,4273.5
2021-06-30 02:34:00-04:00,4273.5,4273.5,4273.5,4273.5,1,1,4273.5
2021-06-30 02:39:00-04:00,4274.0,4274.0,4274.0,4274.0,1,1,4274.0
2021-06-30 02:59:00-04:00,4273.75,4274.0,4273.75,4274.0,2,2,8547.75
2021-06-30 04:05:00-04:00,4273.75,4273.75,4273.75,4273.75,1,1,4273.75
2021-06-30 04:06:00-04:00,4273.5,4273.5,4273.0,4273.0,2,2,8546.5
2021-06-30 04:09:00-04:00,4272.0,4272.0,4272.0,4272.0,2,1,8544.0
2021-06-30 04:10:00-04:00,4271.0,4271.0,4271.0,4271.0,1,1,4271.0
2021-06-30 04:14:00-04:00,4268.0,4268.0,4268.0,4268.0,3,1,12804.0
2021-06-30 04:15:00-04:00,4267.0,4267.0,4266.25,4266.25,3,2,12799.5
2021-06-30 04:22:00-04:00,4265.0,4265.0,4265.0,4265.0,2,2,8530.0
2021-06-30 04:24:00-04:00,4265.5,4265.5,4265.5,4265.5,1,1,4265.5
2021-06-30 04:50:00-04:00,4265.25,4265.25,4265.25,4265.25,1,1,4265.25
2021-06-30 04:55:00-04:00,4264.0,4264.0,4264.0,4264.0,1,1,4264.0
2021-06-30 05:01:00-04:00,4262.0,4262.0,4262.0,4262.0,1,1,4262.0
2021-06-30 05:05:00-04:00,4259.0,4259.25,4259.0,4259.25,2,2,8518.25
2021-06-30 05:07:00-04:00,4261.0,4261.0,4261.0,4261.0,1,1,4261.0
2021-06-30 05:09:00-04:00,4261.75,4261.75,4261.75,4261.75,1,1,4261.75
2021-06-30 05:36:00-04:00,4262.5,4262.5,4262.5,4262.5,5,2,21312.5
2021-06-30 05:39:00-04:00,4263.5,4263.5,4263.5,4263.5,5,2,21317.5
2021-06-30 06:06:00-04:00,4266.75,4266.75,4266.75,4266.75,1,1,4266.75
2021-06-30 06:11:00-04:00,4266.25,4266.25,4266.25,4266.25,1,1,4266.25
2021-06-30 06:12:00-04:00,4266.5,4266.5,4266.5,4266.5,1,1,4266.5
2021-06-30 06:30:00-04:00,4268.0,4268.0,4268.0,4268.0,1,1,4268.0
2021-06-30 06:35:00-04:00,4267.5,4267.5,4267.5,4267.5,1,1,4267.5
2021-06-30 07:12:00-04:00,4268.75,4268.75,4268.75,4268.75,1,1,4268.75
2021-06-30 07:13:00-04:00,4269.0,4269.0,4269.0,4269.0,1,1,4269.0
2021-06-30 07:19:00-04:00,4271.5,4271.5,4271.5,4271.5,1,1,4271.5
2021-06-30 07:25:00-04:00,4271.25,4271.25,4271.25,4271.25,1,1,4271.25
2021-06-30 07:26:00-04:00,4270.25,4270.25,4269.75,4269.75,5,3,21350.0
2021-06-30 07:53:00-04:00,4269.5,4269.5,4269.5,4269.5,1,1,4269.5
2021-06-30 08:07:00-04:00,4269.5,4269.5,4269.5,4269.5,1,1,4269.5
2021-06-30 08:16:00-04:00,4270.25,4270.25,4270.25,4270.25,1,1,4270.25
2021-06-30 08:40:00-04:00,4266.75,4266.75,4266.75,4266.75,1,1,4266.75
2021-06-30 09:02:00-04:00,4266.5,4266.5,4266.5,4266.5,1,1,4266.5
2021-06-30 09:07:00-04:00,4266.0,4266.0,4266.0,4266.0,2,1,8532.0
2021-06-30 09:12:00-04:00,4265.0,4265.0,4265.0,4265.0,2,1,8530.0
2021-06-30 09:13:00-04:00,4265.75,4265.75,4265.75,4265.75,2,1,8531.5
2021-06-30 09:26:00-04:00,4266.0,4266.0,4266.0,4266.0,1,1,4266.0
2021-06-30 09:29:00-04:00,4267.25,4267.25,4267.25,4267.25,1,1,4267.25
2021-06-30 09:30:00-04:00,4268.25,4271.5,4268.25,4271.5,3,3,12808.75
2021-06-30 09:36:00-04:00,4272.0,4272.0,4272.0,4272.0,1,1,4272.0
2021-06-30 09:45:00-04:00,4274.0,4274.25,4274.0,4274.25,2,2,8548.25
2021-06-30 09:48:00-04:00,4272.25,4272.25,4272.25,4272.25,1,1,4272.25
2021-06-30 09:50:00-04:00,4272.0,4273.0,4272.0,4273.0,3,3,12817.5
2021-06-30 09:52:00-04:00,4271.5,4271.5,4271.5,4271.5,1,1,4271.5
2021-06-30 09:58:00-04:00,4269.0,4269.0,4269.0,4269.0,1,1,4269.0
2021-06-30 10:00:00-04:00,4271.0,4271.0,4271.0,4271.0,1,1,4271.0
2021-06-30 10:10:00-04:00,4273.0,4273.0,4273.0,4273.0,1,1,4273.0
2021-06-30 10:13:00-04:00,4273.0,4273.0,4273.0,4273.0,1,1,4273.0
2021-06-30 10:25:00-04:00,4275.0,4275.0,4275.0,4275.0,1,1,4275.0
2021-06-30 10:32:00-04:00,4276.0,4277.0,4276.0,4277.0,3,2,12829.0
2021-06-30 10:33:00-04:00,4277.0,4277.5,4277.0,4277.5,2,2,8554.5
2021-06-30 10:34:00-04:00,4277.75,4277.75,4277.75,4277.75,1,1,4277.75
2021-06-30 10:43:00-04:00,4276.25,4276.25,4276.25,4276.25,1,1,4276.25
2021-06-30 10:44:00-04:00,4276.5,4276.5,4276.5,4276.5,2,2,8553.0
2021-06-30 10:45:00-04:00,4277.0,4278.25,4277.0,4278.25,6,4,25666.25
2021-06-30 11:03:00-04:00,4276.75,4276.75,4276.75,4276.75,1,1,4276.75
2021-06-30 11:04:00-04:00,4277.0,4277.0,4277.0,4277.0,1,1,4277.0
2021-06-30 11:11:00-04:00,4275.0,4275.0,4275.0,4275.0,1,1,4275.0
2021-06-30 11:19:00-04:00,4273.75,4274.25,4273.75,4274.25,2,2,8548.0
2021-06-30 11:28:00-04:00,4273.75,4273.75,4273.75,4273.75,10,2,42737.5
2021-06-30 11:29:00-04:00,4274.25,4274.25,4274.25,4274.25,1,1,4274.25
2021-06-30 11:30:00-04:00,4274.75,4274.75,4274.75,4274.75,1,1,4274.75
2021-06-30 11:31:00-04:00,4275.0,4275.0,4275.0,4275.0,25,1,106875.0
2021-06-30 11:35:00-04:00,4272.75,4272.75,4272.75,4272.75,1,1,4272.75
2021-06-30 11:43:00-04:00,4274.0,4274.0,4274.0,4274.0,1,1,4274.0
2021-06-30 11:55:00-04:00,4275.5,4275.5,4275.5,4275.5,1,1,4275.5
2021-06-30 12:14:00-04:00,4274.75,4274.75,4274.5,4274.5,2,2,8549.25
2021-06-30 12:20:00-04:00,4276.0,4276.5,4276.0,4276.5,4,3,17105.5
2021-06-30 12:32:00-04:00,4273.75,4273.75,4273.75,4273.75,1,1,4273.75
2021-06-30 12:44:00-04:00,4276.5,4276.5,4276.5,4276.5,1,1,4276.5
2021-06-30 12:47:00-04:00,4276.0,4276.0,4276.0,4276.0,1,1,4276.0
2021-06-30 13:12:00-04:00,4274.5,4274.5,4274.5,4274.5,1,1,4274.5
2021-06-30 13:20:00-04:00,4274.0,4274.0,4274.0,4274.0,1,1,4274.0
2021-06-30 13:28:00-04:00,4274.0,4274.0,4274.0,4274.0,2,2,8548.0
2021-06-30 13:30:00-04:00,4274.5,4274.5,4274.5,4274.5,1,1,4274.5
2021-06-30 14:04:00-04:00,4273.0,4273.0,4273.0,4273.0,3,2,12819.0
2021-06-30 14:05:00-04:00,4274.0,4274.0,4274.0,4274.0,5,3,21370.0
2021-06-30 14:06:00-04:00,4274.0,4274.0,4274.0,4274.0,1,1,4274.0
2021-06-30 14:09:00-04:00,4272.0,4272.0,4272.0,4272.0,2,1,8544.0
2021-06-30 14:12:00-04:00,4272.25,4272.25,4272.25,4272.25,1,1,4272.25
2021-06-30 14:13:00-04:00,4272.75,4272.75,4272.75,4272.75,1,1,4272.75
2021-06-30 14:57:00-04:00,4275.0,4275.0,4275.0,4275.0,1,1,4275.0
2021-06-30 15:06:00-04:00,4275.5,4275.5,4275.5,4275.5,1,1,4275.5
2021-06-30 15:12:00-04:00,4276.0,4276.0,4276.0,4276.0,2,1,8552.0
2021-06-30 15:14:00-04:00,4275.0,4275.0,4275.0,4275.0,1,1,4275.0
2021-06-30 15:15:00-04:00,4275.75,4275.75,4275.75,4275.75,1,1,4275.75
2021-06-30 15:20:00-04:00,4276.5,4276.5,4276.5,4276.5,1,1,4276.5
2021-06-30 15:30:00-04:00,4276.5,4276.5,4275.75,4275.75,5,4,21380.0
2021-06-30 15:35:00-04:00,4276.75,4276.75,4276.75,4276.75,1,1,4276.75
2021-06-30 15:36:00-04:00,4278.0,4278.0,4278.0,4278.0,1,1,4278.0
2021-06-30 15:44:00-04:00,4278.5,4278.5,4278.5,4278.5,1,1,4278.5
2021-06-30 15:45:00-04:00,4280.0,4280.0,4280.0,4280.0,2,1,8560.0
2021-06-30 15:47:00-04:00,4281.0,4281.25,4281.0,4281.25,2,2,8562.25
2021-06-30 15:48:00-04:00,4279.5,4279.5,4279.5,4279.5,1,1,4279.5
2021-06-30 15:49:00-04:00,4278.0,4278.0,4277.75,4277.75,4,2,17111.25
2021-06-30 15:52:00-04:00,4280.5,4280.5,4280.5,4280.5,1,1,4280.5
2021-06-30 15:53:00-04:00,4280.5,4280.5,4280.0,4280.0,3,3,12840.75
2021-06-30 15:55:00-04:00,4282.0,4283.0,4282.0,4282.0,8,6,34258.0
2021-06-30 15:56:00-04:00,4280.75,4280.75,4280.75,4280.75,1,1,4280.75
2021-06-30 15:57:00-04:00,4280.75,4280.75,4280.75,4280.75,10,2,42807.5
2021-06-30 15:58:00-04:00,4280.0,4280.0,4279.5,4279.5,2,2,8559.5
2021-06-30 15:59:00-04:00,4278.0,4278.25,4274.25,4274.25,4,4,17105.0
