,px_adjustment_factor,vol_adjustment_factor
2020-01-02,0.9307701637355974,1.0
2020-01-03,0.9307729762629335,1.0
2020-01-06,0.9307654623392528,1.0
2020-01-07,0.9307673568818514,1.0
2020-01-08,0.9307739183424741,1.0
2020-01-09,0.930764563106796,1.0
2020-01-10,0.9307692307692308,1.0
2020-01-13,0.9307738814993953,1.0
2020-01-14,0.9307673716012085,1.0
2020-01-15,0.9307710989678204,1.0
2020-01-16,0.9307738814993953,1.0
2020-01-17,0.9307673860911271,1.0
2020-01-20,0.9307664453832228,1.0
2020-01-21,0.9307692307692308,1.0
2020-01-22,0.9307636363636363,1.0
2020-01-23,0.9307654921020657,1.0
2020-01-24,0.9307627118644068,1.0
2020-01-29,0.9307711138310892,1.0
2020-01-30,0.9307682775712515,1.0
2020-01-31,0.930770178681454,1.0
2020-02-03,0.9307721046077211,1.0
2020-02-04,0.9307740324594259,1.0
2020-02-05,0.9307730673316708,1.0
2020-02-06,0.9307720364741641,1.0
2020-02-07,0.9307645259938838,1.0
2020-02-10,0.9307635467980295,1.0
2020-02-11,0.9307711138310892,1.0
2020-02-12,0.9307664009809933,1.0
2020-02-13,0.9307682926829267,1.0
2020-02-14,0.9307636363636363,1.0
2020-02-17,0.9307636363636363,1.0
2020-02-18,0.9307664009809933,1.0
2020-02-19,0.9307664233576642,1.0
2020-02-20,0.9307710989678204,1.0
2020-02-21,0.9307682926829267,1.0
2020-02-24,0.9307701711491443,1.0
2020-02-25,0.9307720364741641,1.0
2020-02-26,0.9307720364741641,1.0
2020-02-27,0.930764563106796,1.0
2020-02-28,0.9307701711491443,1.0
2020-03-02,0.9307730364873222,1.0
2020-03-03,0.9307635467980295,1.0
2020-03-04,0.9307692307692308,1.0
2020-03-05,0.930771971496437,1.0
2020-03-06,0.9441162227602905,1.0
2020-03-09,0.9441085749537322,1.0
2020-03-10,0.944115479115479,1.0
2020-03-11,0.9441162227602905,1.0
2020-03-12,0.9441140024783147,1.0
2020-03-13,0.9441055341055341,1.0
2020-03-16,0.9441108247422682,1.0
2020-03-17,0.944116504854369,1.0
2020-03-18,0.9441152815013405,1.0
2020-03-19,0.9441088045812456,1.0
2020-03-20,0.9441146953405019,1.0
2020-03-23,0.9441076923076923,1.0
2020-03-24,0.9441154700222057,1.0
2020-03-25,0.9441058655221743,1.0
2020-03-26,0.9441113490364027,1.0
2020-03-27,0.9441065171688858,1.0
2020-03-30,0.9441168091168091,1.0
2020-03-31,0.9441118881118882,1.0
2020-04-01,0.9441080312722105,1.0
2020-04-02,0.9441111111111111,1.0
2020-04-03,0.9441066666666668,1.0
2020-04-06,0.9441101152368758,1.0
2020-04-07,0.9441102756892231,1.0
2020-04-08,0.9441068022886204,1.0
2020-04-09,0.9441154328732747,1.0
2020-04-14,0.9441082410824109,1.0
2020-04-15,0.9441119221411192,1.0
2020-04-16,0.9441158348736906,1.0
2020-04-17,0.9441104294478527,1.0
2020-04-20,0.9441158348736906,1.0
2020-04-21,0.9441133004926109,1.0
2020-04-22,0.9441075794621027,1.0
2020-04-23,0.9441176470588236,1.0
2020-04-24,0.944115479115479,1.0
2020-04-27,0.9441140776699029,1.0
2020-04-28,0.9441130487071557,1.0
2020-04-29,0.9441062801932367,1.0
2020-05-04,0.9441161928306552,1.0
2020-05-05,0.9441140024783147,1.0
2020-05-06,0.944115479115479,1.0
2020-05-07,0.9441150719199499,1.0
2020-05-08,0.9441124999999999,1.0
2020-05-11,0.9441172800998129,1.0
2020-05-12,0.9441099312929419,1.0
2020-05-13,0.9441099312929419,1.0
2020-05-14,0.9441132075471699,1.0
2020-05-15,0.9441090678503488,1.0
2020-05-18,0.9441132075471699,1.0
2020-05-19,0.9441092489137183,1.0
2020-05-20,0.9441133004926109,1.0
2020-05-21,0.9441143567433187,1.0
2020-05-22,0.944114211550941,1.0
2020-05-25,0.9441072596468281,1.0
2020-05-26,0.9441153846153847,1.0
2020-05-27,0.9441138421733507,1.0
2020-05-28,0.9441180327868853,1.0
2020-05-29,0.9441079657669519,1.0
2020-06-01,0.9441150159744408,1.0
2020-06-02,0.9517797695262485,1.0
2020-06-03,0.9517774936061381,1.0
2020-06-04,0.9517737789203086,1.0
2020-06-05,0.9517752234993615,1.0
2020-06-08,0.9517767799871713,1.0
2020-06-09,0.9517729591836734,1.0
2020-06-10,0.9517797695262485,1.0
2020-06-11,0.9517707662588538,1.0
2020-06-12,0.9517745035233826,1.0
2020-06-15,0.9517777777777778,1.0
2020-06-16,0.9517685305591677,1.0
2020-06-17,0.9517685305591677,1.0
2020-06-18,0.9517746113989638,1.0
2020-06-19,0.9517806451612904,1.0
2020-06-22,0.9517755775577557,1.0
2020-06-23,0.9517776341305755,1.0
2020-06-24,0.9517708333333335,1.0
2020-06-26,0.9517793827971108,1.0
2020-06-29,0.951774834437086,1.0
2020-06-30,0.9517763157894736,1.0
2020-07-02,0.9517753389283409,1.0
2020-07-03,0.9517760617760618,1.0
2020-07-06,0.9517760617760618,1.0
2020-07-07,0.9517685733070349,1.0
2020-07-08,0.9517732366512854,1.0
2020-07-09,0.9517702070808284,1.0
2020-07-10,0.9517726657645466,1.0
2020-07-13,0.9517782285327924,1.0
2020-07-14,0.9517751884852639,1.0
2020-07-15,0.9517751884852639,1.0
2020-07-16,0.9517800687285224,1.0
2020-07-17,0.9517793103448277,1.0
2020-07-20,0.951771269177127,1.0
2020-07-21,0.9517793103448277,1.0
2020-07-22,0.9517770034843206,1.0
2020-07-23,0.9517737430167599,1.0
2020-07-24,0.9517762237762238,1.0
2020-07-27,0.951771269177127,1.0
2020-07-28,0.9517720639332871,1.0
2020-07-29,0.9517720639332871,1.0
2020-07-30,0.9517736369910283,1.0
2020-07-31,0.9517711171662124,1.0
2020-08-03,0.9517678812415655,1.0
2020-08-04,0.9517702702702703,1.0
2020-08-05,0.9517678812415655,1.0
2020-08-06,0.9517750677506776,1.0
2020-08-07,0.951774193548387,1.0
2020-08-10,0.9517789757412398,1.0
2020-08-11,0.9517795484727756,1.0
2020-08-12,0.9517685733070349,1.0
2020-08-13,0.9517771883289123,1.0
2020-08-14,0.9517763157894736,1.0
2020-08-17,0.9517777777777778,1.0
2020-08-18,0.9517793827971108,1.0
2020-08-19,0.9517754569190602,1.0
2020-08-20,0.9517733333333332,1.0
2020-08-21,0.9517795484727756,1.0
2020-08-24,0.9517732366512854,1.0
2020-08-25,0.9517685733070349,1.0
2020-08-26,0.951774834437086,1.0
2020-08-27,0.9517740863787375,1.0
2020-08-28,0.9517779246530071,1.0
2020-08-31,0.9517793827971108,1.0
2020-09-01,0.9517739816031539,1.0
2020-09-02,0.9597220383851754,1.0
2020-09-03,0.9597201865423052,1.0
2020-09-04,0.9597211155378486,1.0
2020-09-07,0.9597207446808511,1.0
2020-09-08,0.9597203728362185,1.0
2020-09-09,0.9597222222222224,1.0
2020-09-10,0.9597175521183592,1.0
2020-09-11,0.9597179314976493,1.0
2020-09-14,0.9597181208053691,1.0
2020-09-15,0.9597162162162163,1.0
2020-09-16,0.9597171717171717,1.0
2020-09-17,0.9597165991902834,1.0
2020-09-18,0.9597146739130437,1.0
2020-09-21,0.9597150610583445,1.0
2020-09-22,0.9597254632807138,1.0
2020-09-23,0.9597131147540984,1.0
2020-09-24,0.9597231833910035,1.0
2020-09-25,0.9597154471544715,1.0
2020-09-28,0.9597256515775033,1.0
2020-09-29,0.9597214484679666,1.0
2020-09-30,0.9597222222222221,1.0
2020-10-05,0.9597258396161754,1.0
2020-10-06,0.9597131147540984,1.0
2020-10-07,0.9597167902899527,1.0
2020-10-08,0.9597135061391541,1.0
2020-10-09,0.9597260273972603,1.0
2020-10-12,0.9597169811320754,1.0
2020-10-14,0.9597169811320754,1.0
2020-10-15,0.9597133105802048,1.0
2020-10-16,0.9597258396161754,1.0
2020-10-19,0.9597131147540984,1.0
2020-10-20,0.9597135061391541,1.0
2020-10-21,0.9597254632807138,1.0
2020-10-22,0.9597231833910035,1.0
2020-10-23,0.9597260273972603,1.0
2020-10-27,0.9597229916897507,1.0
2020-10-28,0.9597222222222221,1.0
2020-10-29,0.9597212543554007,1.0
2020-10-30,0.959719495091164,1.0
2020-11-02,0.9597191011235954,1.0
2020-11-03,0.959723565998618,1.0
2020-11-04,0.9597239475500344,1.0
2020-11-05,0.9597256515775033,1.0
2020-11-06,0.9597258396161754,1.0
2020-11-09,0.9597260273972603,1.0
2020-11-10,0.959724328049621,1.0
2020-11-11,0.95972,1.0
2020-11-12,0.9597152542372881,1.0
2020-11-13,0.959714867617108,1.0
2020-11-16,0.9597158322056834,1.0
2020-11-17,0.9597160243407709,1.0
2020-11-18,0.9597146739130437,1.0
2020-11-19,0.9597142857142857,1.0
2020-11-20,0.9597264021887827,1.0
2020-11-23,0.959724328049621,1.0
2020-11-24,0.9597142857142857,1.0
2020-11-25,0.9597131147540984,1.0
2020-11-26,0.9597260273972603,1.0
2020-11-27,0.9597260273972603,1.0
2020-11-30,0.9597252747252747,1.0
2020-12-01,0.9597260273972603,1.0
2020-12-02,0.9680721220527047,1.0
2020-12-03,0.9680753138075313,1.0
2020-12-04,0.96806993006993,1.0
2020-12-07,0.9680753138075313,1.0
2020-12-08,0.96806993006993,1.0
2020-12-09,0.9680785413744741,1.0
2020-12-10,0.9680674631061138,1.0
2020-12-11,0.9680704225352114,1.0
2020-12-14,0.9680733944954129,1.0
2020-12-15,0.9680709219858156,1.0
2020-12-16,0.9680677009873059,1.0
2020-12-17,0.9680709219858156,1.0
2020-12-18,0.9680803880803879,1.0
2020-12-21,0.9680677009873059,1.0
2020-12-22,0.968073654390935,1.0
2020-12-23,0.9680674631061138,1.0
2020-12-24,0.9680731364275669,1.0
2020-12-28,0.9680755773268018,1.0
2020-12-29,0.9680753138075313,1.0
2020-12-30,0.9680745341614907,1.0
2020-12-31,0.9680753138075313,1.0
2021-01-04,0.9680766598220398,1.0
2021-01-05,0.9680735194009531,1.0
2021-01-06,0.9680740233036326,1.0
2021-01-07,0.9680692041522491,1.0
2021-01-08,0.9680742778541953,1.0
2021-01-11,0.9680774550484095,1.0
2021-01-12,0.9680692041522491,1.0
2021-01-13,0.9680803880803879,1.0
2021-01-14,0.9680716253443526,1.0
2021-01-15,0.9680779944289694,1.0
2021-01-18,0.9680696864111499,1.0
2021-01-19,0.9680689655172414,1.0
2021-01-20,0.9680742778541953,1.0
2021-01-21,0.9680763983628922,1.0
2021-01-22,0.9680742778541953,1.0
2021-01-25,0.9680721220527047,1.0
2021-01-26,0.9680689655172414,1.0
2021-01-27,0.9680732700135684,1.0
2021-01-28,0.9680680272108845,1.0
2021-01-29,0.9680742778541953,1.0
2021-02-01,0.9680801104972375,1.0
2021-02-02,0.9680803880803879,1.0
2021-02-03,0.9680747922437672,1.0
2021-02-04,0.9680774550484095,1.0
2021-02-05,0.9680777238029147,1.0
2021-02-08,0.9680803880803879,1.0
2021-02-09,0.9680806675938803,1.0
2021-02-10,0.9680747922437672,1.0
2021-02-11,0.9680747922437672,1.0
2021-02-16,0.9680740233036326,1.0
2021-02-17,0.9680747922437672,1.0
2021-02-18,0.9680718728403596,1.0
2021-02-19,0.9680747922437672,1.0
2021-02-22,0.9680682593856655,1.0
2021-02-23,0.9680718085106383,1.0
2021-02-24,0.9680754226267879,1.0
2021-02-25,0.9680786885245902,1.0
2021-02-26,0.968076668869795,1.0
2021-03-01,0.9680776959142664,1.0
2021-03-02,0.9680784844384301,1.0
2021-03-03,0.968080808080808,1.0
2021-03-04,0.9680722891566265,1.0
2021-03-05,0.9840191387559807,1.0
2021-03-08,0.9840163376446561,1.0
2021-03-09,0.9840135135135134,1.0
2021-03-10,0.9840162822252375,1.0
