,px_adjustment_factor,vol_adjustment_factor
2020-03-20,0.9401498127340825,1.0
2020-03-23,0.9401518784972023,1.0
2020-03-24,0.9401458173445894,1.0
2020-03-25,0.9401486988847584,1.0
2020-03-26,0.9401514004542014,1.0
2020-03-27,0.9401502629601803,1.0
2020-03-30,0.9401450381679389,1.0
2020-03-31,0.9401509433962264,1.0
2020-04-01,0.9401492537313433,1.0
2020-04-02,0.9401450381679389,1.0
2020-04-03,0.9401490312965725,1.0
2020-04-06,0.9401512968299711,1.0
2020-04-07,0.940145560407569,1.0
2020-04-08,0.9401459854014599,1.0
2020-04-09,0.9401450326323422,1.0
2020-04-14,0.9401512968299711,1.0
2020-04-15,0.9401458789204961,1.0
2020-04-16,0.9401472754050073,1.0
2020-04-17,0.9401459854014599,1.0
2020-04-20,0.9401457725947523,1.0
2020-04-21,0.9401492537313433,1.0
2020-04-22,0.9401495886312641,1.0
2020-04-23,0.9401488095238094,1.0
2020-04-24,0.9401510574018126,1.0
2020-04-27,0.9401492537313433,1.0
2020-04-28,0.9401473839351512,1.0
2020-04-29,0.9401465201465202,1.0
2020-05-04,0.9401514004542014,1.0
2020-05-05,0.9401501501501502,1.0
2020-05-06,0.9401489203276246,1.0
2020-05-07,0.9401492537313433,1.0
2020-05-08,0.940147928994083,1.0
2020-05-11,0.9401454545454546,1.0
2020-05-12,0.9401472754050073,1.0
2020-05-13,0.9478234854151085,1.0
2020-05-14,0.9478260869565218,1.0
2020-05-15,0.9478234398782344,1.0
2020-05-18,0.947828397873956,1.0
2020-05-19,0.9478241430700447,1.0
2020-05-20,0.9478264094955489,1.0
2020-05-21,0.9478260869565217,1.0
2020-05-22,0.9478225806451613,1.0
2020-05-25,0.9478290025146688,1.0
2020-05-26,0.9478236245954693,1.0
2020-05-27,0.947823240589198,1.0
2020-05-28,0.9478271604938272,1.0
2020-05-29,0.9478286683630194,1.0
2020-06-01,0.9478278688524591,1.0
2020-06-02,0.9478275020341741,1.0
2020-06-03,0.9478232931726908,1.0
2020-06-04,0.9478278358809332,1.0
2020-06-05,0.9478264094955489,1.0
2020-06-08,0.9478263988522239,1.0
2020-06-09,0.9478267148014441,1.0
2020-06-10,0.9478264040846098,1.0
2020-06-11,0.947828397873956,1.0
2020-06-12,0.9478223938223937,1.0
2020-06-15,0.9478267594740912,1.0
2020-06-16,0.9478227654698242,1.0
2020-06-17,0.9478244561140284,1.0
2020-06-18,0.9478244561140284,1.0
2020-06-19,0.9478270509977827,1.0
2020-06-22,0.9478267363704257,1.0
2020-06-23,0.9478247958426133,1.0
2020-06-24,0.947827380952381,1.0
2020-06-26,0.9478280542986426,1.0
2020-06-29,0.9478230769230769,1.0
2020-06-30,0.94782475019216,1.0
2020-07-02,0.9478287002253946,1.0
2020-07-03,0.9478287002253946,1.0
2020-07-06,0.947825128581925,1.0
2020-07-07,0.9478283582089553,1.0
2020-07-08,0.9478237951807228,1.0
2020-07-09,0.9478260869565218,1.0
2020-07-10,0.9478250773993809,1.0
2020-07-13,0.9478294573643411,1.0
2020-07-14,0.9478233927188227,1.0
2020-07-15,0.9478284389489954,1.0
2020-07-16,0.947826420890937,1.0
2020-07-17,0.9478223938223937,1.0
2020-07-20,0.9478287937743192,1.0
2020-07-21,0.9478223938223937,1.0
2020-07-22,0.9478274509803921,1.0
2020-07-23,0.9478284815106216,1.0
2020-07-24,0.9478278358809332,1.0
2020-07-27,0.9478285714285714,1.0
2020-07-28,0.94782995951417,1.0
2020-07-29,0.9478288942695723,1.0
2020-07-30,0.9478288942695723,1.0
2020-07-31,0.9478260869565217,1.0
2020-08-03,0.9478293918918919,1.0
2020-08-04,0.9478235294117647,1.0
2020-08-05,0.9478235294117647,1.0
2020-08-06,0.947822445561139,1.0
2020-08-07,0.9478286683630194,1.0
2020-08-10,0.9478286683630194,1.0
2020-08-11,0.947825,1.0
2020-08-12,0.9478288431061807,1.0
2020-08-13,0.9478267842822775,1.0
2020-08-14,0.9539471577261809,1.0
2020-08-17,0.9539467312348668,1.0
2020-08-18,0.9539462978030918,1.0
2020-08-19,0.9539495114006514,1.0
2020-08-20,0.9539423868312756,1.0
2020-08-21,0.9539454094292803,1.0
2020-08-24,0.9539445802770986,1.0
2020-08-25,0.9539477977161501,1.0
2020-08-26,0.9539438943894388,1.0
2020-08-27,0.9539416666666667,1.0
2020-08-28,0.9539433198380567,1.0
2020-08-31,0.9539458572600492,1.0
2020-09-01,0.9539421487603307,1.0
2020-09-02,0.9539449541284403,1.0
2020-09-03,0.9539434276206322,1.0
2020-09-04,0.9539462636439966,1.0
2020-09-07,0.953941908713693,1.0
2020-09-08,0.9539443535188216,1.0
2020-09-09,0.9539490968801314,1.0
2020-09-10,0.953941908713693,1.0
2020-09-11,0.9539488870568837,1.0
2020-09-14,0.9539486754966887,1.0
2020-09-15,0.9539458572600492,1.0
2020-09-16,0.9539486754966887,1.0
2020-09-17,0.9539431913116123,1.0
2020-09-18,0.9539447236180904,1.0
2020-09-21,0.9539419795221843,1.0
2020-09-22,0.9539498703543647,1.0
2020-09-23,0.9539473684210527,1.0
2020-09-24,0.9539423942394241,1.0
2020-09-25,0.9539483065953654,1.0
2020-09-28,0.9539451114922813,1.0
2020-09-29,0.953941541186891,1.0
2020-09-30,0.9539439088518844,1.0
2020-10-05,0.9539478260869565,1.0
2020-10-06,0.9539414802065405,1.0
2020-10-07,0.9539422259983007,1.0
2020-10-08,0.9539430543572044,1.0
2020-10-09,0.9539471440750213,1.0
2020-10-12,0.9539455782312926,1.0
2020-10-14,0.9539484978540773,1.0
2020-10-15,0.9605448154657293,1.0
2020-10-16,0.9605452946350044,1.0
2020-10-19,0.9605438596491228,1.0
2020-10-20,0.9605438596491228,1.0
2020-10-21,0.9605400696864111,1.0
2020-10-22,0.9605377276669558,1.0
2020-10-23,0.9605423171733771,1.0
2020-10-27,0.9605411954765752,1.0
2020-10-28,0.9605392156862744,1.0
2020-10-29,0.9605385252692626,1.0
2020-10-30,0.9605453020134228,1.0
2020-11-02,0.9605392156862744,1.0
2020-11-03,0.9605401111993646,1.0
2020-11-04,0.9605411954765752,1.0
2020-11-05,0.9605453087409783,1.0
2020-11-06,0.9605414012738854,1.0
2020-11-09,0.9605379746835443,1.0
2020-11-10,0.9605386949924127,1.0
2020-11-11,0.9605407407407408,1.0
2020-11-12,0.9605419847328245,1.0
2020-11-13,0.9605413766434647,1.0
2020-11-16,0.9605380476556495,1.0
2020-11-17,0.9605405405405405,1.0
2020-11-18,0.9605453149001537,1.0
2020-11-19,0.9605429864253394,1.0
2020-11-20,0.9605391040242978,1.0
2020-11-23,0.9605399239543727,1.0
2020-11-24,0.9605421686746988,1.0
2020-11-25,0.9605401459854014,1.0
2020-11-26,0.9605405405405404,1.0
2020-11-27,0.9605450581395348,1.0
2020-11-30,0.9605403404885271,1.0
2020-12-01,0.9605401350337583,1.0
2020-12-02,0.9605387453874538,1.0
2020-12-03,0.9605409356725144,1.0
2020-12-04,0.9605429200293469,1.0
2020-12-07,0.9605397520058352,1.0
2020-12-08,0.9605421245421246,1.0
2020-12-09,0.9605393586005831,1.0
2020-12-10,0.9605409356725144,1.0
2020-12-11,0.9605450581395348,1.0
2020-12-14,0.9605405405405404,1.0
2020-12-15,0.9605385735080059,1.0
2020-12-16,0.9605389657683904,1.0
2020-12-17,0.9605413313825898,1.0
2020-12-18,0.9605427509293681,1.0
2020-12-21,0.9605425772418991,1.0
2020-12-22,0.9605391040242978,1.0
2020-12-23,0.9605395136778115,1.0
2020-12-24,0.9605438066465256,1.0
2020-12-28,0.9605401350337583,1.0
2020-12-29,0.9605397301349324,1.0
2020-12-30,0.9605423476968796,1.0
2020-12-31,0.9605385190725506,1.0
2021-01-04,0.9605401459854014,1.0
2021-01-05,0.9605426917510855,1.0
2021-01-06,0.9605422993492406,1.0
2021-01-07,0.9605386740331492,1.0
2021-01-08,0.960542372881356,1.0
2021-01-11,0.9605414667580534,1.0
2021-01-12,0.9605396174863386,1.0
2021-01-13,0.9605425824175824,1.0
2021-01-14,0.960541095890411,1.0
2021-01-15,0.9605422100205903,1.0
2021-01-18,0.9605424200278164,1.0
2021-01-19,0.960541095890411,1.0
2021-01-20,0.9605416666666667,1.0
2021-01-21,0.9605392491467576,1.0
2021-01-22,0.9605420430854761,1.0
2021-01-25,0.9605388383484954,1.0
2021-01-26,0.9605430183356841,1.0
2021-01-27,0.9605414908579466,1.0
2021-01-28,0.9605424200278164,1.0
2021-01-29,0.9605416963649323,1.0
2021-02-01,0.9605416963649323,1.0
2021-02-02,0.9605409252669038,1.0
2021-02-03,0.9605436337625177,1.0
2021-02-04,0.960543245175125,1.0
2021-02-05,0.9605416963649323,1.0
2021-02-08,0.9605428571428571,1.0
2021-02-09,0.9605449398443028,1.0
2021-02-10,0.9605437026841018,1.0
2021-02-11,0.9605403556771548,1.0
2021-02-16,0.9605398288347597,1.0
2021-02-17,0.9605394736842106,1.0
2021-02-18,0.9605385638297872,1.0
2021-02-19,0.9605444887118193,1.0
2021-02-22,0.9605431937172774,1.0
2021-02-23,0.9605442622950819,1.0
2021-02-24,0.9605432595573442,1.0
2021-02-25,0.9605394736842106,1.0
2021-02-26,0.96054,1.0
2021-03-01,0.9605405405405405,1.0
2021-03-02,0.9605438477226377,1.0
2021-03-03,0.9605403602401602,1.0
2021-03-04,0.9605394736842106,1.0
2021-03-05,0.9605394736842106,1.0
2021-03-08,0.9785647216633132,1.0
2021-03-09,0.9785695451549111,1.0
2021-03-10,0.978570483123759,1.0
2021-03-11,0.9785695538057742,1.0
2021-03-12,0.9785667107001321,1.0
2021-03-15,0.9785657894736841,1.0
2021-03-16,0.9785657894736841,1.0
2021-03-17,0.9785685884691848,1.0
2021-03-18,0.9785657633840051,1.0
2021-03-19,0.9785657633840051,1.0
2021-03-22,0.9785704787234042,1.0
2021-03-23,0.9785676037483266,1.0
2021-03-24,0.9785665990534144,1.0
2021-03-25,0.9785666666666667,1.0
2021-03-26,0.9785685483870966,1.0
2021-03-29,0.978565737051793,1.0
2021-03-30,0.9785647840531562,1.0
2021-03-31,0.9785647840531562,1.0
2021-04-01,0.978566688785667,1.0
2021-04-07,0.9785704874835308,1.0
2021-04-08,0.9785658153241651,1.0
2021-04-09,0.9785686402081979,1.0
2021-04-12,0.9785667107001321,1.0
2021-04-13,0.9785667539267016,1.0
2021-04-14,0.9785704918032787,1.0
2021-04-15,0.9785686145764937,1.0
2021-04-16,0.9785648452929558,1.0
2021-04-19,0.9785695538057742,1.0
2021-04-20,0.9785667539267016,1.0
2021-04-21,0.978566688785667,1.0
2021-04-22,0.9785695364238411,1.0
2021-04-23,0.9785695276114438,1.0
2021-04-26,0.9785704787234042,1.0
2021-04-27,0.9785648148148149,1.0
2021-04-28,0.9785657894736841,1.0
2021-04-29,0.9785677083333333,1.0
2021-04-30,0.9785704918032787,1.0
2021-05-03,0.9785676215856097,1.0
2021-05-04,0.9785667324128863,1.0
2021-05-05,0.9785696122059758,1.0
2021-05-06,0.978565190268247,1.0
2021-05-07,0.9785705483672211,1.0
2021-05-10,0.985243076923077,1.0
2021-05-11,0.9852459016393442,1.0
2021-05-12,0.9852473387601753,1.0
2021-05-13,0.985246212121212,1.0
2021-05-14,0.985244055068836,1.0
2021-05-17,0.9852452830188679,1.0
2021-05-18,0.9852428393524284,1.0
2021-05-20,0.9852452830188679,1.0
2021-05-21,0.9852470293933708,1.0
2021-05-24,0.9852454940957116,1.0
2021-05-25,0.9852463054187192,1.0
2021-05-26,0.9852475247524753,1.0
2021-05-27,0.9852428393524284,1.0
2021-05-28,0.9852481840193705,1.0
2021-05-31,0.9852481389578165,1.0
2021-06-01,0.9852460024600246,1.0
2021-06-02,0.9852433764633395,1.0
2021-06-03,0.9852464129756706,1.0
2021-06-04,0.9852479598242309,1.0
2021-06-07,0.9852457996266336,1.0
2021-06-08,0.9852451893234018,1.0
2021-06-09,0.9852487562189054,1.0
2021-06-10,0.9852452830188679,1.0
2021-06-11,0.9852449748743719,1.0
2021-06-15,0.9852488972904854,1.0
2021-06-16,0.9852446675031368,1.0
2021-06-17,0.9852471482889734,1.0
2021-06-18,0.9852463211772232,1.0
2021-06-21,0.9852447089947091,1.0
2021-06-22,0.9852437417654808,1.0
2021-06-23,0.9852436647173488,1.0
2021-06-24,0.9852436647173488,1.0
2021-06-25,0.9852427184466019,1.0
2021-06-28,0.9852475884244373,1.0
2021-06-29,0.9852451612903226,1.0
2021-06-30,0.9852482269503547,1.0
2021-07-02,0.9852472703917791,1.0
2021-07-05,0.9852453792224347,1.0
2021-07-06,0.9852447552447553,1.0
2021-07-07,0.9852451612903226,1.0
2021-07-08,0.9852452583387835,1.0
2021-07-09,0.9852459016393442,1.0
2021-07-12,0.985244937949053,1.0
2021-07-13,0.9852482269503547,1.0
2021-07-14,0.9852433484750163,1.0
2021-07-15,0.9852436647173488,1.0
2021-07-16,0.9852486910994763,1.0
2021-07-19,0.9852450331125827,1.0
2021-07-20,0.9852441471571907,1.0
2021-07-21,0.985244474212994,1.0
2021-07-22,0.9852475247524751,1.0
2021-07-23,0.9852434956637758,1.0
2021-07-26,0.9852481800132363,1.0
2021-07-27,0.9852456839309428,1.0
2021-07-28,0.9852440633245383,1.0
2021-07-29,0.9852466666666667,1.0
2021-07-30,0.9852448021462107,1.0
2021-08-02,0.9852466666666667,1.0
2021-08-03,0.985244474212994,1.0
2021-08-04,0.9852441471571907,1.0
2021-08-05,0.9852432432432433,1.0
2021-08-06,0.9852484683458135,1.0
2021-08-09,0.9852474576271187,1.0
2021-08-10,0.9852477936184657,1.0
2021-08-11,0.9852435723951285,1.0
2021-08-12,0.9852486559139784,1.0
2021-08-13,0.9925830508474577,1.0
2021-08-16,0.9925799863852961,1.0
2021-08-17,0.9925835037491479,1.0
2021-08-18,0.9925806451612904,1.0
2021-08-19,0.9925819958129797,1.0
2021-08-20,0.9925799721835883,1.0
2021-08-23,0.9925815405968078,1.0
2021-08-24,0.9925806451612904,1.0
2021-08-25,0.9925831564048124,1.0
2021-08-26,0.9925849858356941,1.0
2021-08-27,0.9925833924769338,1.0
2021-08-30,0.9925831564048124,1.0
2021-08-31,0.9925862068965519,1.0
2021-09-01,0.9925813295615276,1.0
2021-09-02,0.9925854700854702,1.0
2021-09-03,0.9925820256776035,1.0
2021-09-06,0.9925838686652392,1.0
2021-09-07,0.9925850832729906,1.0
2021-09-08,0.9925808770668585,1.0
2021-09-09,0.9925848375451265,1.0
2021-09-10,0.9925804145818441,1.0
2021-09-13,0.9925859598853869,1.0
2021-09-14,0.992581344902386,1.0
2021-09-15,0.9925850832729906,1.0
2021-09-16,0.9925839416058395,1.0
2021-09-17,0.9925841874084919,1.0
2021-09-20,0.9925867269984917,1.0
2021-09-21,0.9925842696629212,1.0
2021-09-23,0.9925859491778772,1.0
2021-09-24,0.9925813777441334,1.0
2021-09-27,0.9925825825825826,1.0
2021-09-28,0.9925850340136053,1.0
2021-09-29,0.9925851851851851,1.0
2021-09-30,0.9925823353293415,1.0
2021-10-04,0.9925840179238238,1.0
2021-10-05,0.9925794530672578,1.0
2021-10-06,0.9925822970007316,1.0
2021-10-07,0.9925827338129496,1.0
2021-10-08,0.9925811001410436,1.0
2021-10-11,0.99258356545961,1.0
2021-10-12,0.9925797503467407,1.0
2021-10-15,0.992582602832097,1.0
2021-10-18,0.992582602832097,1.0
2021-10-19,1.0,1.0
2021-10-20,1.0,1.0
2021-10-21,1.0,1.0
2021-10-22,1.0,1.0
2021-10-25,1.0,1.0
2021-10-26,1.0,1.0
2021-10-27,1.0,1.0
2021-10-28,1.0,1.0
2021-10-29,1.0,1.0
2021-11-01,1.0,1.0
2021-11-02,1.0,1.0
2021-11-03,1.0,1.0
2021-11-04,1.0,1.0
2021-11-05,1.0,1.0
2021-11-08,1.0,1.0
2021-11-09,1.0,1.0
2021-11-10,1.0,1.0
2021-11-11,1.0,1.0
2021-11-12,1.0,1.0
2021-11-15,1.0,1.0
2021-11-16,1.0,1.0
2021-11-17,1.0,1.0
2021-11-18,1.0,1.0
2021-11-19,1.0,1.0
2021-11-22,1.0,1.0
2021-11-23,1.0,1.0
2021-11-24,1.0,1.0
2021-11-25,1.0,1.0
2021-11-26,1.0,1.0
2021-11-29,1.0,1.0
2021-11-30,1.0,1.0
