,S K22 Comdty,S K22 Comdty,S K22 Comdty,S K22 Comdty,S K22 Comdty,S K22 Comdty,S K22 Comdty
,open,high,low,close,volume,num_trds,value
2021-11-14 20:00:00-05:00,1262.75,1263.5,1262.5,1263.5,30,8,37886.75
2021-11-14 20:01:00-05:00,1263.5,1264.75,1263.5,1264.75,17,5,21490.5
2021-11-14 20:03:00-05:00,1264.75,1265.0,1264.75,1265.0,2,2,2529.75
2021-11-14 20:04:00-05:00,1264.75,1264.75,1264.0,1264.5,8,6,10114.5
2021-11-14 20:05:00-05:00,1265.25,1267.5,1265.25,1267.25,14,10,17727.75
2021-11-14 20:06:00-05:00,1267.0,1267.75,1267.0,1267.25,5,4,6336.5
2021-11-14 20:07:00-05:00,1267.5,1267.5,1267.25,1267.25,3,2,3802.0
2021-11-14 20:08:00-05:00,1267.25,1267.25,1267.0,1267.0,8,4,10137.25
2021-11-14 20:09:00-05:00,1266.75,1266.75,1266.75,1266.75,3,2,3800.25
2021-11-14 20:11:00-05:00,1265.25,1265.75,1265.25,1265.75,2,2,2531.0
2021-11-14 20:12:00-05:00,1265.25,1265.25,1265.25,1265.25,2,2,2530.5
2021-11-14 20:13:00-05:00,1264.75,1264.75,1264.75,1264.75,1,1,1264.75
2021-11-14 20:14:00-05:00,1265.0,1265.0,1265.0,1265.0,1,1,1265.0
2021-11-14 20:15:00-05:00,1265.0,1265.0,1264.5,1264.5,2,2,2529.5
2021-11-14 20:22:00-05:00,1264.0,1264.0,1264.0,1264.0,1,1,1264.0
2021-11-14 20:24:00-05:00,1263.0,1263.0,1263.0,1263.0,3,2,3789.0
2021-11-14 20:26:00-05:00,1263.75,1263.75,1263.75,1263.75,2,2,2527.5
2021-11-14 20:29:00-05:00,1263.5,1263.5,1263.5,1263.5,1,1,1263.5
2021-11-14 20:32:00-05:00,1264.5,1264.5,1264.5,1264.5,4,3,5058.0
2021-11-14 20:35:00-05:00,1264.0,1264.0,1263.75,1263.75,2,2,2527.75
2021-11-14 20:36:00-05:00,1263.75,1263.75,1263.75,1263.75,1,1,1263.75
2021-11-14 20:37:00-05:00,1264.0,1264.0,1264.0,1264.0,2,1,2528.0
2021-11-14 20:39:00-05:00,1264.0,1264.0,1264.0,1264.0,5,2,6320.0
2021-11-14 20:40:00-05:00,1264.0,1264.0,1264.0,1264.0,1,1,1264.0
2021-11-14 20:43:00-05:00,1262.75,1262.75,1262.5,1262.5,2,2,2525.25
2021-11-14 20:45:00-05:00,1262.5,1262.5,1262.5,1262.5,2,1,2525.0
2021-11-14 20:59:00-05:00,1261.75,1261.75,1261.75,1261.75,1,1,1261.75
2021-11-14 21:07:00-05:00,1261.25,1261.25,1261.25,1261.25,2,1,2522.5
2021-11-14 21:12:00-05:00,1262.0,1262.25,1262.0,1262.25,3,2,3786.25
2021-11-14 21:13:00-05:00,1262.0,1262.0,1262.0,1262.0,1,1,1262.0
2021-11-14 21:23:00-05:00,1262.0,1262.0,1262.0,1262.0,2,1,2524.0
2021-11-14 21:25:00-05:00,1262.0,1262.25,1262.0,1262.25,2,2,2524.25
2021-11-14 21:30:00-05:00,1262.0,1262.0,1262.0,1262.0,1,1,1262.0
2021-11-14 21:31:00-05:00,1262.25,1262.25,1262.25,1262.25,3,2,3786.75
2021-11-14 21:38:00-05:00,1260.75,1260.75,1260.75,1260.75,5,1,6303.75
2021-11-14 21:39:00-05:00,1260.75,1260.75,1260.75,1260.75,5,1,6303.75
2021-11-14 21:40:00-05:00,1261.0,1261.0,1261.0,1261.0,1,1,1261.0
2021-11-14 21:43:00-05:00,1260.75,1260.75,1260.75,1260.75,1,1,1260.75
2021-11-14 21:44:00-05:00,1261.0,1261.0,1261.0,1261.0,4,1,5044.0
2021-11-14 21:45:00-05:00,1261.0,1261.0,1261.0,1261.0,1,1,1261.0
2021-11-14 21:56:00-05:00,1261.0,1261.0,1261.0,1261.0,4,1,5044.0
2021-11-14 22:09:00-05:00,1261.0,1261.0,1261.0,1261.0,2,2,2522.0
2021-11-14 22:42:00-05:00,1261.5,1261.75,1261.5,1261.75,4,3,5046.75
2021-11-14 22:43:00-05:00,1262.0,1262.0,1262.0,1262.0,3,2,3786.0
2021-11-14 22:46:00-05:00,1262.0,1262.0,1262.0,1262.0,1,1,1262.0
2021-11-14 22:52:00-05:00,1261.75,1261.75,1261.75,1261.75,1,1,1261.75
2021-11-14 23:18:00-05:00,1261.0,1261.0,1261.0,1261.0,1,1,1261.0
2021-11-14 23:51:00-05:00,1261.25,1261.25,1261.25,1261.25,1,1,1261.25
2021-11-14 23:56:00-05:00,1261.0,1261.0,1261.0,1261.0,2,1,2522.0
2021-11-15 00:13:00-05:00,1260.5,1260.75,1260.5,1260.75,3,2,3781.75
2021-11-15 00:38:00-05:00,1261.75,1262.0,1261.75,1262.0,2,2,2523.75
2021-11-15 00:44:00-05:00,1260.0,1260.0,1260.0,1260.0,4,2,5040.0
2021-11-15 01:19:00-05:00,1262.0,1262.0,1262.0,1262.0,4,4,5048.0
2021-11-15 01:20:00-05:00,1262.0,1262.25,1262.0,1262.0,4,4,5048.5
2021-11-15 01:21:00-05:00,1262.5,1262.5,1262.5,1262.5,1,1,1262.5
2021-11-15 01:30:00-05:00,1262.25,1262.25,1262.25,1262.25,1,1,1262.25
2021-11-15 01:31:00-05:00,1262.0,1262.0,1262.0,1262.0,1,1,1262.0
2021-11-15 01:32:00-05:00,1262.25,1262.25,1262.25,1262.25,1,1,1262.25
2021-11-15 01:33:00-05:00,1262.0,1262.25,1262.0,1262.25,3,3,3786.5
2021-11-15 01:34:00-05:00,1262.25,1262.25,1262.25,1262.25,5,5,6311.25
2021-11-15 01:36:00-05:00,1262.5,1262.5,1262.5,1262.5,2,2,2525.0
2021-11-15 01:37:00-05:00,1262.25,1262.25,1262.25,1262.25,1,1,1262.25
2021-11-15 01:40:00-05:00,1262.0,1262.0,1262.0,1262.0,2,2,2524.0
2021-11-15 01:45:00-05:00,1262.25,1262.25,1262.25,1262.25,6,6,7573.5
2021-11-15 01:46:00-05:00,1262.25,1262.25,1262.0,1262.0,2,2,2524.25
2021-11-15 01:48:00-05:00,1261.5,1261.5,1261.5,1261.5,1,1,1261.5
2021-11-15 02:02:00-05:00,1261.0,1261.0,1260.75,1260.75,2,2,2521.75
2021-11-15 02:04:00-05:00,1261.0,1261.0,1261.0,1261.0,1,1,1261.0
2021-11-15 02:05:00-05:00,1261.0,1261.0,1261.0,1261.0,1,1,1261.0
2021-11-15 02:08:00-05:00,1260.75,1261.0,1260.75,1261.0,2,2,2521.75
2021-11-15 02:14:00-05:00,1260.75,1260.75,1260.75,1260.75,1,1,1260.75
2021-11-15 02:23:00-05:00,1262.0,1262.0,1262.0,1262.0,2,1,2524.0
2021-11-15 02:26:00-05:00,1262.0,1262.0,1261.75,1261.75,3,3,3785.5
2021-11-15 02:31:00-05:00,1260.75,1260.75,1260.75,1260.75,1,1,1260.75
2021-11-15 02:35:00-05:00,1261.5,1261.5,1261.5,1261.5,1,1,1261.5
2021-11-15 02:36:00-05:00,1261.75,1262.25,1261.75,1262.25,5,3,6309.25
2021-11-15 02:37:00-05:00,1262.5,1263.0,1262.5,1262.75,39,15,49254.75
2021-11-15 02:41:00-05:00,1262.5,1262.5,1262.5,1262.5,5,1,6312.5
2021-11-15 02:46:00-05:00,1262.0,1262.0,1262.0,1262.0,1,1,1262.0
2021-11-15 02:53:00-05:00,1261.75,1262.0,1261.75,1262.0,2,2,2523.75
2021-11-15 03:03:00-05:00,1263.25,1263.25,1263.25,1263.25,2,2,2526.5
2021-11-15 03:04:00-05:00,1264.0,1264.25,1264.0,1264.25,4,4,5056.25
2021-11-15 03:10:00-05:00,1263.0,1263.0,1263.0,1263.0,1,1,1263.0
2021-11-15 03:15:00-05:00,1263.0,1263.75,1263.0,1263.5,4,4,5053.5
2021-11-15 03:19:00-05:00,1263.5,1263.5,1263.5,1263.5,2,2,2527.0
2021-11-15 03:22:00-05:00,1264.5,1264.5,1264.5,1264.5,1,1,1264.5
2021-11-15 03:23:00-05:00,1264.25,1264.25,1264.25,1264.25,1,1,1264.25
2021-11-15 03:30:00-05:00,1264.0,1264.0,1264.0,1264.0,1,1,1264.0
2021-11-15 03:32:00-05:00,1263.5,1263.5,1263.5,1263.5,1,1,1263.5
2021-11-15 03:35:00-05:00,1263.75,1263.75,1263.75,1263.75,1,1,1263.75
2021-11-15 03:36:00-05:00,1263.75,1263.75,1263.75,1263.75,1,1,1263.75
2021-11-15 03:40:00-05:00,1263.5,1263.5,1263.5,1263.5,1,1,1263.5
2021-11-15 03:41:00-05:00,1262.75,1262.75,1262.75,1262.75,2,1,2525.5
2021-11-15 03:45:00-05:00,1263.75,1263.75,1263.75,1263.75,3,1,3791.25
2021-11-15 03:46:00-05:00,1263.75,1263.75,1263.75,1263.75,1,1,1263.75
2021-11-15 03:54:00-05:00,1264.25,1264.25,1264.25,1264.25,2,2,2528.5
2021-11-15 03:55:00-05:00,1264.5,1264.75,1264.5,1264.75,7,3,8851.75
2021-11-15 03:58:00-05:00,1265.0,1265.0,1265.0,1265.0,1,1,1265.0
2021-11-15 04:02:00-05:00,1264.25,1264.25,1264.25,1264.25,1,1,1264.25
2021-11-15 04:07:00-05:00,1265.25,1265.25,1265.25,1265.25,3,2,3795.75
2021-11-15 04:23:00-05:00,1264.5,1264.5,1264.5,1264.5,1,1,1264.5
2021-11-15 04:44:00-05:00,1266.0,1266.0,1266.0,1266.0,1,1,1266.0
2021-11-15 04:45:00-05:00,1266.0,1266.25,1266.0,1266.25,6,3,7597.0
2021-11-15 04:46:00-05:00,1266.25,1266.25,1266.25,1266.25,3,2,3798.75
2021-11-15 04:48:00-05:00,1265.5,1265.5,1263.0,1263.75,181,10,228845.25
2021-11-15 04:49:00-05:00,1264.0,1264.0,1264.0,1264.0,1,1,1264.0
2021-11-15 04:54:00-05:00,1263.0,1263.0,1262.5,1262.5,5,3,6313.5
2021-11-15 04:55:00-05:00,1262.5,1262.5,1261.75,1261.75,3,3,3786.5
2021-11-15 04:56:00-05:00,1261.75,1261.75,1261.5,1261.5,5,4,6307.75
2021-11-15 05:00:00-05:00,1262.5,1262.5,1262.5,1262.5,2,1,2525.0
2021-11-15 05:02:00-05:00,1261.75,1261.75,1261.25,1261.25,4,4,5046.0
2021-11-15 05:03:00-05:00,1261.25,1261.25,1261.25,1261.25,6,2,7567.5
2021-11-15 05:04:00-05:00,1261.0,1261.0,1260.75,1260.75,2,2,2521.75
2021-11-15 05:05:00-05:00,1260.75,1260.75,1260.75,1260.75,1,1,1260.75
2021-11-15 05:06:00-05:00,1261.0,1261.25,1261.0,1261.25,3,2,3783.5
2021-11-15 05:11:00-05:00,1261.5,1261.5,1261.0,1261.0,5,2,6305.5
2021-11-15 05:12:00-05:00,1261.5,1261.5,1261.5,1261.5,1,1,1261.5
2021-11-15 05:20:00-05:00,1261.0,1261.0,1261.0,1261.0,1,1,1261.0
2021-11-15 05:21:00-05:00,1261.0,1261.0,1261.0,1261.0,1,1,1261.0
2021-11-15 05:29:00-05:00,1262.0,1262.0,1262.0,1262.0,3,1,3786.0
2021-11-15 05:30:00-05:00,1262.25,1262.25,1262.25,1262.25,1,1,1262.25
2021-11-15 05:31:00-05:00,1262.0,1262.0,1262.0,1262.0,1,1,1262.0
2021-11-15 05:48:00-05:00,1262.75,1262.75,1262.5,1262.5,4,2,5050.25
2021-11-15 05:49:00-05:00,1262.5,1262.5,1262.5,1262.5,1,1,1262.5
2021-11-15 06:01:00-05:00,1263.0,1263.0,1263.0,1263.0,1,1,1263.0
2021-11-15 06:05:00-05:00,1262.5,1262.5,1262.5,1262.5,1,1,1262.5
2021-11-15 06:07:00-05:00,1261.75,1261.75,1261.0,1261.0,11,6,13873.25
2021-11-15 06:27:00-05:00,1262.0,1262.0,1262.0,1262.0,1,1,1262.0
2021-11-15 06:38:00-05:00,1262.5,1262.5,1262.5,1262.5,1,1,1262.5
2021-11-15 06:44:00-05:00,1263.0,1263.0,1263.0,1263.0,1,1,1263.0
2021-11-15 06:47:00-05:00,1263.5,1263.5,1263.5,1263.5,1,1,1263.5
2021-11-15 06:48:00-05:00,1263.75,1263.75,1263.75,1263.75,3,2,3791.25
2021-11-15 06:51:00-05:00,1264.25,1264.25,1264.25,1264.25,1,1,1264.25
2021-11-15 06:52:00-05:00,1265.0,1265.0,1265.0,1265.0,10,5,12650.0
2021-11-15 06:55:00-05:00,1264.5,1264.5,1264.5,1264.5,1,1,1264.5
2021-11-15 06:58:00-05:00,1265.75,1266.25,1265.75,1266.0,23,3,29113.5
2021-11-15 06:59:00-05:00,1266.0,1266.0,1266.0,1266.0,25,5,31650.0
2021-11-15 07:00:00-05:00,1266.0,1266.0,1265.5,1265.5,3,2,3797.0
2021-11-15 07:03:00-05:00,1264.75,1264.75,1264.25,1264.25,3,3,3793.75
2021-11-15 07:10:00-05:00,1264.5,1264.5,1264.5,1264.5,1,1,1264.5
2021-11-15 07:12:00-05:00,1264.25,1264.25,1264.25,1264.25,3,1,3792.75
2021-11-15 07:19:00-05:00,1263.75,1263.75,1263.5,1263.5,5,2,6317.75
2021-11-15 07:26:00-05:00,1262.0,1262.0,1262.0,1262.0,1,1,1262.0
2021-11-15 07:27:00-05:00,1261.75,1261.75,1261.75,1261.75,4,3,5047.0
2021-11-15 07:29:00-05:00,1262.5,1262.5,1262.5,1262.5,5,1,6312.5
2021-11-15 07:30:00-05:00,1262.25,1262.5,1262.25,1262.25,7,7,8836.0
2021-11-15 07:31:00-05:00,1262.25,1262.5,1262.25,1262.5,15,8,18934.0
2021-11-15 07:32:00-05:00,1262.25,1263.25,1262.25,1263.25,2,2,2525.5
2021-11-15 07:33:00-05:00,1262.75,1262.75,1262.75,1262.75,1,1,1262.75
2021-11-15 07:38:00-05:00,1262.25,1262.25,1262.25,1262.25,2,1,2524.5
2021-11-15 07:39:00-05:00,1262.25,1262.25,1262.25,1262.25,33,15,41654.25
2021-11-15 07:42:00-05:00,1263.0,1263.0,1263.0,1263.0,16,2,20208.0
2021-11-15 07:47:00-05:00,1263.75,1263.75,1263.75,1263.75,2,1,2527.5
2021-11-15 07:49:00-05:00,1265.0,1266.0,1265.0,1266.0,29,14,36705.5
2021-11-15 07:50:00-05:00,1265.75,1266.0,1265.75,1266.0,12,10,15189.25
2021-11-15 07:51:00-05:00,1266.5,1266.5,1266.0,1266.0,8,5,10129.25
2021-11-15 07:53:00-05:00,1266.0,1266.75,1266.0,1266.75,7,4,8864.0
2021-11-15 07:55:00-05:00,1266.25,1266.25,1266.25,1266.25,1,1,1266.25
2021-11-15 07:56:00-05:00,1266.25,1267.0,1266.25,1267.0,3,2,3800.25
2021-11-15 07:57:00-05:00,1267.0,1267.5,1266.75,1267.5,4,3,5068.75
2021-11-15 07:58:00-05:00,1266.75,1266.75,1266.75,1266.75,13,3,16467.75
2021-11-15 07:59:00-05:00,1266.0,1266.5,1266.0,1266.5,7,3,8865.0
2021-11-15 08:00:00-05:00,1266.25,1266.5,1266.25,1266.25,5,4,6331.5
2021-11-15 08:01:00-05:00,1266.5,1266.75,1266.5,1266.75,2,2,2533.25
2021-11-15 08:02:00-05:00,1266.25,1266.25,1265.25,1265.25,29,15,36713.25
2021-11-15 08:03:00-05:00,1264.5,1264.5,1264.5,1264.5,1,1,1264.5
2021-11-15 08:04:00-05:00,1264.0,1264.5,1264.0,1264.5,5,3,6320.5
2021-11-15 08:06:00-05:00,1264.0,1264.0,1263.0,1263.25,12,5,15161.5
2021-11-15 08:07:00-05:00,1263.25,1263.25,1263.25,1263.25,2,1,2526.5
2021-11-15 08:08:00-05:00,1263.0,1263.25,1263.0,1263.25,5,4,6315.75
2021-11-15 08:12:00-05:00,1263.25,1263.5,1263.25,1263.5,2,2,2526.75
2021-11-15 08:14:00-05:00,1263.75,1263.75,1263.75,1263.75,3,2,3791.25
2021-11-15 08:17:00-05:00,1263.25,1263.25,1263.25,1263.25,3,3,3789.75
2021-11-15 08:18:00-05:00,1263.75,1263.75,1263.75,1263.75,14,7,17692.5
2021-11-15 08:19:00-05:00,1264.0,1264.25,1264.0,1264.25,6,3,7585.25
2021-11-15 08:20:00-05:00,1264.25,1264.25,1264.25,1264.25,1,1,1264.25
2021-11-15 08:21:00-05:00,1264.25,1264.25,1264.25,1264.25,2,1,2528.5
2021-11-15 08:22:00-05:00,1264.25,1264.25,1264.25,1264.25,1,1,1264.25
2021-11-15 08:23:00-05:00,1263.75,1264.5,1263.75,1264.5,10,5,12642.25
2021-11-15 08:24:00-05:00,1264.75,1265.0,1264.75,1265.0,6,4,7589.75
2021-11-15 08:26:00-05:00,1265.25,1265.25,1265.25,1265.25,1,1,1265.25
2021-11-15 08:27:00-05:00,1265.0,1265.0,1265.0,1265.0,1,1,1265.0
2021-11-15 08:28:00-05:00,1264.75,1264.75,1264.75,1264.75,1,1,1264.75
2021-11-15 08:29:00-05:00,1263.75,1263.75,1263.75,1263.75,5,2,6318.75
2021-11-15 08:31:00-05:00,1264.75,1264.75,1264.0,1264.0,2,2,2528.75
2021-11-15 08:33:00-05:00,1264.5,1264.5,1264.5,1264.5,1,1,1264.5
2021-11-15 08:34:00-05:00,1264.0,1265.5,1264.0,1265.25,15,11,18974.75
2021-11-15 08:37:00-05:00,1265.0,1265.0,1265.0,1265.0,1,1,1265.0
2021-11-15 08:38:00-05:00,1264.5,1265.0,1264.5,1265.0,5,2,6324.0
2021-11-15 08:40:00-05:00,1264.75,1264.75,1264.75,1264.75,1,1,1264.75
2021-11-15 08:41:00-05:00,1264.5,1265.0,1264.5,1265.0,3,3,3794.5
2021-11-15 08:43:00-05:00,1264.75,1264.75,1264.75,1264.75,2,1,2529.5
2021-11-15 08:44:00-05:00,1264.5,1264.5,1264.5,1264.5,1,1,1264.5
2021-11-15 09:29:00-05:00,1264.5,1265.25,1264.25,1265.25,17,12,21498.5
2021-11-15 09:30:00-05:00,1265.5,1269.75,1265.0,1269.5,119,78,150824.75
2021-11-15 09:31:00-05:00,1268.75,1269.25,1266.25,1267.25,61,37,77308.0
2021-11-15 09:32:00-05:00,1267.25,1268.5,1267.0,1268.0,107,31,135668.75
2021-11-15 09:33:00-05:00,1267.5,1267.5,1266.75,1267.0,21,13,26609.0
2021-11-15 09:34:00-05:00,1266.75,1267.0,1265.75,1265.75,97,44,122868.75
2021-11-15 09:35:00-05:00,1265.75,1265.75,1264.75,1265.0,37,7,46812.25
2021-11-15 09:36:00-05:00,1265.25,1267.25,1265.25,1266.5,51,31,64582.5
2021-11-15 09:37:00-05:00,1267.5,1268.0,1267.25,1267.5,12,8,15211.25
2021-11-15 09:38:00-05:00,1267.75,1267.75,1267.75,1267.75,2,2,2535.5
2021-11-15 09:39:00-05:00,1268.0,1268.5,1268.0,1268.0,5,5,6340.75
2021-11-15 09:40:00-05:00,1268.25,1270.0,1268.25,1270.0,21,17,26649.0
2021-11-15 09:41:00-05:00,1270.0,1271.25,1269.75,1270.0,73,43,92728.75
2021-11-15 09:42:00-05:00,1270.25,1271.0,1270.25,1270.75,16,7,20328.5
2021-11-15 09:43:00-05:00,1270.75,1271.0,1270.0,1270.0,29,7,36852.25
2021-11-15 09:44:00-05:00,1270.5,1271.5,1270.5,1271.0,11,9,13980.5
2021-11-15 09:45:00-05:00,1270.5,1270.5,1270.0,1270.25,22,7,27947.0
2021-11-15 09:46:00-05:00,1270.75,1272.0,1270.75,1272.0,71,11,90263.5
2021-11-15 09:47:00-05:00,1271.5,1271.5,1271.0,1271.25,22,11,27967.75
2021-11-15 09:48:00-05:00,1271.5,1271.5,1271.25,1271.25,8,4,10171.25
2021-11-15 09:49:00-05:00,1272.0,1273.75,1272.0,1273.75,29,20,36910.75
2021-11-15 09:50:00-05:00,1273.0,1273.5,1273.0,1273.5,13,6,16550.0
2021-11-15 09:51:00-05:00,1272.75,1273.5,1272.75,1273.25,18,14,22912.75
2021-11-15 09:52:00-05:00,1273.0,1274.5,1273.0,1274.25,41,29,52220.5
2021-11-15 09:53:00-05:00,1274.0,1274.5,1274.0,1274.0,19,8,24212.5
2021-11-15 09:54:00-05:00,1273.75,1273.75,1273.5,1273.5,38,22,48394.75
2021-11-15 09:55:00-05:00,1273.5,1273.5,1271.5,1271.75,64,37,81448.5
2021-11-15 09:56:00-05:00,1271.75,1272.5,1271.5,1271.5,35,19,44518.75
2021-11-15 09:57:00-05:00,1271.5,1271.5,1270.75,1270.75,55,43,69904.0
2021-11-15 09:58:00-05:00,1270.5,1270.75,1269.75,1270.25,56,27,71136.0
2021-11-15 09:59:00-05:00,1269.5,1269.5,1269.25,1269.25,12,12,15232.75
2021-11-15 10:00:00-05:00,1269.0,1269.25,1269.0,1269.25,2,2,2538.25
2021-11-15 10:01:00-05:00,1270.25,1270.25,1267.5,1267.75,12,10,15221.75
2021-11-15 10:02:00-05:00,1268.25,1268.25,1265.75,1265.75,50,31,63333.0
2021-11-15 10:03:00-05:00,1265.75,1266.0,1265.25,1266.0,23,18,29110.25
2021-11-15 10:04:00-05:00,1265.5,1265.5,1262.25,1262.5,69,38,87165.75
2021-11-15 10:05:00-05:00,1262.5,1263.5,1262.5,1263.5,57,18,72007.75
2021-11-15 10:06:00-05:00,1263.5,1264.25,1263.25,1264.0,12,9,15166.0
2021-11-15 10:07:00-05:00,1263.75,1264.5,1263.75,1264.25,8,7,10112.5
2021-11-15 10:08:00-05:00,1265.0,1265.0,1264.0,1264.25,11,5,13907.0
2021-11-15 10:09:00-05:00,1262.75,1262.75,1262.0,1262.75,3,3,3787.5
