,S U22 Comdty,S U22 Comdty,S U22 Comdty,S U22 Comdty,S U22 Comdty,S U22 Comdty,S U22 Comdty
,open,high,low,close,volume,num_trds,value
2021-11-21 20:00:00-05:00,1262.0,1262.0,1262.0,1262.0,1,1,1262.0
2021-11-22 00:54:00-05:00,1261.25,1261.25,1261.25,1261.25,1,1,1261.25
2021-11-22 02:01:00-05:00,1261.75,1261.75,1261.75,1261.75,1,1,1261.75
2021-11-22 02:44:00-05:00,1262.0,1262.0,1262.0,1262.0,2,2,2524.0
2021-11-22 02:55:00-05:00,1262.75,1262.75,1262.75,1262.75,1,1,1262.75
2021-11-22 02:57:00-05:00,1262.75,1263.0,1262.75,1263.0,2,2,2525.75
2021-11-22 02:58:00-05:00,1263.0,1263.0,1263.0,1263.0,2,2,2526.0
2021-11-22 03:36:00-05:00,1263.5,1263.5,1263.5,1263.5,1,1,1263.5
2021-11-22 04:41:00-05:00,1262.75,1262.75,1262.75,1262.75,1,1,1262.75
2021-11-22 04:48:00-05:00,1262.75,1262.75,1262.75,1262.75,1,1,1262.75
2021-11-22 05:06:00-05:00,1262.25,1262.25,1262.25,1262.25,1,1,1262.25
2021-11-22 05:19:00-05:00,1262.5,1262.5,1262.5,1262.5,2,2,2525.0
2021-11-22 05:28:00-05:00,1261.5,1261.5,1261.5,1261.5,1,1,1261.5
2021-11-22 06:35:00-05:00,1261.75,1261.75,1261.75,1261.75,1,1,1261.75
2021-11-22 06:45:00-05:00,1262.0,1262.0,1262.0,1262.0,1,1,1262.0
2021-11-22 07:12:00-05:00,1261.0,1261.0,1261.0,1261.0,1,1,1261.0
2021-11-22 07:21:00-05:00,1260.25,1260.25,1260.25,1260.25,1,1,1260.25
2021-11-22 07:24:00-05:00,1260.25,1260.25,1260.25,1260.25,3,3,3780.75
2021-11-22 07:31:00-05:00,1261.5,1261.5,1261.5,1261.5,2,1,2523.0
2021-11-22 07:54:00-05:00,1262.5,1262.5,1262.5,1262.5,1,1,1262.5
2021-11-22 08:05:00-05:00,1263.25,1263.25,1263.25,1263.25,2,2,2526.5
2021-11-22 08:06:00-05:00,1263.25,1263.25,1263.25,1263.25,1,1,1263.25
2021-11-22 08:07:00-05:00,1264.75,1264.75,1264.75,1264.75,1,1,1264.75
2021-11-22 08:09:00-05:00,1264.25,1264.25,1264.25,1264.25,2,1,2528.5
2021-11-22 08:13:00-05:00,1264.75,1264.75,1264.75,1264.75,1,1,1264.75
2021-11-22 08:26:00-05:00,1264.0,1264.0,1264.0,1264.0,1,1,1264.0
2021-11-22 08:34:00-05:00,1264.25,1264.25,1264.25,1264.25,1,1,1264.25
2021-11-22 08:35:00-05:00,1264.75,1264.75,1264.75,1264.75,1,1,1264.75
2021-11-22 09:29:00-05:00,1264.0,1264.25,1264.0,1264.25,2,2,2528.25
2021-11-22 09:32:00-05:00,1265.0,1265.0,1265.0,1265.0,1,1,1265.0
2021-11-22 09:36:00-05:00,1267.5,1267.5,1267.5,1267.5,1,1,1267.5
2021-11-22 09:48:00-05:00,1267.25,1267.25,1267.25,1267.25,2,2,2534.5
2021-11-22 09:49:00-05:00,1268.0,1268.0,1268.0,1268.0,1,1,1268.0
2021-11-22 09:50:00-05:00,1269.5,1269.75,1269.5,1269.75,3,3,3809.0
2021-11-22 09:52:00-05:00,1268.0,1268.25,1268.0,1268.25,2,2,2536.25
2021-11-22 09:53:00-05:00,1269.5,1270.0,1269.5,1270.0,5,5,6348.25
2021-11-22 09:55:00-05:00,1269.5,1269.5,1269.5,1269.5,1,1,1269.5
2021-11-22 09:59:00-05:00,1270.0,1272.75,1270.0,1272.75,5,4,6357.0
2021-11-22 10:01:00-05:00,1270.75,1270.75,1270.75,1270.75,2,1,2541.5
2021-11-22 10:03:00-05:00,1269.25,1269.25,1269.25,1269.25,1,1,1269.25
2021-11-22 10:11:00-05:00,1271.0,1271.0,1271.0,1271.0,1,1,1271.0
2021-11-22 10:18:00-05:00,1270.0,1271.25,1269.5,1271.25,5,4,6350.25
2021-11-22 10:19:00-05:00,1269.5,1269.5,1269.5,1269.5,1,1,1269.5
2021-11-22 10:20:00-05:00,1269.75,1269.75,1269.75,1269.75,2,1,2539.5
2021-11-22 10:34:00-05:00,1272.0,1272.0,1272.0,1272.0,1,1,1272.0
2021-11-22 10:36:00-05:00,1272.25,1272.25,1272.25,1272.25,1,1,1272.25
2021-11-22 10:56:00-05:00,1273.25,1273.25,1273.25,1273.25,4,2,5093.0
2021-11-22 10:58:00-05:00,1273.25,1273.25,1273.25,1273.25,1,1,1273.25
2021-11-22 10:59:00-05:00,1273.0,1273.0,1273.0,1273.0,1,1,1273.0
2021-11-22 11:21:00-05:00,1273.5,1273.5,1273.5,1273.5,1,1,1273.5
2021-11-22 11:39:00-05:00,1272.5,1272.5,1272.5,1272.5,1,1,1272.5
2021-11-22 11:41:00-05:00,1272.25,1272.25,1272.25,1272.25,1,1,1272.25
2021-11-22 11:58:00-05:00,1271.0,1271.0,1271.0,1271.0,3,3,3813.0
2021-11-22 12:01:00-05:00,1270.5,1270.5,1269.75,1269.75,2,2,2540.25
