,ESH22 Index,ESH22 Index,ESH22 Index,ESH22 Index,ESH22 Index,ESH22 Index,ESH22 Index
,open,high,low,close,volume,num_trds,value
2021-11-10 18:33:00-05:00,4635.5,4635.5,4635.5,4635.5,1,1,4635.5
2021-11-10 18:50:00-05:00,4632.0,4632.0,4632.0,4632.0,1,1,4632.0
2021-11-10 19:00:00-05:00,4636.75,4637.0,4636.75,4637.0,7,2,32458.0
2021-11-10 19:01:00-05:00,4636.5,4636.5,4636.5,4636.5,3,1,13909.5
2021-11-10 19:02:00-05:00,4636.0,4636.0,4636.0,4636.0,3,1,13908.0
2021-11-10 19:04:00-05:00,4636.0,4636.0,4636.0,4636.0,3,1,13908.0
2021-11-10 19:07:00-05:00,4636.0,4636.0,4636.0,4636.0,1,1,4636.0
2021-11-10 19:09:00-05:00,4637.75,4637.75,4637.75,4637.75,1,1,4637.75
2021-11-10 19:11:00-05:00,4640.0,4640.0,4640.0,4640.0,1,1,4640.0
2021-11-10 19:12:00-05:00,4641.0,4641.0,4641.0,4641.0,1,1,4641.0
2021-11-10 19:18:00-05:00,4640.5,4640.5,4640.5,4640.5,2,1,9281.0
2021-11-10 19:27:00-05:00,4642.5,4642.5,4642.5,4642.5,1,1,4642.5
2021-11-10 19:43:00-05:00,4641.75,4641.75,4641.75,4641.75,3,3,13925.25
2021-11-10 19:44:00-05:00,4641.25,4641.25,4640.25,4640.25,5,5,23202.5
2021-11-10 19:51:00-05:00,4639.75,4639.75,4639.75,4639.75,1,1,4639.75
2021-11-10 19:55:00-05:00,4640.0,4640.0,4640.0,4640.0,2,2,9280.0
2021-11-10 20:01:00-05:00,4641.0,4641.0,4641.0,4641.0,2,1,9282.0
2021-11-10 20:09:00-05:00,4639.75,4639.75,4639.75,4639.75,1,1,4639.75
2021-11-10 20:29:00-05:00,4637.5,4637.5,4637.5,4637.5,1,1,4637.5
2021-11-10 20:30:00-05:00,4637.25,4637.25,4637.25,4637.25,3,2,13911.75
2021-11-10 20:36:00-05:00,4640.0,4640.0,4640.0,4640.0,1,1,4640.0
2021-11-10 20:51:00-05:00,4641.0,4641.0,4641.0,4641.0,1,1,4641.0
2021-11-10 20:57:00-05:00,4644.0,4644.0,4644.0,4644.0,3,3,13932.0
2021-11-10 20:58:00-05:00,4646.0,4646.0,4646.0,4646.0,1,1,4646.0
2021-11-10 21:00:00-05:00,4646.5,4646.5,4645.5,4645.5,5,3,23228.5
2021-11-10 21:02:00-05:00,4646.75,4646.75,4646.75,4646.75,3,1,13940.25
2021-11-10 21:10:00-05:00,4646.25,4646.25,4646.25,4646.25,1,1,4646.25
2021-11-10 21:15:00-05:00,4646.0,4646.0,4646.0,4646.0,1,1,4646.0
2021-11-10 21:23:00-05:00,4646.5,4646.5,4646.5,4646.5,1,1,4646.5
2021-11-10 21:33:00-05:00,4646.5,4646.5,4646.5,4646.5,1,1,4646.5
2021-11-10 21:38:00-05:00,4645.5,4645.5,4644.0,4644.0,43,33,199736.25
2021-11-10 21:40:00-05:00,4646.0,4646.0,4646.0,4646.0,2,1,9292.0
2021-11-10 21:48:00-05:00,4644.0,4644.0,4643.25,4643.25,2,2,9287.25
2021-11-10 21:49:00-05:00,4643.5,4643.5,4643.5,4643.5,1,1,4643.5
2021-11-10 21:51:00-05:00,4642.75,4642.75,4642.75,4642.75,2,2,9285.5
2021-11-10 22:08:00-05:00,4643.25,4643.25,4642.75,4642.75,3,2,13929.25
2021-11-10 22:17:00-05:00,4642.5,4642.5,4642.5,4642.5,1,1,4642.5
2021-11-10 22:18:00-05:00,4642.5,4642.5,4642.0,4642.0,2,2,9284.5
2021-11-10 22:23:00-05:00,4642.5,4642.5,4642.5,4642.5,1,1,4642.5
2021-11-10 22:58:00-05:00,4639.25,4639.25,4639.25,4639.25,1,1,4639.25
2021-11-10 23:27:00-05:00,4635.75,4635.75,4635.75,4635.75,1,1,4635.75
2021-11-10 23:56:00-05:00,4636.0,4636.0,4635.25,4635.5,5,3,23178.75
2021-11-11 00:10:00-05:00,4636.5,4636.75,4636.25,4636.25,11,4,51001.5
2021-11-11 00:29:00-05:00,4638.5,4638.75,4638.5,4638.75,2,2,9277.25
2021-11-11 00:30:00-05:00,4638.75,4639.0,4638.75,4639.0,2,2,9277.75
2021-11-11 00:31:00-05:00,4641.0,4641.75,4640.5,4640.5,7,5,32487.5
2021-11-11 00:32:00-05:00,4641.0,4641.0,4640.0,4640.0,2,2,9281.0
2021-11-11 00:37:00-05:00,4642.0,4642.0,4642.0,4642.0,1,1,4642.0
2021-11-11 00:38:00-05:00,4642.0,4642.0,4641.25,4641.25,2,2,9283.25
2021-11-11 00:57:00-05:00,4640.5,4640.5,4640.5,4640.5,1,1,4640.5
2021-11-11 01:07:00-05:00,4641.0,4641.0,4640.75,4640.75,2,2,9281.75
2021-11-11 01:31:00-05:00,4643.25,4643.25,4642.5,4642.5,3,2,13929.0
2021-11-11 01:46:00-05:00,4642.25,4642.25,4642.25,4642.25,1,1,4642.25
2021-11-11 01:54:00-05:00,4642.5,4642.5,4641.75,4641.75,5,4,23211.5
2021-11-11 02:02:00-05:00,4644.0,4644.0,4643.25,4643.25,4,2,18575.25
2021-11-11 02:03:00-05:00,4643.5,4643.5,4643.0,4643.25,5,3,23216.75
2021-11-11 02:16:00-05:00,4643.0,4643.0,4642.5,4642.5,3,2,13928.5
2021-11-11 02:28:00-05:00,4644.5,4645.0,4644.5,4645.0,3,2,13934.5
2021-11-11 02:29:00-05:00,4644.75,4645.0,4644.75,4645.0,4,4,18579.5
2021-11-11 02:30:00-05:00,4644.75,4645.5,4644.75,4645.5,3,3,13935.25
2021-11-11 02:31:00-05:00,4645.25,4645.25,4645.0,4645.25,3,3,13935.5
2021-11-11 02:32:00-05:00,4644.5,4644.5,4644.25,4644.5,3,3,13933.25
2021-11-11 02:33:00-05:00,4644.25,4644.25,4644.0,4644.0,2,2,9288.25
2021-11-11 02:34:00-05:00,4644.0,4644.0,4644.0,4644.0,1,1,4644.0
2021-11-11 02:35:00-05:00,4643.25,4643.75,4643.25,4643.75,2,2,9287.0
2021-11-11 02:36:00-05:00,4644.0,4644.0,4644.0,4644.0,2,2,9288.0
2021-11-11 02:37:00-05:00,4644.0,4644.0,4644.0,4644.0,1,1,4644.0
2021-11-11 02:38:00-05:00,4644.0,4644.75,4644.0,4644.75,2,2,9288.75
2021-11-11 02:39:00-05:00,4644.75,4644.75,4644.25,4644.25,2,2,9289.0
2021-11-11 02:40:00-05:00,4644.5,4644.5,4644.5,4644.5,2,2,9289.0
2021-11-11 02:41:00-05:00,4644.25,4644.25,4644.25,4644.25,1,1,4644.25
2021-11-11 02:42:00-05:00,4644.25,4644.25,4644.0,4644.0,2,2,9288.25
2021-11-11 02:43:00-05:00,4644.0,4644.0,4644.0,4644.0,2,2,9288.0
2021-11-11 02:44:00-05:00,4644.5,4644.5,4644.5,4644.5,1,1,4644.5
2021-11-11 02:45:00-05:00,4644.25,4644.25,4644.25,4644.25,2,2,9288.5
