,S U1 Comdty,S U1 Comdty,S U1 Comdty,S U1 Comdty,S U1 Comdty,S U1 Comdty,S U1 Comdty
,open,high,low,close,volume,num_trds,value
2021-08-05 20:00:00-04:00,1337.0,1337.5,1335.0,1336.5,94,54,125623.0
2021-08-05 20:01:00-04:00,1336.5,1336.5,1335.75,1336.25,3,3,4008.5
2021-08-05 20:02:00-04:00,1335.25,1335.25,1334.25,1334.25,11,4,14679.25
2021-08-05 20:03:00-04:00,1334.0,1334.0,1333.75,1333.75,2,2,2667.75
2021-08-05 20:04:00-04:00,1333.5,1333.5,1333.5,1333.5,4,4,5334.0
2021-08-05 20:05:00-04:00,1333.25,1335.0,1333.25,1335.0,6,5,8004.75
2021-08-05 20:06:00-04:00,1335.0,1335.5,1334.25,1335.25,6,5,8010.25
2021-08-05 20:07:00-04:00,1334.25,1334.25,1334.0,1334.0,6,4,8004.75
2021-08-05 20:10:00-04:00,1334.5,1334.5,1334.5,1334.5,1,1,1334.5
2021-08-05 20:11:00-04:00,1334.25,1334.25,1334.0,1334.0,3,2,4002.25
2021-08-05 20:12:00-04:00,1333.75,1333.75,1333.75,1333.75,9,4,12003.75
2021-08-05 20:13:00-04:00,1333.75,1334.25,1333.75,1334.25,2,2,2668.0
2021-08-05 20:14:00-04:00,1334.0,1334.25,1334.0,1334.25,16,3,21344.25
2021-08-05 20:15:00-04:00,1334.75,1335.25,1334.75,1335.25,4,3,5340.5
2021-08-05 20:16:00-04:00,1335.5,1335.5,1335.5,1335.5,1,1,1335.5
2021-08-05 20:17:00-04:00,1335.5,1335.5,1335.5,1335.5,2,1,2671.0
2021-08-05 20:18:00-04:00,1335.25,1335.75,1335.25,1335.75,8,3,10685.25
2021-08-05 20:24:00-04:00,1334.25,1334.25,1334.25,1334.25,1,1,1334.25
2021-08-05 20:25:00-04:00,1334.0,1334.0,1334.0,1334.0,1,1,1334.0
2021-08-05 20:26:00-04:00,1334.0,1334.0,1334.0,1334.0,3,1,4002.0
2021-08-05 20:27:00-04:00,1334.0,1334.0,1333.75,1333.75,3,3,4001.5
2021-08-05 20:29:00-04:00,1334.0,1334.0,1334.0,1334.0,1,1,1334.0
2021-08-05 20:34:00-04:00,1333.75,1333.75,1333.75,1333.75,1,1,1333.75
2021-08-05 20:37:00-04:00,1332.75,1332.75,1332.75,1332.75,1,1,1332.75
2021-08-05 20:39:00-04:00,1331.75,1331.75,1331.75,1331.75,1,1,1331.75
2021-08-05 20:41:00-04:00,1332.25,1332.25,1332.25,1332.25,1,1,1332.25
2021-08-05 20:42:00-04:00,1331.75,1331.75,1331.5,1331.5,4,2,5326.5
2021-08-05 20:45:00-04:00,1331.75,1331.75,1331.75,1331.75,1,1,1331.75
2021-08-05 20:46:00-04:00,1331.75,1331.75,1331.75,1331.75,1,1,1331.75
2021-08-05 20:48:00-04:00,1332.5,1332.5,1332.5,1332.5,1,1,1332.5
2021-08-05 20:50:00-04:00,1332.0,1332.0,1332.0,1332.0,2,2,2664.0
2021-08-05 20:51:00-04:00,1332.0,1332.0,1331.75,1332.0,5,5,6659.25
2021-08-05 20:59:00-04:00,1331.5,1331.5,1331.5,1331.5,7,4,9320.5
2021-08-05 21:00:00-04:00,1331.75,1332.75,1331.5,1332.75,4,3,5327.75
2021-08-05 21:02:00-04:00,1332.5,1332.5,1332.5,1332.5,1,1,1332.5
2021-08-05 21:06:00-04:00,1331.75,1331.75,1331.75,1331.75,1,1,1331.75
2021-08-05 21:07:00-04:00,1331.5,1331.75,1331.5,1331.75,2,2,2663.25
2021-08-05 21:10:00-04:00,1331.75,1331.75,1331.75,1331.75,3,3,3995.25
2021-08-05 21:11:00-04:00,1332.0,1332.0,1332.0,1332.0,1,1,1332.0
2021-08-05 21:12:00-04:00,1332.25,1332.25,1332.25,1332.25,1,1,1332.25
2021-08-05 21:14:00-04:00,1331.75,1332.5,1331.75,1332.5,2,2,2664.25
2021-08-05 21:15:00-04:00,1333.25,1333.5,1333.25,1333.5,2,2,2666.75
2021-08-05 21:16:00-04:00,1333.0,1333.0,1333.0,1333.0,1,1,1333.0
2021-08-05 21:17:00-04:00,1332.5,1332.75,1332.5,1332.75,3,2,3997.75
2021-08-05 21:19:00-04:00,1333.75,1333.75,1333.75,1333.75,2,2,2667.5
2021-08-05 21:22:00-04:00,1334.75,1334.75,1334.75,1334.75,1,1,1334.75
2021-08-05 21:24:00-04:00,1335.0,1335.0,1335.0,1335.0,1,1,1335.0
2021-08-05 21:27:00-04:00,1334.5,1334.5,1334.5,1334.5,1,1,1334.5
2021-08-05 21:30:00-04:00,1335.25,1335.25,1335.25,1335.25,1,1,1335.25
2021-08-05 21:31:00-04:00,1336.0,1336.0,1336.0,1336.0,2,2,2672.0
2021-08-05 21:35:00-04:00,1336.25,1336.25,1336.25,1336.25,3,1,4008.75
2021-08-05 21:37:00-04:00,1336.25,1336.25,1336.25,1336.25,1,1,1336.25
2021-08-05 21:43:00-04:00,1335.25,1335.25,1335.0,1335.0,4,2,5340.5
2021-08-05 21:44:00-04:00,1335.0,1335.0,1334.75,1335.0,8,6,10679.0
2021-08-05 21:45:00-04:00,1335.0,1335.0,1334.75,1335.0,6,5,8009.0
2021-08-05 21:47:00-04:00,1334.25,1334.25,1334.0,1334.0,5,3,6670.5
2021-08-05 21:52:00-04:00,1334.0,1334.0,1334.0,1334.0,2,1,2668.0
2021-08-05 21:54:00-04:00,1334.25,1334.25,1334.25,1334.25,2,2,2668.5
2021-08-05 21:55:00-04:00,1335.0,1335.0,1335.0,1335.0,2,1,2670.0
2021-08-05 21:57:00-04:00,1334.25,1334.25,1334.25,1334.25,1,1,1334.25
2021-08-05 22:01:00-04:00,1335.5,1335.5,1335.5,1335.5,4,2,5342.0
2021-08-05 22:10:00-04:00,1336.5,1336.5,1336.5,1336.5,2,1,2673.0
2021-08-05 22:12:00-04:00,1336.5,1336.5,1336.5,1336.5,1,1,1336.5
2021-08-05 22:30:00-04:00,1335.25,1335.25,1335.25,1335.25,10,2,13352.5
2021-08-05 22:37:00-04:00,1336.75,1337.0,1336.75,1337.0,6,6,8020.75
2021-08-05 22:38:00-04:00,1337.0,1337.0,1337.0,1337.0,1,1,1337.0
2021-08-05 22:40:00-04:00,1337.0,1337.0,1336.75,1336.75,2,2,2673.75
2021-08-05 22:42:00-04:00,1336.5,1336.5,1336.5,1336.5,2,2,2673.0
2021-08-05 22:44:00-04:00,1336.25,1336.25,1336.25,1336.25,1,1,1336.25
2021-08-05 22:45:00-04:00,1336.0,1336.25,1336.0,1336.25,3,2,4008.5
2021-08-05 22:46:00-04:00,1336.25,1336.25,1336.25,1336.25,1,1,1336.25
2021-08-05 22:47:00-04:00,1336.25,1336.25,1336.25,1336.25,2,1,2672.5
2021-08-05 22:49:00-04:00,1336.25,1336.25,1336.25,1336.25,2,2,2672.5
2021-08-05 22:50:00-04:00,1336.25,1336.75,1336.25,1336.75,3,2,4009.25
2021-08-05 22:52:00-04:00,1336.75,1336.75,1336.75,1336.75,1,1,1336.75
2021-08-05 22:57:00-04:00,1336.75,1336.75,1336.75,1336.75,1,1,1336.75
2021-08-05 23:00:00-04:00,1337.0,1337.0,1337.0,1337.0,3,1,4011.0
2021-08-05 23:02:00-04:00,1337.5,1337.5,1337.25,1337.25,3,2,4012.25
2021-08-05 23:03:00-04:00,1338.0,1338.0,1337.75,1337.75,5,4,6689.75
2021-08-05 23:04:00-04:00,1337.5,1337.5,1336.75,1336.75,5,3,6686.25
2021-08-05 23:09:00-04:00,1338.0,1338.0,1338.0,1338.0,1,1,1338.0
2021-08-05 23:27:00-04:00,1337.75,1337.75,1337.75,1337.75,1,1,1337.75
2021-08-05 23:32:00-04:00,1337.25,1337.25,1337.25,1337.25,1,1,1337.25
2021-08-05 23:41:00-04:00,1337.25,1337.25,1337.25,1337.25,1,1,1337.25
2021-08-05 23:48:00-04:00,1337.0,1337.0,1337.0,1337.0,1,1,1337.0
2021-08-05 23:49:00-04:00,1337.0,1337.0,1337.0,1337.0,1,1,1337.0
2021-08-05 23:50:00-04:00,1337.0,1337.0,1337.0,1337.0,2,2,2674.0
