,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty
,open,high,low,close,volume,num_trds,value
2021-08-05 20:42:00-04:00,1398.5,1398.5,1398.5,1398.5,1,1,1398.5
2021-08-06 03:55:00-04:00,1406.5,1406.5,1406.5,1406.5,2,1,2813.0
2021-08-06 08:10:00-04:00,1412.0,1412.0,1412.0,1412.0,1,1,1412.0
2021-08-06 08:30:00-04:00,1411.0,1411.0,1411.0,1411.0,2,2,2822.0
2021-08-06 09:29:00-04:00,1411.5,1411.5,1409.5,1409.5,5,2,7051.5
2021-08-06 09:44:00-04:00,1406.5,1406.5,1406.5,1406.5,1,1,1406.5
2021-08-06 10:08:00-04:00,1409.0,1409.0,1409.0,1409.0,1,1,1409.0
2021-08-06 10:15:00-04:00,1411.5,1411.5,1411.5,1411.5,2,1,2823.0
2021-08-06 10:22:00-04:00,1408.5,1408.5,1408.5,1408.5,1,1,1408.5
2021-08-06 10:37:00-04:00,1406.25,1406.25,1406.25,1406.25,1,1,1406.25
2021-08-06 11:19:00-04:00,1408.75,1408.75,1408.75,1408.75,20,14,28175.0
2021-08-06 11:44:00-04:00,1407.5,1407.75,1407.5,1407.75,20,2,28153.5
2021-08-06 11:48:00-04:00,1411.0,1411.0,1411.0,1411.0,12,3,16932.0
2021-08-06 11:49:00-04:00,1411.0,1411.0,1411.0,1411.0,5,1,7055.0
2021-08-06 11:52:00-04:00,1411.25,1411.25,1411.25,1411.25,1,1,1411.25
2021-08-06 12:04:00-04:00,1413.0,1413.0,1413.0,1413.0,2,2,2826.0
2021-08-06 12:38:00-04:00,1412.75,1412.75,1412.75,1412.75,1,1,1412.75
2021-08-06 12:52:00-04:00,1416.0,1416.0,1416.0,1416.0,5,2,7080.0
2021-08-06 13:10:00-04:00,1419.0,1419.0,1419.0,1419.0,5,1,7095.0
2021-08-06 13:11:00-04:00,1419.0,1419.0,1419.0,1419.0,4,1,5676.0
