,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy
,open,high,low,close,volume,num_trds,value
2021-06-13 18:00:00-04:00,82.205,82.22,82.205,82.22,3,3,246.63
2021-06-13 18:01:00-04:00,82.22,82.225,82.22,82.22,3,3,246.665
2021-06-13 18:08:00-04:00,82.21,82.21,82.21,82.21,3,3,246.63
2021-06-13 18:12:00-04:00,82.22,82.22,82.22,82.22,1,1,82.22
2021-06-13 18:17:00-04:00,82.22,82.22,82.22,82.22,1,1,82.22
2021-06-13 18:32:00-04:00,82.225,82.225,82.225,82.225,3,1,246.675
2021-06-13 18:48:00-04:00,82.255,82.255,82.255,82.255,1,1,82.255
2021-06-13 18:53:00-04:00,82.235,82.25,82.235,82.25,8,4,657.95
2021-06-13 18:57:00-04:00,82.245,82.245,82.245,82.245,1,1,82.245
2021-06-13 19:05:00-04:00,82.25,82.255,82.25,82.255,2,2,164.505
2021-06-13 19:32:00-04:00,82.24,82.245,82.24,82.245,2,2,164.485
2021-06-13 19:44:00-04:00,82.25,82.25,82.25,82.25,1,1,82.25
2021-06-13 19:46:00-04:00,82.255,82.255,82.255,82.255,1,1,82.255
2021-06-13 20:03:00-04:00,82.23,82.23,82.23,82.23,3,1,246.69
2021-06-13 20:06:00-04:00,82.215,82.23,82.215,82.23,10,2,822.285
2021-06-13 20:10:00-04:00,82.21,82.215,82.21,82.215,6,3,493.28
2021-06-13 20:14:00-04:00,82.22,82.22,82.22,82.22,1,1,82.22
2021-06-13 20:19:00-04:00,82.21,82.21,82.21,82.21,1,1,82.21
2021-06-13 20:28:00-04:00,82.23,82.23,82.23,82.23,1,1,82.23
2021-06-13 20:54:00-04:00,82.21,82.21,82.21,82.21,1,1,82.21
2021-06-13 21:01:00-04:00,82.195,82.195,82.195,82.195,1,1,82.195
2021-06-13 21:03:00-04:00,82.185,82.185,82.185,82.185,1,1,82.185
2021-06-13 21:05:00-04:00,82.185,82.185,82.185,82.185,2,1,164.37
2021-06-13 21:14:00-04:00,82.185,82.185,82.185,82.185,1,1,82.185
2021-06-13 21:15:00-04:00,82.185,82.185,82.185,82.185,5,2,410.925
2021-06-13 21:16:00-04:00,82.175,82.175,82.175,82.175,3,2,246.525
2021-06-13 21:17:00-04:00,82.18,82.18,82.175,82.175,2,2,164.355
2021-06-13 21:18:00-04:00,82.18,82.185,82.18,82.185,11,2,904.03
2021-06-13 21:33:00-04:00,82.22,82.22,82.22,82.22,1,1,82.22
2021-06-13 21:48:00-04:00,82.25,82.25,82.25,82.25,8,1,658.0
2021-06-13 21:49:00-04:00,82.255,82.255,82.255,82.255,10,1,822.55
2021-06-13 21:51:00-04:00,82.255,82.255,82.255,82.255,1,1,82.255
2021-06-13 21:55:00-04:00,82.25,82.25,82.25,82.25,2,1,164.5
2021-06-13 21:56:00-04:00,82.245,82.245,82.245,82.245,2,1,164.49
2021-06-13 21:57:00-04:00,82.245,82.245,82.245,82.245,1,1,82.245
2021-06-13 21:58:00-04:00,82.245,82.245,82.245,82.245,5,1,411.225
2021-06-13 22:00:00-04:00,82.255,82.255,82.255,82.255,1,1,82.255
2021-06-13 22:08:00-04:00,82.25,82.25,82.25,82.25,1,1,82.25
2021-06-13 22:12:00-04:00,82.25,82.25,82.245,82.245,3,2,246.745
2021-06-13 22:13:00-04:00,82.235,82.245,82.235,82.245,7,4,575.695
2021-06-13 22:14:00-04:00,82.23,82.25,82.23,82.235,12,8,986.835
2021-06-13 22:15:00-04:00,82.25,82.25,82.235,82.25,16,12,1315.88
2021-06-13 22:27:00-04:00,82.285,82.295,82.285,82.295,37,3,3044.705
2021-06-13 22:32:00-04:00,82.285,82.285,82.285,82.285,1,1,82.285
2021-06-13 22:38:00-04:00,82.285,82.285,82.285,82.285,1,1,82.285
2021-06-13 22:46:00-04:00,82.295,82.295,82.295,82.295,1,1,82.295
2021-06-13 22:56:00-04:00,82.295,82.295,82.295,82.295,1,1,82.295
2021-06-13 22:57:00-04:00,82.295,82.295,82.295,82.295,1,1,82.295
2021-06-13 23:04:00-04:00,82.29,82.29,82.29,82.29,1,1,82.29
2021-06-13 23:08:00-04:00,82.28,82.28,82.28,82.28,1,1,82.28
2021-06-13 23:18:00-04:00,82.275,82.275,82.275,82.275,1,1,82.275
2021-06-13 23:25:00-04:00,82.275,82.275,82.275,82.275,56,2,4607.4
2021-06-13 23:30:00-04:00,82.275,82.275,82.275,82.275,3,2,246.825
2021-06-13 23:31:00-04:00,82.275,82.275,82.275,82.275,2,1,164.55
2021-06-13 23:32:00-04:00,82.275,82.275,82.275,82.275,1,1,82.275
2021-06-13 23:33:00-04:00,82.275,82.275,82.27,82.27,118,16,9707.971
2021-06-13 23:34:00-04:00,82.27,82.27,82.27,82.27,4,3,329.08
2021-06-13 23:37:00-04:00,82.265,82.265,82.265,82.265,1,1,82.265
2021-06-13 23:40:00-04:00,82.27,82.27,82.27,82.27,1,1,82.27
2021-06-14 00:08:00-04:00,82.28,82.28,82.28,82.28,1,1,82.28
2021-06-14 00:09:00-04:00,82.29,82.29,82.29,82.29,1,1,82.29
2021-06-14 00:12:00-04:00,82.3,82.3,82.3,82.3,4,1,329.2
2021-06-14 00:19:00-04:00,82.295,82.295,82.295,82.295,1,1,82.295
2021-06-14 01:38:00-04:00,82.305,82.31,82.305,82.31,4,4,329.235
2021-06-14 01:41:00-04:00,82.305,82.305,82.305,82.305,1,1,82.305
