,S N22 Comdty,S N22 Comdty,S N22 Comdty,S N22 Comdty,S N22 Comdty,S N22 Comdty,S N22 Comdty
,open,high,low,close,volume,num_trds,value
2021-10-17 20:00:00-04:00,1250.5,1252.5,1250.5,1252.5,14,6,17516.25
2021-10-17 20:01:00-04:00,1251.0,1251.0,1251.0,1251.0,1,1,1251.0
2021-10-17 20:02:00-04:00,1248.75,1248.75,1248.75,1248.75,1,1,1248.75
2021-10-17 20:15:00-04:00,1248.75,1248.75,1248.75,1248.75,2,1,2497.5
2021-10-17 20:40:00-04:00,1250.75,1250.75,1250.75,1250.75,2,1,2501.5
2021-10-17 20:48:00-04:00,1250.5,1250.5,1250.5,1250.5,2,1,2501.0
2021-10-17 21:02:00-04:00,1249.5,1249.5,1249.5,1249.5,2,2,2499.0
2021-10-17 21:13:00-04:00,1253.0,1253.25,1253.0,1253.25,25,10,31331.0
2021-10-17 21:15:00-04:00,1253.5,1253.5,1253.5,1253.5,1,1,1253.5
2021-10-17 21:27:00-04:00,1253.75,1253.75,1253.75,1253.75,1,1,1253.75
2021-10-17 21:36:00-04:00,1251.5,1251.5,1251.5,1251.5,1,1,1251.5
2021-10-17 21:38:00-04:00,1250.5,1250.5,1250.5,1250.5,1,1,1250.5
2021-10-17 21:58:00-04:00,1248.0,1248.0,1248.0,1248.0,1,1,1248.0
2021-10-17 22:00:00-04:00,1247.25,1248.0,1247.25,1248.0,2,2,2495.25
2021-10-17 22:04:00-04:00,1248.5,1248.5,1248.5,1248.5,1,1,1248.5
2021-10-17 22:08:00-04:00,1248.25,1248.25,1248.0,1248.0,2,2,2496.25
2021-10-17 22:10:00-04:00,1247.75,1247.75,1247.75,1247.75,1,1,1247.75
2021-10-17 22:52:00-04:00,1250.0,1250.0,1250.0,1250.0,1,1,1250.0
2021-10-18 00:31:00-04:00,1249.25,1249.25,1249.25,1249.25,1,1,1249.25
2021-10-18 01:27:00-04:00,1248.0,1248.0,1248.0,1248.0,1,1,1248.0
2021-10-18 01:32:00-04:00,1247.75,1248.0,1247.75,1248.0,3,2,3743.5
2021-10-18 01:33:00-04:00,1249.0,1249.0,1249.0,1249.0,1,1,1249.0
2021-10-18 01:42:00-04:00,1249.0,1249.0,1249.0,1249.0,1,1,1249.0
2021-10-18 01:50:00-04:00,1248.5,1248.5,1248.5,1248.5,1,1,1248.5
2021-10-18 01:56:00-04:00,1250.0,1250.0,1250.0,1250.0,1,1,1250.0
2021-10-18 01:59:00-04:00,1250.25,1250.25,1250.25,1250.25,1,1,1250.25
2021-10-18 02:15:00-04:00,1248.75,1248.75,1248.75,1248.75,1,1,1248.75
2021-10-18 02:59:00-04:00,1250.0,1250.0,1250.0,1250.0,2,1,2500.0
