,S Q22 Comdty,S Q22 Comdty,S Q22 Comdty,S Q22 Comdty,S Q22 Comdty,S Q22 Comdty,S Q22 Comdty
,open,high,low,close,volume,num_trds,value
2021-10-17 20:00:00-04:00,1247.25,1247.25,1247.25,1247.25,1,1,1247.25
2021-10-17 20:01:00-04:00,1247.75,1247.75,1247.75,1247.75,1,1,1247.75
2021-10-18 09:30:00-04:00,1240.25,1240.25,1240.25,1240.25,1,1,1240.25
2021-10-18 09:33:00-04:00,1240.75,1240.75,1240.75,1240.75,1,1,1240.75
2021-10-18 09:37:00-04:00,1240.0,1240.0,1240.0,1240.0,1,1,1240.0
2021-10-18 09:38:00-04:00,1240.75,1240.75,1240.75,1240.75,1,1,1240.75
2021-10-18 09:40:00-04:00,1239.5,1239.5,1239.5,1239.5,1,1,1239.5
2021-10-18 09:42:00-04:00,1242.75,1242.75,1242.75,1242.75,1,1,1242.75
2021-10-18 09:44:00-04:00,1240.0,1240.0,1240.0,1240.0,2,2,2480.0
2021-10-18 10:22:00-04:00,1247.25,1247.25,1247.25,1247.25,1,1,1247.25
2021-10-18 10:24:00-04:00,1247.5,1247.5,1247.5,1247.5,1,1,1247.5
2021-10-18 10:25:00-04:00,1247.5,1247.5,1247.5,1247.5,1,1,1247.5
2021-10-18 10:29:00-04:00,1246.75,1246.75,1246.75,1246.75,1,1,1246.75
2021-10-18 11:04:00-04:00,1249.5,1249.5,1249.5,1249.5,1,1,1249.5
2021-10-18 11:08:00-04:00,1249.75,1249.75,1249.75,1249.75,1,1,1249.75
2021-10-18 12:09:00-04:00,1250.5,1250.5,1250.5,1250.5,2,1,2501.0
2021-10-18 12:25:00-04:00,1251.0,1251.0,1251.0,1251.0,1,1,1251.0
2021-10-18 12:29:00-04:00,1250.75,1250.75,1250.75,1250.75,1,1,1250.75
2021-10-18 12:32:00-04:00,1251.5,1251.75,1251.5,1251.75,4,4,5006.75
2021-10-18 12:38:00-04:00,1251.75,1251.75,1251.75,1251.75,1,1,1251.75
2021-10-18 12:40:00-04:00,1251.5,1251.5,1251.5,1251.5,1,1,1251.5
2021-10-18 12:41:00-04:00,1251.5,1251.75,1251.5,1251.75,4,4,5006.5
2021-10-18 12:44:00-04:00,1251.25,1251.25,1251.25,1251.25,1,1,1251.25
