,ESH24 Index,ESH24 Index,ESH24 Index,ESH24 Index,ESH24 Index,ESH24 Index,ESH24 Index
,open,high,low,close,volume,num_trds,value
2021-07-20 04:45:00-04:00,100.49,100.49,100.49,100.49,3,2,301.47
2021-07-20 09:26:00-04:00,100.52,100.52,100.52,100.52,4,1,402.08
