,ESH22 Index,ESH22 Index,ESH22 Index,ESH22 Index,ESH22 Index,ESH22 Index,ESH22 Index
,open,high,low,close,volume,num_trds,value
2021-07-19 20:17:00-04:00,4245.5,4245.5,4245.5,4245.5,1,1,4245.5
2021-07-19 20:21:00-04:00,4248.0,4248.0,4248.0,4248.0,1,1,4248.0
2021-07-20 03:15:00-04:00,4258.0,4258.0,4258.0,4258.0,1,1,4258.0
2021-07-20 03:58:00-04:00,4256.25,4256.25,4256.25,4256.25,1,1,4256.25
2021-07-20 03:59:00-04:00,4254.75,4254.75,4254.75,4254.75,1,1,4254.75
2021-07-20 04:00:00-04:00,4255.25,4255.25,4255.25,4255.25,1,1,4255.25
2021-07-20 09:25:00-04:00,4243.5,4243.5,4243.5,4243.5,10,6,42435.0
2021-07-20 09:41:00-04:00,4244.0,4244.0,4244.0,4244.0,1,1,4244.0
2021-07-20 09:58:00-04:00,4267.0,4267.0,4267.0,4267.0,1,1,4267.0
2021-07-20 09:59:00-04:00,4270.0,4270.0,4270.0,4270.0,1,1,4270.0
2021-07-20 10:18:00-04:00,4275.0,4275.0,4275.0,4275.0,1,1,4275.0
2021-07-20 10:21:00-04:00,4280.0,4280.0,4280.0,4280.0,1,1,4280.0
2021-07-20 10:30:00-04:00,4277.5,4277.5,4277.5,4277.5,1,1,4277.5
2021-07-20 13:22:00-04:00,4300.0,4300.0,4300.0,4300.0,1,1,4300.0
2021-07-20 14:54:00-04:00,4304.5,4304.5,4304.5,4304.5,1,1,4304.5
2021-07-20 15:12:00-04:00,4306.25,4306.25,4306.25,4306.25,1,1,4306.25
2021-07-20 15:14:00-04:00,4310.0,4310.0,4310.0,4310.0,5,1,21550.0
2021-07-20 15:25:00-04:00,4309.5,4309.5,4309.5,4309.5,5,1,21547.5
