,S U1 Comdty,S U1 Comdty,S U1 Comdty,S U1 Comdty,S U1 Comdty,S U1 Comdty,S U1 Comdty
,open,high,low,close,volume,num_trds,value
2021-09-14 09:35:00-04:00,1283.5,1283.5,1283.5,1283.5,1,1,1283.5
2021-09-14 12:08:00-04:00,1279.0,1279.0,1279.0,1279.0,4,3,5116.0
