,ESZ1 Index,ESZ1 Index,ESZ1 Index,ESZ1 Index,ESZ1 Index,ESZ1 Index,ESZ1 Index
,open,high,low,close,volume,num_trds,value
2021-09-08 18:00:00-04:00,4501.75,4501.75,4501.25,4501.5,13,8,58520.25
2021-09-08 18:01:00-04:00,4501.75,4501.75,4501.75,4501.75,4,4,18007.0
2021-09-08 18:02:00-04:00,4501.25,4501.25,4501.0,4501.0,50,4,225050.25
2021-09-08 18:03:00-04:00,4500.75,4500.75,4500.5,4500.5,2,2,9001.25
2021-09-08 18:05:00-04:00,4501.0,4501.0,4500.75,4500.75,16,7,72013.25
2021-09-08 18:06:00-04:00,4501.0,4501.25,4501.0,4501.25,8,6,36009.25
2021-09-08 18:08:00-04:00,4501.25,4501.5,4501.25,4501.5,10,4,45012.75
2021-09-08 18:09:00-04:00,4501.25,4501.25,4500.25,4501.0,40,7,180024.25
2021-09-08 18:10:00-04:00,4501.0,4501.5,4500.5,4500.5,18,7,81020.0
2021-09-08 18:11:00-04:00,4501.0,4501.0,4501.0,4501.0,1,1,4501.0
2021-09-08 18:14:00-04:00,4500.5,4501.0,4500.5,4501.0,4,3,18002.5
2021-09-08 18:15:00-04:00,4500.5,4500.5,4500.5,4500.5,1,1,4500.5
2021-09-08 18:16:00-04:00,4500.5,4500.5,4500.5,4500.5,8,3,36004.0
2021-09-08 18:18:00-04:00,4501.0,4501.25,4501.0,4501.25,21,4,94522.5
2021-09-08 18:19:00-04:00,4501.25,4501.25,4500.5,4500.75,34,12,153035.25
2021-09-08 18:20:00-04:00,4500.5,4501.0,4500.5,4501.0,5,2,22504.5
2021-09-08 18:21:00-04:00,4500.75,4500.75,4500.5,4500.5,14,4,63007.5
2021-09-08 18:23:00-04:00,4500.75,4500.75,4500.75,4500.75,1,1,4500.75
2021-09-08 18:26:00-04:00,4500.75,4500.75,4500.75,4500.75,41,14,184530.75
2021-09-08 18:27:00-04:00,4500.75,4500.75,4500.75,4500.75,5,3,22503.75
2021-09-08 18:28:00-04:00,4500.5,4500.5,4500.5,4500.5,5,3,22502.5
2021-09-08 18:29:00-04:00,4500.5,4500.5,4500.5,4500.5,2,2,9001.0
2021-09-08 18:30:00-04:00,4500.75,4501.0,4500.25,4500.25,16,7,72010.25
2021-09-08 18:31:00-04:00,4500.25,4500.25,4500.0,4500.0,9,5,40500.5
2021-09-08 18:32:00-04:00,4500.0,4500.0,4499.25,4499.25,15,7,67495.5
2021-09-08 18:33:00-04:00,4499.25,4499.5,4499.25,4499.25,57,19,256469.25
2021-09-08 18:34:00-04:00,4499.25,4499.25,4499.0,4499.0,13,5,58490.0
2021-09-08 18:35:00-04:00,4499.25,4499.5,4499.25,4499.25,8,4,35994.25
2021-09-08 18:36:00-04:00,4499.25,4499.25,4499.25,4499.25,7,6,31494.75
2021-09-08 18:37:00-04:00,4499.25,4499.5,4499.25,4499.5,14,6,62992.5
2021-09-08 18:38:00-04:00,4499.5,4499.5,4499.5,4499.5,1,1,4499.5
2021-09-08 18:39:00-04:00,4499.25,4499.25,4499.25,4499.25,5,4,22496.25
2021-09-08 18:40:00-04:00,4499.25,4499.25,4499.25,4499.25,6,4,26995.5
2021-09-08 18:41:00-04:00,4499.25,4499.25,4499.25,4499.25,2,2,8998.5
2021-09-08 18:42:00-04:00,4499.25,4499.5,4499.25,4499.5,6,4,26996.0
2021-09-08 18:43:00-04:00,4499.5,4499.75,4499.5,4499.5,8,7,35997.5
2021-09-08 18:44:00-04:00,4499.5,4499.5,4499.5,4499.5,2,2,8999.0
2021-09-08 18:45:00-04:00,4499.5,4499.5,4499.5,4499.5,13,5,58493.5
2021-09-08 18:46:00-04:00,4499.25,4499.25,4499.25,4499.25,1,1,4499.25
2021-09-08 18:47:00-04:00,4499.5,4499.5,4499.5,4499.5,3,2,13498.5
2021-09-08 18:48:00-04:00,4499.25,4499.25,4499.25,4499.25,3,1,13497.75
2021-09-08 18:50:00-04:00,4499.5,4499.5,4499.25,4499.25,3,3,13498.25
2021-09-08 18:52:00-04:00,4499.25,4499.25,4499.25,4499.25,2,1,8998.5
2021-09-08 18:53:00-04:00,4499.0,4499.0,4499.0,4499.0,1,1,4499.0
2021-09-08 18:54:00-04:00,4499.0,4499.0,4499.0,4499.0,3,2,13497.0
2021-09-08 18:55:00-04:00,4499.0,4499.0,4499.0,4499.0,1,1,4499.0
2021-09-08 18:56:00-04:00,4498.75,4498.75,4498.75,4498.75,2,2,8997.5
2021-09-08 18:57:00-04:00,4498.25,4498.25,4498.25,4498.25,2,1,8996.5
2021-09-08 18:58:00-04:00,4498.5,4498.75,4498.25,4498.75,7,5,31490.25
2021-09-08 18:59:00-04:00,4498.75,4499.0,4498.75,4498.75,7,3,31491.75
2021-09-08 19:00:00-04:00,4499.0,4499.0,4498.25,4498.25,18,8,80974.25
2021-09-08 19:01:00-04:00,4498.25,4498.25,4498.25,4498.25,2,1,8996.5
2021-09-08 19:03:00-04:00,4498.0,4498.25,4498.0,4498.25,12,7,53976.75
2021-09-08 19:04:00-04:00,4498.25,4498.25,4498.25,4498.25,1,1,4498.25
2021-09-08 19:05:00-04:00,4498.0,4498.0,4498.0,4498.0,1,1,4498.0
2021-09-08 19:06:00-04:00,4498.0,4498.25,4498.0,4498.25,8,3,35985.5
2021-09-08 19:07:00-04:00,4498.0,4498.5,4498.0,4498.25,11,7,49482.0
2021-09-08 19:08:00-04:00,4498.25,4498.25,4498.25,4498.25,2,2,8996.5
