,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy
,open,high,low,close,volume,num_trds,value
2021-07-25 17:01:00-04:00,6.5217,6.523,6.5217,6.522,0,53,0.0
2021-07-25 17:02:00-04:00,6.5223,6.5231,6.5223,6.5231,0,16,0.0
2021-07-25 17:03:00-04:00,6.5233,6.5241,6.5233,6.5241,0,8,0.0
2021-07-25 17:05:00-04:00,6.5245,6.5254,6.523,6.524,0,52,0.0
2021-07-25 17:06:00-04:00,6.524,6.524,6.524,6.524,0,6,0.0
2021-07-25 17:07:00-04:00,6.524,6.524,6.524,6.524,0,4,0.0
2021-07-25 17:12:00-04:00,6.524,6.524,6.524,6.524,0,2,0.0
2021-07-25 17:40:00-04:00,6.5236,6.5242,6.5231,6.5242,0,62,0.0
2021-07-25 17:44:00-04:00,6.5237,6.5237,6.5224,6.5231,0,48,0.0
2021-07-25 17:45:00-04:00,6.5231,6.524,6.5226,6.524,0,96,0.0
2021-07-25 17:47:00-04:00,6.5236,6.5236,6.5227,6.5232,0,28,0.0
2021-07-25 17:48:00-04:00,6.5233,6.5243,6.5228,6.5243,0,82,0.0
2021-07-25 17:49:00-04:00,6.5237,6.5239,6.5229,6.5239,0,20,0.0
2021-07-25 17:50:00-04:00,6.5236,6.5238,6.523,6.5238,0,36,0.0
2021-07-25 17:51:00-04:00,6.5235,6.5239,6.5222,6.5232,0,210,0.0
2021-07-25 17:52:00-04:00,6.5231,6.5243,6.5231,6.5243,0,52,0.0
2021-07-25 17:53:00-04:00,6.5237,6.5239,6.5228,6.5239,0,20,0.0
2021-07-25 18:00:00-04:00,6.5235,6.5239,6.5231,6.5239,0,22,0.0
2021-07-25 18:01:00-04:00,6.5239,6.5239,6.5233,6.5239,0,36,0.0
2021-07-25 18:02:00-04:00,6.5239,6.5248,6.5239,6.5248,0,20,0.0
2021-07-25 18:03:00-04:00,6.5246,6.5247,6.5238,6.5245,0,46,0.0
2021-07-25 18:04:00-04:00,6.5243,6.5244,6.5239,6.5244,0,10,0.0
2021-07-25 18:05:00-04:00,6.5241,6.5248,6.5237,6.5237,0,26,0.0
2021-07-25 18:06:00-04:00,6.5238,6.5248,6.5237,6.5246,0,28,0.0
2021-07-25 18:07:00-04:00,6.5249,6.5253,6.524,6.5252,0,12,0.0
2021-07-25 18:08:00-04:00,6.5248,6.5252,6.5239,6.5252,0,12,0.0
2021-07-25 18:09:00-04:00,6.5253,6.5255,6.5252,6.5252,0,4,0.0
2021-07-25 18:10:00-04:00,6.5251,6.5257,6.525,6.525,0,10,0.0
2021-07-25 18:11:00-04:00,6.525,6.5252,6.525,6.525,0,36,0.0
2021-07-25 18:13:00-04:00,6.525,6.5254,6.525,6.525,0,18,0.0
2021-07-25 18:14:00-04:00,6.5252,6.5254,6.525,6.525,0,18,0.0
2021-07-25 18:15:00-04:00,6.525,6.525,6.525,6.525,0,6,0.0
2021-07-25 18:16:00-04:00,6.5253,6.5255,6.5253,6.5255,0,2,0.0
2021-07-25 18:21:00-04:00,6.5257,6.5259,6.5255,6.5255,0,6,0.0
2021-07-25 19:38:00-04:00,6.526,6.5265,6.526,6.5265,0,2,0.0
2021-07-25 19:39:00-04:00,6.5265,6.527,6.5265,6.527,0,20,0.0
2021-07-25 19:51:00-04:00,6.5265,6.5265,6.5259,6.5259,0,2,0.0
2021-07-25 20:00:00-04:00,6.5262,6.5265,6.5262,6.5265,0,2,0.0
2021-07-25 20:01:00-04:00,6.5262,6.5262,6.5252,6.5252,0,8,0.0
2021-07-25 20:02:00-04:00,6.5252,6.5259,6.5252,6.5259,0,6,0.0
2021-07-25 20:03:00-04:00,6.5259,6.5285,6.5259,6.5285,0,16,0.0
2021-07-25 20:05:00-04:00,6.5276,6.5276,6.5264,6.5266,0,8,0.0
2021-07-25 20:06:00-04:00,6.5266,6.5268,6.5266,6.5268,0,4,0.0
2021-07-25 20:07:00-04:00,6.5268,6.5268,6.5268,6.5268,0,6,0.0
2021-07-25 20:08:00-04:00,6.5268,6.5268,6.5268,6.5268,0,2,0.0
2021-07-25 20:09:00-04:00,6.5268,6.5268,6.5265,6.5265,0,4,0.0
2021-07-25 20:10:00-04:00,6.5265,6.5265,6.5265,6.5265,0,8,0.0
2021-07-25 20:11:00-04:00,6.5266,6.5267,6.5266,6.5267,0,24,0.0
2021-07-25 20:12:00-04:00,6.5267,6.5267,6.5265,6.5265,0,8,0.0
2021-07-25 20:15:00-04:00,6.5265,6.5265,6.5265,6.5265,0,6,0.0
2021-07-25 20:16:00-04:00,6.5265,6.5265,6.5265,6.5265,0,10,0.0
2021-07-25 20:17:00-04:00,6.5265,6.5265,6.5265,6.5265,0,2,0.0
2021-07-25 20:18:00-04:00,6.5273,6.5285,6.5273,6.5281,0,10,0.0
2021-07-25 20:19:00-04:00,6.5281,6.5283,6.5279,6.528,0,14,0.0
2021-07-25 20:20:00-04:00,6.5279,6.5287,6.5279,6.5287,0,14,0.0
2021-07-25 20:21:00-04:00,6.5287,6.5287,6.5281,6.5286,0,10,0.0
2021-07-25 20:22:00-04:00,6.5286,6.5286,6.5284,6.5285,0,8,0.0
2021-07-25 20:23:00-04:00,6.5285,6.5285,6.5285,6.5285,0,2,0.0
2021-07-25 20:24:00-04:00,6.5285,6.5287,6.5285,6.5287,0,4,0.0
2021-07-25 20:25:00-04:00,6.5287,6.5287,6.5275,6.5275,0,16,0.0
2021-07-25 20:26:00-04:00,6.5275,6.5275,6.5275,6.5275,0,2,0.0
