,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy
,open,high,low,close,volume,num_trds,value
2021-09-30 17:00:00-04:00,6.4997,6.4997,6.4986,6.499,0,37,0.0
2021-09-30 17:01:00-04:00,6.499,6.5001,6.4989,6.4989,0,22,0.0
2021-09-30 17:02:00-04:00,6.4989,6.4997,6.4985,6.4985,0,40,0.0
2021-09-30 17:03:00-04:00,6.4985,6.4985,6.4985,6.4985,0,10,0.0
2021-09-30 17:04:00-04:00,6.4985,6.499,6.4985,6.499,0,52,0.0
2021-09-30 17:05:00-04:00,6.499,6.4994,6.4985,6.4985,0,22,0.0
2021-09-30 17:06:00-04:00,6.4985,6.4996,6.4982,6.499,0,80,0.0
2021-09-30 17:07:00-04:00,6.499,6.499,6.499,6.499,0,6,0.0
2021-09-30 17:08:00-04:00,6.499,6.4995,6.4989,6.4993,0,47,0.0
2021-09-30 17:09:00-04:00,6.4993,6.4993,6.4993,6.4993,0,14,0.0
2021-09-30 17:10:00-04:00,6.4993,6.4999,6.4993,6.4993,0,24,0.0
2021-09-30 17:11:00-04:00,6.4993,6.4999,6.4992,6.4993,0,44,0.0
2021-09-30 17:12:00-04:00,6.4993,6.4999,6.4993,6.4995,0,44,0.0
2021-09-30 17:13:00-04:00,6.4995,6.4995,6.4995,6.4995,0,6,0.0
2021-09-30 17:14:00-04:00,6.4995,6.4999,6.499,6.499,0,56,0.0
2021-09-30 17:15:00-04:00,6.499,6.5002,6.499,6.5001,0,40,0.0
2021-09-30 17:16:00-04:00,6.5001,6.5021,6.5001,6.502,0,140,0.0
2021-09-30 17:17:00-04:00,6.5019,6.5019,6.5009,6.5019,0,92,0.0
2021-09-30 17:18:00-04:00,6.5017,6.502,6.5008,6.501,0,142,0.0
2021-09-30 17:19:00-04:00,6.501,6.5018,6.5009,6.5009,0,132,0.0
2021-09-30 17:20:00-04:00,6.5011,6.5019,6.5009,6.5014,0,150,0.0
2021-09-30 17:21:00-04:00,6.5013,6.502,6.5012,6.502,0,112,0.0
2021-09-30 17:22:00-04:00,6.5018,6.5019,6.5007,6.5016,0,130,0.0
2021-09-30 17:23:00-04:00,6.5016,6.5018,6.5008,6.5009,0,118,0.0
2021-09-30 17:24:00-04:00,6.501,6.5022,6.5007,6.501,0,142,0.0
2021-09-30 17:25:00-04:00,6.5011,6.5024,6.5009,6.5015,0,174,0.0
2021-09-30 17:26:00-04:00,6.5013,6.5021,6.5007,6.501,0,133,0.0
2021-09-30 17:27:00-04:00,6.5011,6.5025,6.5008,6.5015,0,112,0.0
2021-09-30 17:28:00-04:00,6.5016,6.5022,6.5012,6.5019,0,92,0.0
2021-09-30 17:29:00-04:00,6.5018,6.5022,6.5008,6.5008,0,92,0.0
2021-09-30 17:30:00-04:00,6.501,6.502,6.5009,6.5012,0,90,0.0
2021-09-30 17:31:00-04:00,6.5014,6.5026,6.5011,6.5014,0,86,0.0
2021-09-30 17:32:00-04:00,6.5017,6.5027,6.5015,6.5016,0,28,0.0
2021-09-30 17:33:00-04:00,6.5016,6.5027,6.5012,6.5013,0,88,0.0
2021-09-30 17:34:00-04:00,6.5013,6.5027,6.5011,6.5012,0,110,0.0
