,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy
,open,high,low,close,volume,num_trds,value
2021-08-26 17:00:00-04:00,6.531,6.531,6.531,6.531,0,5,0.0
2021-08-26 17:01:00-04:00,6.531,6.531,6.5303,6.5303,0,14,0.0
2021-08-26 17:02:00-04:00,6.5303,6.5313,6.5303,6.5303,0,32,0.0
2021-08-26 17:03:00-04:00,6.5302,6.5304,6.53,6.5304,0,10,0.0
2021-08-26 17:04:00-04:00,6.5308,6.5313,6.5304,6.5304,0,32,0.0
2021-08-26 17:05:00-04:00,6.5304,6.5305,6.5304,6.5305,0,34,0.0
2021-08-26 17:06:00-04:00,6.5305,6.5306,6.5304,6.5306,0,22,0.0
2021-08-26 17:07:00-04:00,6.5306,6.5306,6.5303,6.5303,0,30,0.0
2021-08-26 17:08:00-04:00,6.5303,6.5303,6.5303,6.5303,0,99,0.0
2021-08-26 17:09:00-04:00,6.5303,6.5303,6.5295,6.5295,0,184,0.0
2021-08-26 17:10:00-04:00,6.5296,6.5301,6.5295,6.5296,0,192,0.0
2021-08-26 17:11:00-04:00,6.5296,6.5297,6.5291,6.5293,0,109,0.0
2021-08-26 17:12:00-04:00,6.5294,6.5303,6.5294,6.53,0,32,0.0
2021-08-26 17:13:00-04:00,6.5301,6.5303,6.5299,6.5299,0,38,0.0
2021-08-26 17:14:00-04:00,6.5299,6.5301,6.5295,6.5295,0,98,0.0
2021-08-26 17:15:00-04:00,6.5295,6.5301,6.5287,6.5288,0,102,0.0
2021-08-26 17:16:00-04:00,6.5288,6.5297,6.5286,6.5292,0,134,0.0
2021-08-26 17:17:00-04:00,6.5292,6.5293,6.5287,6.529,0,102,0.0
2021-08-26 17:18:00-04:00,6.529,6.529,6.5285,6.5285,0,84,0.0
2021-08-26 17:19:00-04:00,6.5285,6.5287,6.5279,6.5284,0,187,0.0
2021-08-26 17:20:00-04:00,6.5284,6.5292,6.528,6.5284,0,86,0.0
2021-08-26 17:21:00-04:00,6.5284,6.5287,6.5282,6.5282,0,108,0.0
2021-08-26 17:22:00-04:00,6.5282,6.5287,6.5281,6.5285,0,168,0.0
2021-08-26 17:23:00-04:00,6.5285,6.5289,6.5283,6.5289,0,103,0.0
2021-08-26 17:24:00-04:00,6.5291,6.5294,6.5291,6.5294,0,8,0.0
2021-08-26 17:25:00-04:00,6.5294,6.5294,6.5289,6.5289,0,24,0.0
2021-08-26 17:27:00-04:00,6.5291,6.5294,6.5289,6.5289,0,26,0.0
2021-08-26 17:28:00-04:00,6.5289,6.5289,6.5289,6.5289,0,28,0.0
2021-08-26 17:29:00-04:00,6.5291,6.5294,6.5288,6.5294,0,34,0.0
2021-08-26 17:30:00-04:00,6.5294,6.5297,6.5294,6.5297,0,52,0.0
