,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy
,open,high,low,close,volume,num_trds,value
2021-07-27 17:00:00-04:00,6.5782,6.5784,6.5771,6.5771,0,51,0.0
2021-07-27 17:01:00-04:00,6.5771,6.5775,6.577,6.5775,0,42,0.0
2021-07-27 17:02:00-04:00,6.5774,6.5774,6.5766,6.5769,0,63,0.0
2021-07-27 17:03:00-04:00,6.5768,6.5769,6.5768,6.5769,0,20,0.0
2021-07-27 17:04:00-04:00,6.5767,6.5769,6.5765,6.5769,0,36,0.0
2021-07-27 17:05:00-04:00,6.5768,6.5769,6.5766,6.5769,0,16,0.0
2021-07-27 17:06:00-04:00,6.5767,6.5769,6.5765,6.5769,0,64,0.0
2021-07-27 17:07:00-04:00,6.577,6.5771,6.577,6.5771,0,2,0.0
2021-07-27 17:08:00-04:00,6.577,6.5771,6.577,6.5771,0,2,0.0
2021-07-27 17:09:00-04:00,6.5768,6.5771,6.5764,6.5771,0,40,0.0
2021-07-27 17:10:00-04:00,6.5771,6.5771,6.5771,6.5771,0,4,0.0
2021-07-27 17:11:00-04:00,6.5768,6.577,6.5765,6.5767,0,28,0.0
2021-07-27 17:12:00-04:00,6.5767,6.5767,6.5761,6.5762,0,50,0.0
2021-07-27 17:13:00-04:00,6.5762,6.5762,6.5762,6.5762,0,20,0.0
2021-07-27 17:14:00-04:00,6.5762,6.5762,6.576,6.5762,0,120,0.0
2021-07-27 17:15:00-04:00,6.5764,6.5766,6.5763,6.5764,0,14,0.0
2021-07-27 17:16:00-04:00,6.5764,6.5767,6.5763,6.5767,0,50,0.0
2021-07-27 17:17:00-04:00,6.5767,6.577,6.5767,6.577,0,8,0.0
2021-07-27 17:18:00-04:00,6.577,6.5772,6.5768,6.5771,0,121,0.0
2021-07-27 17:19:00-04:00,6.5771,6.5772,6.5768,6.5769,0,78,0.0
2021-07-27 17:20:00-04:00,6.5769,6.5773,6.5767,6.5768,0,120,0.0
2021-07-27 17:21:00-04:00,6.5769,6.5771,6.5765,6.5767,0,74,0.0
2021-07-27 17:22:00-04:00,6.5767,6.577,6.5766,6.5768,0,84,0.0
2021-07-27 17:23:00-04:00,6.5768,6.5771,6.5767,6.5769,0,98,0.0
2021-07-27 17:24:00-04:00,6.5769,6.5769,6.5765,6.5768,0,100,0.0
2021-07-27 17:25:00-04:00,6.5768,6.5771,6.5765,6.5766,0,142,0.0
2021-07-27 17:26:00-04:00,6.5768,6.5771,6.5767,6.5769,0,100,0.0
2021-07-27 17:27:00-04:00,6.5769,6.5771,6.5766,6.5767,0,95,0.0
2021-07-27 17:28:00-04:00,6.5767,6.577,6.5767,6.5769,0,30,0.0
2021-07-27 17:29:00-04:00,6.5777,6.5791,6.5777,6.5782,0,73,0.0
2021-07-27 17:30:00-04:00,6.5782,6.5782,6.5767,6.5769,0,70,0.0
2021-07-27 17:34:00-04:00,6.5769,6.5789,6.5767,6.5785,0,56,0.0
2021-07-27 17:35:00-04:00,6.5785,6.5793,6.5783,6.5784,0,78,0.0
2021-07-27 17:36:00-04:00,6.5784,6.5788,6.5784,6.5786,0,40,0.0
2021-07-27 17:38:00-04:00,6.5783,6.5792,6.5776,6.5782,0,90,0.0
2021-07-27 17:39:00-04:00,6.5782,6.579,6.578,6.5785,0,90,0.0
2021-07-27 17:40:00-04:00,6.5786,6.579,6.5782,6.5783,0,74,0.0
2021-07-27 17:41:00-04:00,6.5783,6.5791,6.5782,6.5787,0,114,0.0
2021-07-27 17:42:00-04:00,6.5787,6.579,6.5778,6.5778,0,156,0.0
2021-07-27 17:43:00-04:00,6.5778,6.5792,6.5778,6.5787,0,64,0.0
2021-07-27 17:44:00-04:00,6.5786,6.5793,6.5784,6.5784,0,48,0.0
2021-07-27 17:45:00-04:00,6.5784,6.579,6.5781,6.5781,0,66,0.0
2021-07-27 17:46:00-04:00,6.5781,6.579,6.5781,6.5783,0,92,0.0
2021-07-27 17:47:00-04:00,6.5783,6.5789,6.5783,6.5783,0,46,0.0
2021-07-27 17:48:00-04:00,6.5784,6.5794,6.5776,6.5777,0,92,0.0
2021-07-27 17:49:00-04:00,6.5778,6.5785,6.5775,6.5784,0,64,0.0
2021-07-27 17:50:00-04:00,6.5784,6.5788,6.5782,6.5783,0,28,0.0
2021-07-27 17:51:00-04:00,6.5783,6.5783,6.5767,6.577,0,44,0.0
2021-07-27 17:52:00-04:00,6.5769,6.5773,6.5767,6.5771,0,104,0.0
