,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy
,open,high,low,close,volume,num_trds,value
2021-05-19 17:00:00-04:00,6.4867,6.4867,6.4867,6.4867,0,3,0.0
2021-05-19 17:01:00-04:00,6.4867,6.4867,6.4867,6.4867,0,4,0.0
2021-05-19 17:02:00-04:00,6.4869,6.4879,6.4869,6.4876,0,14,0.0
2021-05-19 17:04:00-04:00,6.4873,6.4873,6.4869,6.4869,0,20,0.0
2021-05-19 17:08:00-04:00,6.4869,6.4869,6.4869,6.4869,0,4,0.0
2021-05-19 17:09:00-04:00,6.4869,6.4876,6.4869,6.4869,0,20,0.0
2021-05-19 17:10:00-04:00,6.4869,6.4869,6.4869,6.4869,0,2,0.0
2021-05-19 17:11:00-04:00,6.4869,6.4878,6.4869,6.4878,0,10,0.0
2021-05-19 17:13:00-04:00,6.4878,6.4879,6.4878,6.4879,0,2,0.0
2021-05-19 17:19:00-04:00,6.4879,6.4884,6.4879,6.4884,0,4,0.0
2021-05-19 17:20:00-04:00,6.4884,6.4884,6.4884,6.4884,0,4,0.0
2021-05-19 17:37:00-04:00,6.4882,6.4882,6.4879,6.4879,0,6,0.0
2021-05-19 17:38:00-04:00,6.4879,6.4884,6.4878,6.4878,0,18,0.0
2021-05-19 17:40:00-04:00,6.4878,6.4888,6.4878,6.4882,0,12,0.0
2021-05-19 17:41:00-04:00,6.4882,6.4882,6.4876,6.4876,0,14,0.0
2021-05-19 17:43:00-04:00,6.4876,6.4876,6.4876,6.4876,0,2,0.0
2021-05-19 17:44:00-04:00,6.4876,6.4876,6.4876,6.4876,0,2,0.0
2021-05-19 17:45:00-04:00,6.4864,6.4864,6.483,6.4832,0,14,0.0
2021-05-19 17:46:00-04:00,6.4832,6.4832,6.4832,6.4832,0,4,0.0
2021-05-19 17:47:00-04:00,6.4832,6.4842,6.4832,6.4842,0,20,0.0
2021-05-19 17:48:00-04:00,6.4842,6.4847,6.4842,6.4847,0,6,0.0
2021-05-19 17:51:00-04:00,6.4847,6.4847,6.4842,6.4842,0,6,0.0
2021-05-19 17:53:00-04:00,6.4842,6.4847,6.4842,6.4847,0,10,0.0
2021-05-19 17:54:00-04:00,6.4847,6.4847,6.4847,6.4847,0,4,0.0
2021-05-19 17:55:00-04:00,6.4844,6.4844,6.4842,6.4842,0,4,0.0
2021-05-19 17:59:00-04:00,6.4842,6.4842,6.4842,6.4842,0,2,0.0
2021-05-19 18:00:00-04:00,6.4842,6.4842,6.4842,6.4842,0,78,0.0
2021-05-19 18:01:00-04:00,6.4836,6.4836,6.482,6.482,0,14,0.0
2021-05-19 18:07:00-04:00,6.4822,6.4822,6.4815,6.4815,0,6,0.0
2021-05-19 18:08:00-04:00,6.4823,6.4832,6.4823,6.4832,0,2,0.0
2021-05-19 18:09:00-04:00,6.4839,6.4848,6.4839,6.4848,0,2,0.0
2021-05-19 18:11:00-04:00,6.4853,6.486,6.4853,6.486,0,4,0.0
2021-05-19 18:17:00-04:00,6.486,6.4861,6.486,6.4861,0,2,0.0
2021-05-19 18:36:00-04:00,6.484,6.484,6.482,6.4825,0,12,0.0
2021-05-19 18:37:00-04:00,6.4825,6.4825,6.4825,6.4825,0,8,0.0
2021-05-19 18:38:00-04:00,6.4827,6.483,6.4827,6.483,0,6,0.0
2021-05-19 18:39:00-04:00,6.483,6.483,6.483,6.483,0,2,0.0
2021-05-19 18:40:00-04:00,6.4832,6.4835,6.4832,6.4835,0,6,0.0
2021-05-19 18:48:00-04:00,6.4835,6.4835,6.483,6.4835,0,14,0.0
2021-05-19 18:49:00-04:00,6.4835,6.4835,6.4835,6.4835,0,2,0.0
2021-05-19 18:51:00-04:00,6.4835,6.4835,6.4835,6.4835,0,2,0.0
2021-05-19 18:52:00-04:00,6.4835,6.4835,6.483,6.4835,0,10,0.0
2021-05-19 18:58:00-04:00,6.4835,6.4835,6.4835,6.4835,0,2,0.0
2021-05-19 19:00:00-04:00,6.4835,6.4835,6.4835,6.4835,0,2,0.0
2021-05-19 19:01:00-04:00,6.4835,6.484,6.4835,6.484,0,6,0.0
2021-05-19 19:02:00-04:00,6.4838,6.484,6.4835,6.4835,0,12,0.0
2021-05-19 19:29:00-04:00,6.4833,6.4833,6.483,6.483,0,2,0.0
2021-05-19 19:38:00-04:00,6.483,6.483,6.483,6.483,0,2,0.0
2021-05-19 19:40:00-04:00,6.4831,6.4835,6.4831,6.4835,0,4,0.0
2021-05-19 19:41:00-04:00,6.4835,6.4835,6.4835,6.4835,0,2,0.0
2021-05-19 19:43:00-04:00,6.4835,6.4835,6.4832,6.4832,0,4,0.0
2021-05-19 19:44:00-04:00,6.4831,6.4831,6.483,6.483,0,2,0.0
2021-05-19 19:55:00-04:00,6.483,6.483,6.483,6.483,0,2,0.0
2021-05-19 19:56:00-04:00,6.483,6.483,6.483,6.483,0,2,0.0
2021-05-19 19:58:00-04:00,6.483,6.483,6.483,6.483,0,2,0.0
