,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy
,open,high,low,close,volume,num_trds,value
2021-05-23 17:01:00-04:00,6.4786,6.4792,6.4773,6.4791,0,155,0.0
2021-05-23 17:02:00-04:00,6.4791,6.4791,6.4787,6.4787,0,16,0.0
2021-05-23 18:09:00-04:00,6.4787,6.479,6.4787,6.479,0,2,0.0
2021-05-23 18:15:00-04:00,6.4794,6.4812,6.4794,6.4806,0,30,0.0
2021-05-23 18:16:00-04:00,6.4803,6.4803,6.479,6.479,0,8,0.0
2021-05-23 18:20:00-04:00,6.4791,6.4792,6.4791,6.4792,0,2,0.0
2021-05-23 18:46:00-04:00,6.4791,6.4791,6.4783,6.4788,0,22,0.0
2021-05-23 18:47:00-04:00,6.4788,6.4788,6.4783,6.4783,0,22,0.0
2021-05-23 18:48:00-04:00,6.4783,6.4783,6.4783,6.4783,0,16,0.0
2021-05-23 18:49:00-04:00,6.4783,6.4783,6.4783,6.4783,0,6,0.0
2021-05-23 18:50:00-04:00,6.4783,6.4788,6.4783,6.4783,0,16,0.0
2021-05-23 18:51:00-04:00,6.4785,6.4788,6.4785,6.4788,0,4,0.0
2021-05-23 18:59:00-04:00,6.4788,6.4788,6.4788,6.4788,0,4,0.0
2021-05-23 19:00:00-04:00,6.4788,6.4788,6.4788,6.4788,0,10,0.0
2021-05-23 19:01:00-04:00,6.479,6.4793,6.4788,6.4788,0,10,0.0
2021-05-23 19:05:00-04:00,6.4789,6.479,6.4789,6.479,0,4,0.0
2021-05-23 19:06:00-04:00,6.4791,6.4793,6.4791,6.4793,0,4,0.0
2021-05-23 19:07:00-04:00,6.4792,6.4792,6.479,6.479,0,8,0.0
2021-05-23 19:08:00-04:00,6.479,6.479,6.479,6.479,0,2,0.0
2021-05-23 19:38:00-04:00,6.4786,6.4786,6.4783,6.4783,0,2,0.0
2021-05-23 19:47:00-04:00,6.4785,6.4787,6.4785,6.4787,0,4,0.0
2021-05-23 19:48:00-04:00,6.4788,6.479,6.4788,6.479,0,4,0.0
2021-05-23 19:49:00-04:00,6.479,6.479,6.4787,6.4787,0,4,0.0
2021-05-23 19:50:00-04:00,6.4787,6.4787,6.4784,6.4784,0,4,0.0
2021-05-23 19:59:00-04:00,6.4781,6.4781,6.4773,6.4773,0,4,0.0
2021-05-23 20:00:00-04:00,6.4777,6.4782,6.4773,6.4773,0,8,0.0
2021-05-23 20:01:00-04:00,6.4773,6.4778,6.4773,6.4778,0,6,0.0
2021-05-23 20:02:00-04:00,6.4778,6.4778,6.4778,6.4778,0,2,0.0
2021-05-23 20:03:00-04:00,6.4778,6.4778,6.4778,6.4778,0,6,0.0
2021-05-23 20:04:00-04:00,6.4779,6.4783,6.4779,6.4783,0,8,0.0
2021-05-23 20:05:00-04:00,6.4783,6.4783,6.4778,6.4778,0,8,0.0
2021-05-23 20:06:00-04:00,6.4778,6.4778,6.4778,6.4778,0,4,0.0
2021-05-23 20:07:00-04:00,6.4778,6.4778,6.4778,6.4778,0,4,0.0
2021-05-23 20:08:00-04:00,6.4779,6.4783,6.4779,6.4783,0,6,0.0
2021-05-23 20:09:00-04:00,6.4783,6.4783,6.4783,6.4783,0,4,0.0
2021-05-23 20:10:00-04:00,6.4783,6.4783,6.4778,6.4778,0,16,0.0
2021-05-23 20:11:00-04:00,6.4778,6.4778,6.4773,6.4773,0,6,0.0
2021-05-23 20:12:00-04:00,6.4773,6.4773,6.4773,6.4773,0,2,0.0
2021-05-23 20:13:00-04:00,6.4773,6.4773,6.4768,6.4768,0,6,0.0
2021-05-23 20:14:00-04:00,6.4768,6.4768,6.4768,6.4768,0,2,0.0
2021-05-23 20:15:00-04:00,6.4768,6.4768,6.4768,6.4768,0,2,0.0
