,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy
,open,high,low,close,volume,num_trds,value
2021-05-11 17:00:00-04:00,6.4749,6.4749,6.4748,6.4748,0,19,0.0
2021-05-11 17:01:00-04:00,6.4748,6.4748,6.4746,6.4746,0,6,0.0
2021-05-11 17:02:00-04:00,6.4746,6.4747,6.4746,6.4746,0,22,0.0
2021-05-11 17:03:00-04:00,6.4747,6.4754,6.4743,6.4743,0,70,0.0
2021-05-11 17:04:00-04:00,6.4743,6.4748,6.4742,6.4742,0,52,0.0
2021-05-11 17:05:00-04:00,6.4742,6.4748,6.4741,6.4741,0,40,0.0
2021-05-11 17:07:00-04:00,6.474,6.4743,6.4738,6.4743,0,41,0.0
2021-05-11 17:08:00-04:00,6.4743,6.4745,6.4741,6.4745,0,38,0.0
2021-05-11 17:09:00-04:00,6.4745,6.4746,6.4735,6.4735,0,56,0.0
2021-05-11 17:10:00-04:00,6.4736,6.4747,6.4736,6.4747,0,108,0.0
2021-05-11 17:11:00-04:00,6.4745,6.4747,6.4731,6.4747,0,66,0.0
2021-05-11 17:12:00-04:00,6.4744,6.4747,6.4738,6.4743,0,100,0.0
2021-05-11 17:13:00-04:00,6.4743,6.4747,6.4742,6.4745,0,78,0.0
2021-05-11 17:14:00-04:00,6.4745,6.4748,6.4745,6.4748,0,26,0.0
2021-05-11 17:15:00-04:00,6.4747,6.4749,6.4739,6.4743,0,88,0.0
2021-05-11 17:16:00-04:00,6.4742,6.4752,6.474,6.4749,0,86,0.0
2021-05-11 17:17:00-04:00,6.4749,6.4749,6.4749,6.4749,0,50,0.0
2021-05-11 17:18:00-04:00,6.4749,6.4749,6.4736,6.4746,0,134,0.0
2021-05-11 17:19:00-04:00,6.4746,6.4746,6.4745,6.4746,0,86,0.0
2021-05-11 17:20:00-04:00,6.4746,6.4748,6.4746,6.4748,0,28,0.0
2021-05-11 17:21:00-04:00,6.4748,6.4748,6.4748,6.4748,0,18,0.0
2021-05-11 17:22:00-04:00,6.4748,6.4748,6.4748,6.4748,0,64,0.0
2021-05-11 17:23:00-04:00,6.4748,6.4748,6.4747,6.4748,0,80,0.0
2021-05-11 17:24:00-04:00,6.475,6.4752,6.4744,6.4744,0,16,0.0
2021-05-11 17:25:00-04:00,6.4744,6.475,6.4742,6.475,0,86,0.0
2021-05-11 17:26:00-04:00,6.475,6.4751,6.4747,6.4748,0,32,0.0
2021-05-11 17:27:00-04:00,6.4748,6.4748,6.4748,6.4748,0,12,0.0
2021-05-11 17:29:00-04:00,6.4745,6.4748,6.4741,6.4748,0,30,0.0
2021-05-11 17:30:00-04:00,6.4747,6.4754,6.4747,6.475,0,100,0.0
2021-05-11 17:31:00-04:00,6.475,6.4754,6.475,6.4754,0,18,0.0
2021-05-11 17:32:00-04:00,6.4752,6.4754,6.475,6.4754,0,32,0.0
2021-05-11 17:33:00-04:00,6.4752,6.4754,6.475,6.4754,0,22,0.0
