,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy
,open,high,low,close,volume,num_trds,value
2021-07-25 15:02:00-04:00,6.5278,6.5282,6.5265,6.5267,0,43,0.0
2021-07-25 15:03:00-04:00,6.527,6.5279,6.5265,6.5272,0,86,0.0
2021-07-25 15:04:00-04:00,6.5272,6.5272,6.526,6.5268,0,32,0.0
2021-07-25 15:05:00-04:00,6.5268,6.5273,6.5262,6.5272,0,154,0.0
2021-07-25 15:06:00-04:00,6.5271,6.5271,6.5262,6.5268,0,42,0.0
2021-07-25 15:07:00-04:00,6.5269,6.528,6.5266,6.5266,0,74,0.0
2021-07-25 15:08:00-04:00,6.5263,6.5278,6.5261,6.5278,0,94,0.0
2021-07-25 15:09:00-04:00,6.5277,6.5277,6.5261,6.527,0,60,0.0
2021-07-25 15:10:00-04:00,6.527,6.5276,6.5253,6.5261,0,102,0.0
2021-07-25 15:11:00-04:00,6.5262,6.5271,6.5261,6.5261,0,44,0.0
2021-07-25 15:12:00-04:00,6.5264,6.5271,6.5258,6.5261,0,44,0.0
2021-07-25 15:13:00-04:00,6.5263,6.5268,6.5259,6.526,0,46,0.0
2021-07-25 15:14:00-04:00,6.526,6.5273,6.526,6.5273,0,46,0.0
2021-07-25 15:15:00-04:00,6.5273,6.5283,6.5263,6.5263,0,60,0.0
2021-07-25 15:16:00-04:00,6.5265,6.527,6.5265,6.527,0,8,0.0
2021-07-25 15:17:00-04:00,6.5269,6.5273,6.5263,6.5265,0,72,0.0
2021-07-25 15:18:00-04:00,6.5265,6.5265,6.5254,6.5256,0,42,0.0
2021-07-25 15:19:00-04:00,6.5257,6.5268,6.5255,6.5268,0,88,0.0
2021-07-25 15:20:00-04:00,6.5266,6.5266,6.526,6.526,0,8,0.0
2021-07-25 15:21:00-04:00,6.5263,6.5269,6.526,6.526,0,28,0.0
2021-07-25 15:22:00-04:00,6.5261,6.5271,6.5256,6.5264,0,86,0.0
2021-07-25 15:23:00-04:00,6.5264,6.527,6.526,6.526,0,76,0.0
2021-07-25 15:24:00-04:00,6.5263,6.5271,6.526,6.5261,0,44,0.0
2021-07-25 15:25:00-04:00,6.5262,6.5269,6.5258,6.5268,0,62,0.0
2021-07-25 15:26:00-04:00,6.5268,6.5272,6.5258,6.5272,0,68,0.0
