,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy
,open,high,low,close,volume,num_trds,value
2021-09-01 17:00:00-04:00,6.501,6.501,6.5003,6.5003,0,23,0.0
2021-09-01 17:01:00-04:00,6.5006,6.5011,6.5003,6.5003,0,102,0.0
2021-09-01 17:02:00-04:00,6.5003,6.5008,6.5003,6.5008,0,86,0.0
2021-09-01 17:03:00-04:00,6.5005,6.5007,6.5002,6.5006,0,36,0.0
2021-09-01 17:04:00-04:00,6.5006,6.5007,6.5002,6.5007,0,17,0.0
2021-09-01 17:05:00-04:00,6.5007,6.5007,6.5007,6.5007,0,2,0.0
2021-09-01 17:06:00-04:00,6.5007,6.5008,6.5002,6.5008,0,16,0.0
2021-09-01 17:07:00-04:00,6.5009,6.5009,6.5005,6.5006,0,36,0.0
2021-09-01 17:08:00-04:00,6.5007,6.5009,6.5005,6.5006,0,38,0.0
2021-09-01 17:09:00-04:00,6.5005,6.5006,6.5005,6.5006,0,24,0.0
2021-09-01 17:10:00-04:00,6.5005,6.5006,6.5005,6.5006,0,6,0.0
2021-09-01 17:11:00-04:00,6.5008,6.5011,6.5006,6.5006,0,16,0.0
2021-09-01 17:12:00-04:00,6.5006,6.5006,6.5005,6.5006,0,16,0.0
2021-09-01 17:13:00-04:00,6.5005,6.5006,6.5005,6.5006,0,8,0.0
2021-09-01 17:14:00-04:00,6.5005,6.5007,6.5005,6.5007,0,28,0.0
2021-09-01 17:15:00-04:00,6.5007,6.5007,6.5005,6.5007,0,56,0.0
2021-09-01 17:16:00-04:00,6.5007,6.5009,6.5005,6.5009,0,42,0.0
2021-09-01 17:17:00-04:00,6.5008,6.5009,6.5006,6.5006,0,24,0.0
2021-09-01 17:18:00-04:00,6.5008,6.5012,6.5006,6.5006,0,28,0.0
2021-09-01 17:19:00-04:00,6.5006,6.5015,6.5006,6.5008,0,128,0.0
2021-09-01 17:20:00-04:00,6.5008,6.5016,6.5007,6.5008,0,78,0.0
2021-09-01 17:21:00-04:00,6.5008,6.5016,6.5008,6.5008,0,49,0.0
2021-09-01 17:22:00-04:00,6.5007,6.5015,6.5007,6.501,0,32,0.0
2021-09-01 17:23:00-04:00,6.5011,6.5013,6.5007,6.5007,0,38,0.0
2021-09-01 17:24:00-04:00,6.5007,6.5007,6.5007,6.5007,0,4,0.0
2021-09-01 17:25:00-04:00,6.5007,6.5019,6.5006,6.5013,0,52,0.0
2021-09-01 17:26:00-04:00,6.5013,6.5018,6.5005,6.5013,0,66,0.0
2021-09-01 17:27:00-04:00,6.5013,6.5017,6.5005,6.5006,0,40,0.0
2021-09-01 17:28:00-04:00,6.5009,6.5013,6.5009,6.5009,0,19,0.0
2021-09-01 17:29:00-04:00,6.5009,6.5017,6.5009,6.5012,0,74,0.0
2021-09-01 17:30:00-04:00,6.5012,6.502,6.501,6.501,0,66,0.0
2021-09-01 17:31:00-04:00,6.501,6.5017,6.501,6.501,0,85,0.0
2021-09-01 17:32:00-04:00,6.501,6.5019,6.501,6.5012,0,76,0.0
2021-09-01 17:33:00-04:00,6.5012,6.5018,6.501,6.5012,0,77,0.0
2021-09-01 17:34:00-04:00,6.5012,6.5018,6.5012,6.5012,0,35,0.0
2021-09-01 17:35:00-04:00,6.5012,6.5019,6.5012,6.5014,0,80,0.0
2021-09-01 17:36:00-04:00,6.5014,6.5019,6.5012,6.5012,0,21,0.0
2021-09-01 17:37:00-04:00,6.5012,6.5021,6.5012,6.5012,0,29,0.0
