,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy
,open,high,low,close,volume,num_trds,value
2021-07-19 17:00:00-04:00,6.5426,6.543,6.5426,6.543,0,41,0.0
2021-07-19 17:01:00-04:00,6.5429,6.5429,6.5428,6.5428,0,2,0.0
2021-07-19 17:02:00-04:00,6.5428,6.5428,6.5428,6.5428,0,2,0.0
2021-07-19 17:03:00-04:00,6.5429,6.5431,6.5429,6.5431,0,16,0.0
2021-07-19 17:04:00-04:00,6.5431,6.5431,6.5431,6.5431,0,10,0.0
2021-07-19 17:05:00-04:00,6.5431,6.5431,6.5431,6.5431,0,12,0.0
2021-07-19 17:06:00-04:00,6.5431,6.5431,6.5431,6.5431,0,12,0.0
2021-07-19 17:07:00-04:00,6.5431,6.5431,6.5431,6.5431,0,26,0.0
2021-07-19 17:08:00-04:00,6.5431,6.5432,6.5431,6.5432,0,24,0.0
2021-07-19 17:09:00-04:00,6.5432,6.5432,6.5432,6.5432,0,32,0.0
2021-07-19 17:10:00-04:00,6.5432,6.5432,6.5432,6.5432,0,30,0.0
2021-07-19 17:12:00-04:00,6.5432,6.5432,6.5432,6.5432,0,40,0.0
2021-07-19 17:13:00-04:00,6.5432,6.5432,6.5424,6.5427,0,104,0.0
2021-07-19 17:14:00-04:00,6.5427,6.5432,6.5425,6.5427,0,80,0.0
2021-07-19 17:15:00-04:00,6.5427,6.5436,6.5427,6.5435,0,29,0.0
2021-07-19 17:16:00-04:00,6.5436,6.5439,6.5436,6.5438,0,61,0.0
2021-07-19 17:17:00-04:00,6.5438,6.5454,6.5438,6.5448,0,140,0.0
2021-07-19 17:18:00-04:00,6.5448,6.5454,6.5448,6.5454,0,160,0.0
2021-07-19 17:19:00-04:00,6.5452,6.5454,6.5448,6.5454,0,130,0.0
2021-07-19 17:20:00-04:00,6.5453,6.5455,6.544,6.5448,0,130,0.0
2021-07-19 17:21:00-04:00,6.5448,6.5448,6.544,6.5446,0,46,0.0
2021-07-19 17:22:00-04:00,6.5446,6.5448,6.5446,6.5448,0,22,0.0
2021-07-19 17:23:00-04:00,6.5448,6.5448,6.5441,6.5442,0,91,0.0
2021-07-19 17:24:00-04:00,6.5442,6.5442,6.5433,6.5433,0,95,0.0
2021-07-19 17:25:00-04:00,6.5434,6.5437,6.5433,6.5437,0,87,0.0
2021-07-19 17:26:00-04:00,6.5437,6.5437,6.5433,6.5435,0,115,0.0
2021-07-19 17:27:00-04:00,6.5435,6.5438,6.5435,6.5436,0,29,0.0
2021-07-19 17:28:00-04:00,6.5436,6.5438,6.5435,6.5435,0,35,0.0
2021-07-19 17:29:00-04:00,6.5435,6.5438,6.5433,6.5438,0,95,0.0
2021-07-19 17:30:00-04:00,6.5438,6.5438,6.5432,6.5433,0,99,0.0
2021-07-19 17:31:00-04:00,6.5433,6.5436,6.5429,6.5429,0,104,0.0
2021-07-19 17:32:00-04:00,6.5429,6.5433,6.5426,6.5432,0,141,0.0
2021-07-19 17:33:00-04:00,6.5432,6.5432,6.5426,6.5432,0,48,0.0
2021-07-19 17:34:00-04:00,6.5431,6.5432,6.5424,6.5432,0,148,0.0
2021-07-19 17:35:00-04:00,6.5432,6.5432,6.5419,6.5428,0,142,0.0
2021-07-19 17:36:00-04:00,6.5427,6.5438,6.5427,6.5436,0,56,0.0
2021-07-19 17:37:00-04:00,6.5436,6.5439,6.5434,6.5435,0,97,0.0
2021-07-19 17:38:00-04:00,6.5434,6.544,6.5434,6.5437,0,103,0.0
2021-07-19 17:39:00-04:00,6.5437,6.5438,6.5434,6.5435,0,103,0.0
2021-07-19 17:40:00-04:00,6.5436,6.5438,6.5433,6.5438,0,64,0.0
2021-07-19 17:41:00-04:00,6.5435,6.5439,6.5431,6.5436,0,84,0.0
2021-07-19 17:42:00-04:00,6.5436,6.5441,6.5435,6.5437,0,154,0.0
2021-07-19 17:43:00-04:00,6.5436,6.5437,6.5436,6.5437,0,11,0.0
2021-07-19 17:44:00-04:00,6.5436,6.5438,6.5436,6.5436,0,42,0.0
2021-07-19 17:45:00-04:00,6.544,6.5449,6.544,6.5447,0,88,0.0
2021-07-19 17:46:00-04:00,6.5447,6.545,6.5438,6.545,0,94,0.0
2021-07-19 17:47:00-04:00,6.5448,6.5452,6.544,6.5452,0,58,0.0
2021-07-19 17:48:00-04:00,6.545,6.5452,6.5439,6.5446,0,120,0.0
2021-07-19 17:49:00-04:00,6.5446,6.5452,6.5436,6.5443,0,56,0.0
2021-07-19 17:50:00-04:00,6.5443,6.5449,6.5438,6.5446,0,52,0.0
2021-07-19 17:51:00-04:00,6.5446,6.5447,6.5438,6.544,0,41,0.0
2021-07-19 17:52:00-04:00,6.5443,6.545,6.5438,6.544,0,78,0.0
2021-07-19 17:53:00-04:00,6.544,6.544,6.5435,6.5435,0,54,0.0
2021-07-19 17:54:00-04:00,6.5435,6.5435,6.5435,6.5435,0,107,0.0
2021-07-19 17:55:00-04:00,6.5435,6.5435,6.5435,6.5435,0,102,0.0
2021-07-19 17:56:00-04:00,6.5435,6.5436,6.5433,6.5436,0,88,0.0
2021-07-19 17:57:00-04:00,6.5436,6.5439,6.5435,6.5437,0,117,0.0
2021-07-19 17:58:00-04:00,6.5436,6.5439,6.5434,6.5435,0,102,0.0
2021-07-19 17:59:00-04:00,6.5435,6.5439,6.5424,6.5427,0,106,0.0
2021-07-19 18:00:00-04:00,6.5427,6.5427,6.5415,6.5422,0,159,0.0
2021-07-19 18:01:00-04:00,6.5422,6.5431,6.542,6.5431,0,52,0.0
2021-07-19 18:02:00-04:00,6.543,6.5431,6.5426,6.5431,0,32,0.0
2021-07-19 18:03:00-04:00,6.5431,6.5431,6.5431,6.5431,0,24,0.0
2021-07-19 18:04:00-04:00,6.5431,6.5431,6.5429,6.5431,0,19,0.0
2021-07-19 18:05:00-04:00,6.5431,6.5431,6.543,6.5431,0,13,0.0
2021-07-19 18:06:00-04:00,6.5429,6.5431,6.5427,6.5431,0,8,0.0
2021-07-19 18:07:00-04:00,6.5431,6.5431,6.5431,6.5431,0,26,0.0
2021-07-19 18:08:00-04:00,6.5431,6.5431,6.5431,6.5431,0,10,0.0
2021-07-19 18:09:00-04:00,6.5432,6.5433,6.5429,6.5433,0,38,0.0
2021-07-19 18:10:00-04:00,6.5432,6.5433,6.5428,6.5433,0,36,0.0
2021-07-19 18:11:00-04:00,6.5433,6.5433,6.5433,6.5433,0,2,0.0
2021-07-19 18:12:00-04:00,6.5431,6.5433,6.5429,6.5433,0,94,0.0
2021-07-19 18:14:00-04:00,6.5433,6.5433,6.5433,6.5433,0,2,0.0
2021-07-19 18:15:00-04:00,6.5429,6.5429,6.5426,6.5426,0,2,0.0
2021-07-19 18:16:00-04:00,6.5426,6.5426,6.5426,6.5426,0,10,0.0
2021-07-19 18:17:00-04:00,6.5426,6.5427,6.5426,6.5427,0,16,0.0
2021-07-19 18:18:00-04:00,6.5426,6.5427,6.5426,6.5427,0,16,0.0
2021-07-19 18:19:00-04:00,6.5426,6.5427,6.5426,6.5427,0,22,0.0
2021-07-19 18:20:00-04:00,6.5426,6.5429,6.5426,6.5429,0,18,0.0
2021-07-19 18:21:00-04:00,6.5428,6.5429,6.5428,6.5429,0,36,0.0
2021-07-19 18:22:00-04:00,6.5428,6.5429,6.5428,6.5429,0,36,0.0
2021-07-19 18:23:00-04:00,6.5429,6.5429,6.5428,6.5429,0,8,0.0
2021-07-19 18:25:00-04:00,6.5425,6.5425,6.5422,6.5422,0,6,0.0
2021-07-19 18:26:00-04:00,6.5425,6.5429,6.5425,6.5429,0,6,0.0
2021-07-19 18:28:00-04:00,6.5428,6.5429,6.5428,6.5429,0,22,0.0
2021-07-19 18:29:00-04:00,6.5428,6.5429,6.5428,6.5429,0,14,0.0
2021-07-19 18:30:00-04:00,6.5428,6.5429,6.5428,6.5429,0,14,0.0
2021-07-19 18:31:00-04:00,6.5429,6.5429,6.5428,6.5429,0,16,0.0
2021-07-19 18:32:00-04:00,6.5429,6.5429,6.5428,6.5429,0,40,0.0
2021-07-19 18:54:00-04:00,6.543,6.5431,6.5425,6.5426,0,12,0.0
2021-07-19 18:55:00-04:00,6.5426,6.5426,6.5425,6.5426,0,8,0.0
2021-07-19 18:56:00-04:00,6.5425,6.5426,6.5425,6.5425,0,14,0.0
2021-07-19 18:57:00-04:00,6.5425,6.5425,6.5425,6.5425,0,6,0.0
2021-07-19 18:58:00-04:00,6.5425,6.5425,6.5425,6.5425,0,22,0.0
2021-07-19 18:59:00-04:00,6.5425,6.5425,6.5425,6.5425,0,8,0.0
2021-07-19 19:00:00-04:00,6.5425,6.5425,6.5425,6.5425,0,26,0.0
2021-07-19 19:01:00-04:00,6.5426,6.5427,6.5422,6.5422,0,10,0.0
2021-07-19 19:02:00-04:00,6.5421,6.5421,6.542,6.542,0,2,0.0
2021-07-19 19:03:00-04:00,6.5421,6.5425,6.5421,6.5425,0,4,0.0
2021-07-19 19:04:00-04:00,6.5425,6.5425,6.5422,6.5422,0,25,0.0
2021-07-19 19:05:00-04:00,6.5423,6.5425,6.542,6.542,0,34,0.0
2021-07-19 19:06:00-04:00,6.5421,6.5425,6.5421,6.5425,0,22,0.0
2021-07-19 19:07:00-04:00,6.5425,6.5425,6.542,6.542,0,24,0.0
2021-07-19 19:09:00-04:00,6.542,6.542,6.542,6.542,0,2,0.0
2021-07-19 19:11:00-04:00,6.542,6.542,6.5417,6.5417,0,4,0.0
2021-07-19 19:12:00-04:00,6.5416,6.5416,6.5415,6.5415,0,2,0.0
2021-07-19 19:55:00-04:00,6.5413,6.5413,6.541,6.541,0,2,0.0
2021-07-19 19:56:00-04:00,6.541,6.541,6.541,6.541,0,2,0.0
2021-07-19 19:57:00-04:00,6.541,6.541,6.541,6.541,0,2,0.0
2021-07-19 19:58:00-04:00,6.5413,6.5415,6.541,6.5415,0,20,0.0
2021-07-19 20:00:00-04:00,6.5415,6.5415,6.5415,6.5415,0,2,0.0
2021-07-19 20:01:00-04:00,6.5415,6.5415,6.541,6.541,0,10,0.0
2021-07-19 20:02:00-04:00,6.541,6.541,6.541,6.541,0,4,0.0
2021-07-19 20:03:00-04:00,6.541,6.541,6.5405,6.5405,0,10,0.0
2021-07-19 20:04:00-04:00,6.5405,6.5405,6.5403,6.5403,0,6,0.0
2021-07-19 20:05:00-04:00,6.5403,6.5403,6.5398,6.5398,0,8,0.0
2021-07-19 20:06:00-04:00,6.5397,6.5397,6.5395,6.5395,0,6,0.0
2021-07-19 20:07:00-04:00,6.5395,6.5395,6.539,6.539,0,12,0.0
2021-07-19 20:08:00-04:00,6.539,6.539,6.539,6.539,0,6,0.0
2021-07-19 20:09:00-04:00,6.539,6.5395,6.539,6.5395,0,8,0.0
2021-07-19 20:10:00-04:00,6.5395,6.5395,6.539,6.5395,0,20,0.0
2021-07-19 20:11:00-04:00,6.5394,6.5394,6.539,6.539,0,8,0.0
2021-07-19 20:13:00-04:00,6.539,6.539,6.539,6.539,0,6,0.0
2021-07-19 20:14:00-04:00,6.539,6.5395,6.539,6.5395,0,12,0.0
2021-07-19 20:15:00-04:00,6.5395,6.5395,6.539,6.539,0,6,0.0
2021-07-19 20:16:00-04:00,6.539,6.539,6.539,6.539,0,4,0.0
2021-07-19 20:17:00-04:00,6.539,6.539,6.539,6.539,0,2,0.0
2021-07-19 20:18:00-04:00,6.539,6.539,6.5388,6.5388,0,6,0.0
2021-07-19 20:19:00-04:00,6.5388,6.5388,6.5388,6.5388,0,2,0.0
2021-07-19 20:20:00-04:00,6.5388,6.5392,6.5388,6.5392,0,6,0.0
2021-07-19 20:21:00-04:00,6.5393,6.5398,6.5393,6.5398,0,8,0.0
2021-07-19 20:22:00-04:00,6.5399,6.5399,6.5395,6.5395,0,4,0.0
2021-07-19 20:23:00-04:00,6.5395,6.5399,6.5395,6.5399,0,4,0.0
2021-07-19 20:24:00-04:00,6.5399,6.54,6.5399,6.54,0,10,0.0
2021-07-19 20:25:00-04:00,6.54,6.54,6.54,6.54,0,6,0.0
2021-07-19 20:26:00-04:00,6.54,6.54,6.5399,6.5399,0,4,0.0
2021-07-19 20:27:00-04:00,6.54,6.54,6.54,6.54,0,2,0.0
2021-07-19 20:28:00-04:00,6.54,6.54,6.5399,6.5399,0,4,0.0
2021-07-19 20:29:00-04:00,6.5399,6.54,6.5399,6.54,0,6,0.0
2021-07-19 20:30:00-04:00,6.54,6.5405,6.54,6.5401,0,22,0.0
2021-07-19 20:31:00-04:00,6.5401,6.5405,6.5401,6.5405,0,8,0.0
2021-07-19 20:32:00-04:00,6.5405,6.541,6.5405,6.541,0,8,0.0
2021-07-19 20:33:00-04:00,6.5412,6.5413,6.5411,6.5411,0,4,0.0
2021-07-19 20:34:00-04:00,6.5411,6.5411,6.5411,6.5411,0,4,0.0
2021-07-19 20:35:00-04:00,6.5411,6.5411,6.541,6.541,0,4,0.0
2021-07-19 20:36:00-04:00,6.541,6.541,6.5406,6.541,0,18,0.0
2021-07-19 20:37:00-04:00,6.541,6.541,6.541,6.541,0,2,0.0
2021-07-19 20:38:00-04:00,6.541,6.5411,6.541,6.5411,0,4,0.0
2021-07-19 20:39:00-04:00,6.5411,6.5412,6.541,6.541,0,4,0.0
2021-07-19 20:40:00-04:00,6.541,6.541,6.5408,6.5408,0,8,0.0
2021-07-19 20:41:00-04:00,6.5408,6.5408,6.5407,6.5408,0,4,0.0
2021-07-19 20:43:00-04:00,6.5407,6.5408,6.5406,6.5406,0,4,0.0
2021-07-19 20:44:00-04:00,6.5405,6.5406,6.5405,6.5405,0,4,0.0
