,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy
,open,high,low,close,volume,num_trds,value
2021-09-28 17:00:00-04:00,6.5156,6.516,6.5149,6.5156,0,73,0.0
2021-09-28 17:01:00-04:00,6.5156,6.5156,6.5156,6.5156,0,28,0.0
2021-09-28 17:02:00-04:00,6.5156,6.5156,6.5156,6.5156,0,48,0.0
2021-09-28 17:04:00-04:00,6.5156,6.5156,6.5156,6.5156,0,28,0.0
2021-09-28 17:05:00-04:00,6.5156,6.5156,6.5156,6.5156,0,4,0.0
2021-09-28 17:07:00-04:00,6.5156,6.5156,6.5156,6.5156,0,48,0.0
2021-09-28 17:08:00-04:00,6.5156,6.5156,6.5156,6.5156,0,20,0.0
2021-09-28 17:09:00-04:00,6.5156,6.5156,6.5156,6.5156,0,14,0.0
2021-09-28 17:10:00-04:00,6.5156,6.5161,6.5156,6.5161,0,30,0.0
2021-09-28 17:11:00-04:00,6.5161,6.5161,6.5161,6.5161,0,10,0.0
2021-09-28 17:12:00-04:00,6.5163,6.5176,6.5163,6.5176,0,12,0.0
2021-09-28 17:13:00-04:00,6.5177,6.5178,6.5177,6.5178,0,2,0.0
2021-09-28 17:14:00-04:00,6.5182,6.5191,6.5182,6.5186,0,24,0.0
2021-09-28 17:15:00-04:00,6.5186,6.5186,6.5186,6.5186,0,2,0.0
2021-09-28 17:16:00-04:00,6.5187,6.5195,6.5187,6.519,0,78,0.0
2021-09-28 17:17:00-04:00,6.519,6.5195,6.5188,6.5195,0,46,0.0
2021-09-28 17:18:00-04:00,6.5195,6.5195,6.5195,6.5195,0,4,0.0
2021-09-28 17:19:00-04:00,6.5192,6.5196,6.5188,6.5189,0,36,0.0
2021-09-28 17:20:00-04:00,6.5189,6.5198,6.5189,6.5195,0,60,0.0
2021-09-28 17:21:00-04:00,6.5193,6.5195,6.5187,6.519,0,92,0.0
2021-09-28 17:22:00-04:00,6.519,6.519,6.519,6.519,0,4,0.0
2021-09-28 17:23:00-04:00,6.5191,6.5201,6.5191,6.5193,0,32,0.0
2021-09-28 17:24:00-04:00,6.5194,6.5195,6.5192,6.5192,0,16,0.0
2021-09-28 17:25:00-04:00,6.5193,6.52,6.5187,6.5187,0,94,0.0
2021-09-28 17:26:00-04:00,6.5188,6.5195,6.5186,6.5186,0,74,0.0
2021-09-28 17:27:00-04:00,6.5187,6.5193,6.5185,6.5186,0,94,0.0
2021-09-28 17:28:00-04:00,6.5186,6.5192,6.5185,6.5185,0,20,0.0
2021-09-28 17:29:00-04:00,6.5185,6.5194,6.5185,6.5189,0,122,0.0
2021-09-28 17:30:00-04:00,6.5189,6.5195,6.5189,6.5193,0,82,0.0
2021-09-28 17:31:00-04:00,6.519,6.519,6.5183,6.5186,0,28,0.0
2021-09-28 17:32:00-04:00,6.5186,6.5199,6.5186,6.5193,0,80,0.0
2021-09-28 17:33:00-04:00,6.5192,6.5194,6.5188,6.5194,0,112,0.0
2021-09-28 17:34:00-04:00,6.5193,6.5197,6.5188,6.5191,0,72,0.0
2021-09-28 17:35:00-04:00,6.5191,6.5191,6.5191,6.5191,0,2,0.0
2021-09-28 17:36:00-04:00,6.5191,6.5196,6.5189,6.5189,0,84,0.0
2021-09-28 17:37:00-04:00,6.5191,6.5199,6.5191,6.5192,0,58,0.0
2021-09-28 17:38:00-04:00,6.5192,6.5198,6.5191,6.5191,0,62,0.0
2021-09-28 17:39:00-04:00,6.5192,6.5198,6.5189,6.5189,0,64,0.0
2021-09-28 17:40:00-04:00,6.519,6.5195,6.5189,6.5191,0,30,0.0
2021-09-28 17:41:00-04:00,6.5191,6.5198,6.5191,6.5193,0,60,0.0
2021-09-28 17:42:00-04:00,6.5193,6.5198,6.5192,6.5192,0,66,0.0
2021-09-28 17:43:00-04:00,6.5192,6.52,6.519,6.52,0,58,0.0
2021-09-28 17:44:00-04:00,6.52,6.52,6.5191,6.5195,0,48,0.0
2021-09-28 17:45:00-04:00,6.5197,6.5201,6.5192,6.5195,0,42,0.0
2021-09-28 17:46:00-04:00,6.5196,6.5201,6.5192,6.5192,0,22,0.0
2021-09-28 17:47:00-04:00,6.5193,6.5199,6.5191,6.5191,0,44,0.0
2021-09-28 17:48:00-04:00,6.5193,6.5199,6.5191,6.5191,0,40,0.0
2021-09-28 17:49:00-04:00,6.5192,6.5202,6.519,6.5193,0,76,0.0
2021-09-28 17:50:00-04:00,6.5193,6.5204,6.5189,6.5203,0,42,0.0
2021-09-28 17:51:00-04:00,6.52,6.5204,6.519,6.5191,0,84,0.0
2021-09-28 17:52:00-04:00,6.5194,6.5205,6.5191,6.5191,0,82,0.0
2021-09-28 17:53:00-04:00,6.5194,6.5205,6.5191,6.5192,0,64,0.0
2021-09-28 17:54:00-04:00,6.5195,6.5198,6.5191,6.5192,0,42,0.0
2021-09-28 17:56:00-04:00,6.5195,6.5205,6.5192,6.5192,0,24,0.0
2021-09-28 17:57:00-04:00,6.5195,6.5203,6.519,6.519,0,44,0.0
2021-09-28 17:58:00-04:00,6.519,6.5204,6.5182,6.5187,0,50,0.0
2021-09-28 17:59:00-04:00,6.5187,6.5203,6.5187,6.5189,0,24,0.0
2021-09-28 18:00:00-04:00,6.5189,6.5189,6.5189,6.5189,0,6,0.0
2021-09-28 18:01:00-04:00,6.5189,6.5189,6.5189,6.5189,0,6,0.0
2021-09-28 18:02:00-04:00,6.5189,6.5189,6.5189,6.5189,0,30,0.0
2021-09-28 18:04:00-04:00,6.5189,6.5189,6.5188,6.5188,0,6,0.0
2021-09-28 18:05:00-04:00,6.5188,6.5189,6.5188,6.5189,0,6,0.0
2021-09-28 18:06:00-04:00,6.5189,6.5189,6.5189,6.5189,0,18,0.0
2021-09-28 18:07:00-04:00,6.5189,6.5189,6.5189,6.5189,0,18,0.0
2021-09-28 18:08:00-04:00,6.5189,6.5189,6.5187,6.5187,0,20,0.0
2021-09-28 18:09:00-04:00,6.5187,6.5188,6.5187,6.5188,0,6,0.0
2021-09-28 18:10:00-04:00,6.5187,6.5188,6.5187,6.5188,0,24,0.0
2021-09-28 18:11:00-04:00,6.5188,6.5188,6.5187,6.5187,0,6,0.0
2021-09-28 18:12:00-04:00,6.5187,6.5188,6.5187,6.5188,0,18,0.0
2021-09-28 18:13:00-04:00,6.5188,6.5188,6.5188,6.5188,0,20,0.0
2021-09-28 18:14:00-04:00,6.5188,6.5189,6.5187,6.5187,0,10,0.0
2021-09-28 18:18:00-04:00,6.5179,6.5179,6.5171,6.5171,0,8,0.0
2021-09-28 18:19:00-04:00,6.5171,6.5176,6.5171,6.5176,0,8,0.0
2021-09-28 18:20:00-04:00,6.5174,6.5174,6.5171,6.5171,0,4,0.0
2021-09-28 18:21:00-04:00,6.5171,6.5171,6.5171,6.5171,0,10,0.0
2021-09-28 18:22:00-04:00,6.5171,6.5171,6.5171,6.5171,0,14,0.0
2021-09-28 18:23:00-04:00,6.5171,6.5171,6.5171,6.5171,0,32,0.0
2021-09-28 18:36:00-04:00,6.5174,6.5176,6.5174,6.5176,0,12,0.0
2021-09-28 18:37:00-04:00,6.5176,6.5176,6.5176,6.5176,0,28,0.0
2021-09-28 18:38:00-04:00,6.5176,6.5176,6.5176,6.5176,0,10,0.0
2021-09-28 18:39:00-04:00,6.5176,6.5176,6.5176,6.5176,0,10,0.0
2021-09-28 18:40:00-04:00,6.5176,6.5176,6.5176,6.5176,0,4,0.0
2021-09-28 18:41:00-04:00,6.5176,6.5176,6.5176,6.5176,0,14,0.0
2021-09-28 18:42:00-04:00,6.5176,6.5176,6.5176,6.5176,0,12,0.0
2021-09-28 18:43:00-04:00,6.5176,6.5176,6.5176,6.5176,0,14,0.0
2021-09-28 18:44:00-04:00,6.5176,6.5176,6.5176,6.5176,0,16,0.0
2021-09-28 20:00:00-04:00,6.5178,6.518,6.5178,6.518,0,2,0.0
