,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy
,open,high,low,close,volume,num_trds,value
2021-08-09 17:00:00-04:00,6.5359,6.5359,6.5342,6.5349,0,41,0.0
2021-08-09 17:01:00-04:00,6.5347,6.5348,6.5334,6.5339,0,260,0.0
2021-08-09 17:02:00-04:00,6.534,6.5348,6.5337,6.5348,0,224,0.0
2021-08-09 17:03:00-04:00,6.5348,6.5351,6.5338,6.535,0,148,0.0
2021-08-09 17:04:00-04:00,6.535,6.535,6.5338,6.5345,0,120,0.0
2021-08-09 17:05:00-04:00,6.5345,6.5345,6.5345,6.5345,0,4,0.0
2021-08-09 17:09:00-04:00,6.5345,6.5345,6.5345,6.5345,0,4,0.0
2021-08-09 17:10:00-04:00,6.5343,6.5345,6.5338,6.5341,0,38,0.0
2021-08-09 17:11:00-04:00,6.5341,6.5341,6.5331,6.5335,0,70,0.0
2021-08-09 17:12:00-04:00,6.5335,6.5335,6.5335,6.5335,0,2,0.0
2021-08-09 17:13:00-04:00,6.5335,6.5341,6.5335,6.5338,0,18,0.0
2021-08-09 17:15:00-04:00,6.5338,6.5344,6.5338,6.5344,0,20,0.0
2021-08-09 17:16:00-04:00,6.5344,6.5346,6.5331,6.5339,0,54,0.0
2021-08-09 17:17:00-04:00,6.5339,6.5344,6.5337,6.5337,0,32,0.0
2021-08-09 17:18:00-04:00,6.5337,6.5338,6.5337,6.5338,0,2,0.0
2021-08-09 17:19:00-04:00,6.534,6.5346,6.5338,6.5338,0,32,0.0
2021-08-09 17:20:00-04:00,6.534,6.5346,6.5338,6.5338,0,40,0.0
2021-08-09 17:21:00-04:00,6.534,6.5344,6.5338,6.5338,0,18,0.0
2021-08-09 17:22:00-04:00,6.534,6.5346,6.5337,6.5337,0,24,0.0
2021-08-09 17:23:00-04:00,6.534,6.5346,6.5338,6.5338,0,34,0.0
2021-08-09 17:27:00-04:00,6.5342,6.5346,6.5338,6.5339,0,16,0.0
2021-08-09 17:30:00-04:00,6.5342,6.5346,6.5339,6.5339,0,88,0.0
2021-08-09 17:31:00-04:00,6.5339,6.5339,6.5339,6.5339,0,4,0.0
2021-08-09 17:38:00-04:00,6.5339,6.5343,6.5339,6.5343,0,12,0.0
2021-08-09 17:39:00-04:00,6.5342,6.5342,6.534,6.534,0,8,0.0
2021-08-09 17:40:00-04:00,6.5341,6.5343,6.534,6.5343,0,4,0.0
2021-08-09 17:41:00-04:00,6.5342,6.5342,6.534,6.534,0,4,0.0
2021-08-09 17:45:00-04:00,6.5341,6.5343,6.534,6.5343,0,20,0.0
2021-08-09 17:46:00-04:00,6.5342,6.5342,6.534,6.534,0,4,0.0
2021-08-09 17:47:00-04:00,6.5341,6.5341,6.5334,6.5339,0,24,0.0
2021-08-09 17:50:00-04:00,6.5339,6.5339,6.5338,6.5339,0,16,0.0
2021-08-09 17:51:00-04:00,6.5339,6.5339,6.5339,6.5339,0,4,0.0
2021-08-09 17:52:00-04:00,6.5339,6.5347,6.5339,6.5341,0,24,0.0
2021-08-09 17:53:00-04:00,6.5342,6.5342,6.5342,6.5342,0,6,0.0
2021-08-09 17:55:00-04:00,6.5344,6.5346,6.5342,6.5342,0,20,0.0
2021-08-09 17:56:00-04:00,6.5342,6.5346,6.5341,6.5341,0,28,0.0
2021-08-09 17:57:00-04:00,6.5341,6.5342,6.5341,6.5341,0,22,0.0
2021-08-09 17:58:00-04:00,6.5341,6.5341,6.5341,6.5341,0,10,0.0
2021-08-09 17:59:00-04:00,6.5343,6.5346,6.5341,6.5341,0,32,0.0
2021-08-09 18:00:00-04:00,6.5341,6.5346,6.534,6.5345,0,99,0.0
2021-08-09 18:01:00-04:00,6.5345,6.5346,6.534,6.5341,0,28,0.0
2021-08-09 18:02:00-04:00,6.5341,6.5346,6.534,6.5341,0,16,0.0
2021-08-09 18:03:00-04:00,6.5343,6.5346,6.5341,6.5341,0,10,0.0
2021-08-09 18:04:00-04:00,6.5342,6.5346,6.5341,6.5341,0,10,0.0
2021-08-09 18:05:00-04:00,6.5343,6.5344,6.5341,6.5344,0,10,0.0
2021-08-09 18:06:00-04:00,6.5344,6.5344,6.5342,6.5344,0,10,0.0
2021-08-09 18:07:00-04:00,6.5343,6.5344,6.5341,6.5341,0,10,0.0
2021-08-09 18:08:00-04:00,6.534,6.534,6.5339,6.5339,0,2,0.0
2021-08-09 18:09:00-04:00,6.5338,6.5341,6.5338,6.5341,0,8,0.0
2021-08-09 18:11:00-04:00,6.534,6.5341,6.534,6.5341,0,2,0.0
2021-08-09 18:12:00-04:00,6.534,6.5341,6.5339,6.5341,0,18,0.0
2021-08-09 18:13:00-04:00,6.534,6.5341,6.5337,6.5338,0,20,0.0
2021-08-09 18:14:00-04:00,6.5339,6.534,6.5338,6.5338,0,10,0.0
2021-08-09 18:15:00-04:00,6.534,6.5341,6.5337,6.5337,0,14,0.0
2021-08-09 18:16:00-04:00,6.5339,6.5341,6.5337,6.5337,0,18,0.0
2021-08-09 18:17:00-04:00,6.5339,6.5341,6.5336,6.5336,0,14,0.0
2021-08-09 18:18:00-04:00,6.5338,6.5341,6.5337,6.5338,0,28,0.0
2021-08-09 19:03:00-04:00,6.5338,6.5345,6.5338,6.5345,0,4,0.0
2021-08-09 19:04:00-04:00,6.5345,6.5345,6.5345,6.5345,0,2,0.0
2021-08-09 19:05:00-04:00,6.5344,6.5344,6.5343,6.5343,0,4,0.0
2021-08-09 19:06:00-04:00,6.5343,6.5345,6.5343,6.5343,0,12,0.0
2021-08-09 19:11:00-04:00,6.5344,6.5346,6.5343,6.5343,0,6,0.0
2021-08-09 19:16:00-04:00,6.5344,6.5346,6.5344,6.5346,0,2,0.0
2021-08-09 19:17:00-04:00,6.5346,6.5346,6.5346,6.5346,0,4,0.0
2021-08-09 19:18:00-04:00,6.5346,6.5346,6.5346,6.5346,0,6,0.0
2021-08-09 19:19:00-04:00,6.5346,6.5346,6.5346,6.5346,0,2,0.0
2021-08-09 19:20:00-04:00,6.5346,6.5346,6.5346,6.5346,0,4,0.0
2021-08-09 19:21:00-04:00,6.5346,6.5351,6.5346,6.5351,0,4,0.0
2021-08-09 19:23:00-04:00,6.5349,6.5349,6.5346,6.5346,0,4,0.0
