,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy
,open,high,low,close,volume,num_trds,value
2021-09-19 17:02:00-04:00,6.5238,6.5238,6.5238,6.5238,0,1,0.0
2021-09-19 17:03:00-04:00,6.5235,6.5235,6.5216,6.5228,0,68,0.0
2021-09-19 17:04:00-04:00,6.5228,6.5228,6.5228,6.5228,0,6,0.0
2021-09-19 17:05:00-04:00,6.5224,6.5226,6.5208,6.5222,0,94,0.0
2021-09-19 17:06:00-04:00,6.5221,6.523,6.5211,6.5228,0,178,0.0
2021-09-19 17:07:00-04:00,6.5226,6.5229,6.5219,6.5226,0,148,0.0
2021-09-19 17:08:00-04:00,6.5224,6.5229,6.5214,6.5216,0,198,0.0
2021-09-19 17:09:00-04:00,6.5217,6.5223,6.5216,6.5223,0,38,0.0
2021-09-19 17:10:00-04:00,6.5225,6.5228,6.5204,6.521,0,233,0.0
2021-09-19 17:11:00-04:00,6.5212,6.5228,6.5208,6.5228,0,141,0.0
2021-09-19 17:12:00-04:00,6.5228,6.5228,6.5216,6.5226,0,118,0.0
2021-09-19 17:13:00-04:00,6.5229,6.5232,6.521,6.5221,0,180,0.0
2021-09-19 17:14:00-04:00,6.522,6.5223,6.5205,6.5212,0,238,0.0
2021-09-19 17:15:00-04:00,6.5211,6.5227,6.5207,6.5223,0,195,0.0
2021-09-19 17:16:00-04:00,6.5221,6.5226,6.5214,6.5226,0,74,0.0
2021-09-19 17:30:00-04:00,6.5226,6.5227,6.5226,6.5227,0,2,0.0
2021-09-19 17:31:00-04:00,6.5232,6.5244,6.5221,6.5221,0,30,0.0
2021-09-19 17:32:00-04:00,6.5224,6.524,6.5222,6.524,0,76,0.0
2021-09-19 17:33:00-04:00,6.5239,6.524,6.5227,6.5232,0,70,0.0
2021-09-19 17:34:00-04:00,6.5231,6.5234,6.5224,6.5234,0,26,0.0
2021-09-19 17:36:00-04:00,6.5234,6.5234,6.5234,6.5234,0,2,0.0
2021-09-19 17:37:00-04:00,6.5235,6.5241,6.5234,6.5234,0,28,0.0
2021-09-19 17:38:00-04:00,6.5234,6.5234,6.5222,6.5234,0,24,0.0
2021-09-19 17:39:00-04:00,6.5234,6.5234,6.5234,6.5234,0,6,0.0
2021-09-19 17:40:00-04:00,6.5231,6.5237,6.5225,6.5237,0,24,0.0
2021-09-19 17:41:00-04:00,6.5237,6.5237,6.5237,6.5237,0,4,0.0
2021-09-19 17:50:00-04:00,6.5231,6.5231,6.5225,6.5225,0,2,0.0
2021-09-19 17:51:00-04:00,6.5225,6.5236,6.5225,6.5236,0,39,0.0
2021-09-19 17:52:00-04:00,6.5234,6.5239,6.5227,6.5236,0,92,0.0
2021-09-19 17:53:00-04:00,6.5236,6.5239,6.5232,6.5238,0,30,0.0
2021-09-19 17:54:00-04:00,6.5234,6.5237,6.5223,6.5229,0,92,0.0
2021-09-19 17:55:00-04:00,6.5234,6.5239,6.5227,6.5238,0,98,0.0
2021-09-19 17:56:00-04:00,6.5238,6.5241,6.5227,6.5238,0,120,0.0
2021-09-19 17:57:00-04:00,6.5238,6.5239,6.5229,6.5239,0,80,0.0
2021-09-19 17:58:00-04:00,6.5239,6.524,6.5232,6.5232,0,12,0.0
2021-09-19 17:59:00-04:00,6.5232,6.5232,6.5232,6.5232,0,8,0.0
2021-09-19 18:00:00-04:00,6.5236,6.524,6.5233,6.5233,0,4,0.0
2021-09-19 18:01:00-04:00,6.5232,6.524,6.5232,6.5238,0,32,0.0
2021-09-19 18:02:00-04:00,6.5239,6.524,6.5238,6.5238,0,6,0.0
2021-09-19 18:03:00-04:00,6.5239,6.524,6.5232,6.5236,0,28,0.0
2021-09-19 18:04:00-04:00,6.5237,6.524,6.5232,6.524,0,16,0.0
2021-09-19 18:05:00-04:00,6.524,6.524,6.524,6.524,0,22,0.0
2021-09-19 18:06:00-04:00,6.524,6.524,6.524,6.524,0,8,0.0
2021-09-19 18:07:00-04:00,6.524,6.524,6.524,6.524,0,6,0.0
2021-09-19 18:08:00-04:00,6.524,6.524,6.524,6.524,0,8,0.0
2021-09-19 18:09:00-04:00,6.5238,6.5238,6.5236,6.5236,0,2,0.0
2021-09-19 18:10:00-04:00,6.5234,6.5234,6.5232,6.5232,0,4,0.0
2021-09-19 18:12:00-04:00,6.5227,6.5227,6.5223,6.5223,0,34,0.0
2021-09-19 18:13:00-04:00,6.5223,6.5223,6.5223,6.5223,0,10,0.0
2021-09-19 18:14:00-04:00,6.5219,6.5219,6.5214,6.5214,0,8,0.0
2021-09-19 18:15:00-04:00,6.5212,6.5214,6.5209,6.5209,0,18,0.0
2021-09-19 18:16:00-04:00,6.5212,6.5214,6.5212,6.5214,0,2,0.0
2021-09-19 18:17:00-04:00,6.5214,6.5214,6.5214,6.5214,0,6,0.0
2021-09-19 18:18:00-04:00,6.5212,6.5212,6.5209,6.5209,0,2,0.0
2021-09-19 18:36:00-04:00,6.5209,6.5209,6.5209,6.5209,0,2,0.0
2021-09-19 18:37:00-04:00,6.5209,6.5209,6.5209,6.5209,0,2,0.0
2021-09-19 18:38:00-04:00,6.5209,6.5209,6.5209,6.5209,0,10,0.0
2021-09-19 18:39:00-04:00,6.5209,6.5209,6.5209,6.5209,0,10,0.0
2021-09-19 20:07:00-04:00,6.5169,6.5204,6.5128,6.5204,0,28,0.0
2021-09-19 20:08:00-04:00,6.5204,6.5204,6.5204,6.5204,0,2,0.0
