,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy
,open,high,low,close,volume,num_trds,value
2021-06-17 17:00:00-04:00,6.5,6.5,6.5,6.5,0,163,0.0
2021-06-17 17:01:00-04:00,6.5,6.5,6.4998,6.5,0,210,0.0
2021-06-17 17:02:00-04:00,6.5,6.501,6.4999,6.5002,0,169,0.0
2021-06-17 17:03:00-04:00,6.5003,6.5006,6.4999,6.5006,0,172,0.0
2021-06-17 17:04:00-04:00,6.5006,6.5006,6.5006,6.5006,0,8,0.0
2021-06-17 17:05:00-04:00,6.5005,6.5006,6.5001,6.5003,0,88,0.0
2021-06-17 17:06:00-04:00,6.5005,6.5006,6.4997,6.4997,0,241,0.0
2021-06-17 17:07:00-04:00,6.4997,6.5016,6.4995,6.5012,0,194,0.0
2021-06-17 17:08:00-04:00,6.5013,6.5017,6.5013,6.5017,0,22,0.0
2021-06-17 17:10:00-04:00,6.5017,6.5017,6.5007,6.5017,0,22,0.0
2021-06-17 17:11:00-04:00,6.5017,6.5017,6.5005,6.5015,0,46,0.0
2021-06-17 17:13:00-04:00,6.5015,6.5015,6.5004,6.5015,0,30,0.0
2021-06-17 17:14:00-04:00,6.5015,6.5015,6.5009,6.5015,0,34,0.0
2021-06-17 17:15:00-04:00,6.5015,6.5015,6.5003,6.5015,0,30,0.0
2021-06-17 17:16:00-04:00,6.5015,6.5015,6.5008,6.5014,0,72,0.0
2021-06-17 17:17:00-04:00,6.5014,6.5014,6.5014,6.5014,0,2,0.0
2021-06-17 17:18:00-04:00,6.5015,6.5033,6.5015,6.503,0,60,0.0
2021-06-17 17:19:00-04:00,6.503,6.5039,6.5019,6.5027,0,56,0.0
2021-06-17 17:20:00-04:00,6.5027,6.5037,6.5025,6.5026,0,62,0.0
2021-06-17 17:21:00-04:00,6.5026,6.5026,6.5026,6.5026,0,12,0.0
2021-06-17 17:22:00-04:00,6.5026,6.5027,6.5026,6.5027,0,12,0.0
2021-06-17 17:23:00-04:00,6.5027,6.5039,6.5027,6.5028,0,42,0.0
2021-06-17 17:26:00-04:00,6.5022,6.5029,6.5017,6.5029,0,32,0.0
2021-06-17 17:27:00-04:00,6.5023,6.5028,6.5018,6.5028,0,20,0.0
2021-06-17 17:28:00-04:00,6.5028,6.5028,6.5028,6.5028,0,10,0.0
2021-06-17 17:29:00-04:00,6.5025,6.5027,6.5018,6.5024,0,20,0.0
2021-06-17 17:30:00-04:00,6.5024,6.503,6.5024,6.5024,0,20,0.0
2021-06-17 17:31:00-04:00,6.5027,6.503,6.5023,6.5023,0,28,0.0
2021-06-17 17:33:00-04:00,6.5026,6.504,6.5019,6.5025,0,116,0.0
2021-06-17 17:34:00-04:00,6.5025,6.5037,6.5025,6.5037,0,42,0.0
2021-06-17 17:35:00-04:00,6.5037,6.5037,6.5026,6.5036,0,72,0.0
2021-06-17 17:36:00-04:00,6.5036,6.5039,6.5025,6.5034,0,122,0.0
2021-06-17 17:37:00-04:00,6.5034,6.5038,6.5024,6.5029,0,130,0.0
2021-06-17 17:38:00-04:00,6.5029,6.5029,6.5026,6.5026,0,18,0.0
2021-06-17 17:39:00-04:00,6.5029,6.5031,6.5029,6.5031,0,2,0.0
2021-06-17 17:40:00-04:00,6.5032,6.5036,6.5025,6.5025,0,36,0.0
2021-06-17 17:41:00-04:00,6.5025,6.5025,6.5022,6.5025,0,32,0.0
2021-06-17 17:42:00-04:00,6.5025,6.5026,6.502,6.5025,0,43,0.0
2021-06-17 17:43:00-04:00,6.5025,6.5025,6.502,6.5025,0,61,0.0
2021-06-17 17:44:00-04:00,6.5024,6.5034,6.502,6.5024,0,40,0.0
2021-06-17 17:45:00-04:00,6.5022,6.5024,6.5019,6.5024,0,43,0.0
2021-06-17 17:47:00-04:00,6.5023,6.5025,6.5021,6.5025,0,24,0.0
2021-06-17 17:48:00-04:00,6.5025,6.5026,6.502,6.5026,0,78,0.0
2021-06-17 17:49:00-04:00,6.5026,6.503,6.5015,6.5017,0,60,0.0
2021-06-17 17:50:00-04:00,6.5017,6.5034,6.5017,6.5021,0,52,0.0
2021-06-17 17:53:00-04:00,6.5022,6.5033,6.5022,6.5022,0,20,0.0
2021-06-17 17:54:00-04:00,6.5022,6.5022,6.5022,6.5022,0,10,0.0
2021-06-17 17:58:00-04:00,6.5023,6.5031,6.5022,6.5022,0,28,0.0
2021-06-17 17:59:00-04:00,6.5022,6.5022,6.5009,6.5018,0,74,0.0
2021-06-17 18:00:00-04:00,6.5018,6.5022,6.5018,6.5019,0,10,0.0
2021-06-17 18:01:00-04:00,6.5018,6.5019,6.5018,6.5019,0,6,0.0
2021-06-17 18:02:00-04:00,6.5021,6.5027,6.5018,6.5018,0,8,0.0
2021-06-17 18:04:00-04:00,6.5023,6.5027,6.5023,6.5023,0,14,0.0
2021-06-17 18:05:00-04:00,6.5023,6.5028,6.5023,6.5023,0,10,0.0
2021-06-17 18:06:00-04:00,6.5022,6.5022,6.5022,6.5022,0,8,0.0
2021-06-17 18:07:00-04:00,6.5022,6.5026,6.5022,6.5024,0,22,0.0
2021-06-17 18:08:00-04:00,6.5024,6.5024,6.5021,6.5021,0,19,0.0
2021-06-17 18:09:00-04:00,6.5021,6.5023,6.5019,6.5019,0,16,0.0
2021-06-17 18:10:00-04:00,6.5019,6.502,6.5018,6.5018,0,20,0.0
2021-06-17 18:11:00-04:00,6.5018,6.5018,6.5018,6.5018,0,8,0.0
2021-06-17 18:12:00-04:00,6.5018,6.5018,6.5018,6.5018,0,30,0.0
2021-06-17 18:13:00-04:00,6.5018,6.5018,6.5018,6.5018,0,14,0.0
2021-06-17 18:14:00-04:00,6.5018,6.5018,6.5018,6.5018,0,18,0.0
2021-06-17 18:15:00-04:00,6.5015,6.5018,6.5012,6.5012,0,8,0.0
2021-06-17 18:16:00-04:00,6.5012,6.5017,6.5011,6.5011,0,8,0.0
2021-06-17 18:17:00-04:00,6.5013,6.5018,6.501,6.501,0,30,0.0
2021-06-17 18:18:00-04:00,6.5009,6.5014,6.5009,6.5013,0,10,0.0
2021-06-17 18:20:00-04:00,6.5015,6.5018,6.5015,6.5015,0,4,0.0
2021-06-17 18:22:00-04:00,6.5015,6.5015,6.5007,6.5007,0,16,0.0
2021-06-17 18:23:00-04:00,6.5008,6.5014,6.5007,6.501,0,18,0.0
2021-06-17 18:24:00-04:00,6.5012,6.5013,6.5,6.5,0,16,0.0
2021-06-17 18:25:00-04:00,6.5005,6.5015,6.5,6.5005,0,20,0.0
2021-06-17 18:30:00-04:00,6.5001,6.5012,6.4997,6.5002,0,22,0.0
2021-06-17 18:31:00-04:00,6.5002,6.5002,6.5002,6.5002,0,2,0.0
2021-06-17 18:32:00-04:00,6.4997,6.5006,6.4992,6.5006,0,42,0.0
2021-06-17 18:33:00-04:00,6.5003,6.5003,6.4993,6.4993,0,4,0.0
2021-06-17 18:34:00-04:00,6.4993,6.4997,6.4982,6.4992,0,28,0.0
2021-06-17 18:35:00-04:00,6.4991,6.4992,6.4985,6.4992,0,8,0.0
2021-06-17 18:36:00-04:00,6.4991,6.4992,6.4978,6.4978,0,14,0.0
2021-06-17 18:37:00-04:00,6.4981,6.4985,6.4978,6.4978,0,38,0.0
2021-06-17 18:38:00-04:00,6.4979,6.4984,6.4977,6.4977,0,8,0.0
2021-06-17 18:39:00-04:00,6.4976,6.4985,6.4976,6.498,0,18,0.0
2021-06-17 18:40:00-04:00,6.4981,6.4985,6.4977,6.4981,0,22,0.0
2021-06-17 18:41:00-04:00,6.498,6.4982,6.4976,6.4977,0,12,0.0
2021-06-17 18:42:00-04:00,6.4978,6.4983,6.4975,6.4975,0,16,0.0
2021-06-17 18:43:00-04:00,6.4977,6.4983,6.4977,6.4977,0,22,0.0
2021-06-17 18:44:00-04:00,6.4978,6.4983,6.4977,6.4977,0,24,0.0
2021-06-17 18:45:00-04:00,6.4978,6.4982,6.4976,6.4977,0,10,0.0
2021-06-17 18:46:00-04:00,6.4976,6.4977,6.4976,6.4977,0,6,0.0
2021-06-17 18:47:00-04:00,6.498,6.4985,6.4978,6.4984,0,24,0.0
2021-06-17 18:48:00-04:00,6.4983,6.4983,6.4979,6.4979,0,4,0.0
2021-06-17 18:58:00-04:00,6.4978,6.4978,6.4966,6.4966,0,8,0.0
2021-06-17 18:59:00-04:00,6.4967,6.4973,6.4964,6.4964,0,44,0.0
2021-06-17 19:00:00-04:00,6.4962,6.4972,6.496,6.4972,0,46,0.0
2021-06-17 19:01:00-04:00,6.497,6.497,6.496,6.496,0,6,0.0
2021-06-17 19:04:00-04:00,6.496,6.496,6.496,6.496,0,2,0.0
2021-06-17 19:06:00-04:00,6.4961,6.4965,6.4961,6.4965,0,4,0.0
2021-06-17 19:10:00-04:00,6.4964,6.4964,6.496,6.496,0,4,0.0
2021-06-17 19:11:00-04:00,6.4959,6.496,6.4955,6.496,0,12,0.0
2021-06-17 19:13:00-04:00,6.4961,6.4965,6.4961,6.4965,0,4,0.0
2021-06-17 19:39:00-04:00,6.4972,6.498,6.4972,6.4975,0,6,0.0
2021-06-17 19:40:00-04:00,6.4975,6.498,6.4975,6.498,0,4,0.0
2021-06-17 19:42:00-04:00,6.4977,6.4977,6.4975,6.4975,0,4,0.0
2021-06-17 19:46:00-04:00,6.4973,6.4973,6.497,6.497,0,4,0.0
2021-06-17 19:48:00-04:00,6.497,6.497,6.4965,6.4965,0,4,0.0
2021-06-17 19:50:00-04:00,6.4965,6.4965,6.4965,6.4965,0,2,0.0
2021-06-17 19:54:00-04:00,6.4963,6.4963,6.496,6.496,0,4,0.0
2021-06-17 19:56:00-04:00,6.496,6.496,6.4955,6.4955,0,8,0.0
2021-06-17 20:00:00-04:00,6.4955,6.4955,6.4955,6.4955,0,4,0.0
2021-06-17 20:01:00-04:00,6.4955,6.4955,6.495,6.495,0,10,0.0
2021-06-17 20:02:00-04:00,6.495,6.495,6.4945,6.495,0,10,0.0
2021-06-17 20:03:00-04:00,6.495,6.495,6.4945,6.4945,0,10,0.0
2021-06-17 20:04:00-04:00,6.4945,6.4945,6.494,6.494,0,10,0.0
2021-06-17 20:05:00-04:00,6.494,6.494,6.494,6.494,0,4,0.0
2021-06-17 20:06:00-04:00,6.494,6.494,6.494,6.494,0,6,0.0
2021-06-17 20:07:00-04:00,6.494,6.4945,6.494,6.4945,0,8,0.0
2021-06-17 20:08:00-04:00,6.4945,6.4945,6.4893,6.494,0,38,0.0
2021-06-17 20:09:00-04:00,6.494,6.494,6.494,6.494,0,2,0.0
2021-06-17 20:10:00-04:00,6.494,6.494,6.494,6.494,0,4,0.0
2021-06-17 20:11:00-04:00,6.494,6.494,6.494,6.494,0,6,0.0
2021-06-17 20:12:00-04:00,6.494,6.494,6.494,6.494,0,4,0.0
2021-06-17 20:13:00-04:00,6.4939,6.4939,6.4938,6.4938,0,4,0.0
2021-06-17 20:14:00-04:00,6.4938,6.494,6.4937,6.4938,0,14,0.0
2021-06-17 20:15:00-04:00,6.4938,6.4938,6.4937,6.4937,0,6,0.0
2021-06-17 20:16:00-04:00,6.4938,6.4938,6.4935,6.4935,0,8,0.0
2021-06-17 20:17:00-04:00,6.4935,6.4935,6.4935,6.4935,0,4,0.0
2021-06-17 20:18:00-04:00,6.4935,6.4935,6.4935,6.4935,0,4,0.0
2021-06-17 20:19:00-04:00,6.4935,6.4935,6.4935,6.4935,0,6,0.0
2021-06-17 20:20:00-04:00,6.4935,6.4935,6.4935,6.4935,0,4,0.0
2021-06-17 20:21:00-04:00,6.4935,6.4935,6.4935,6.4935,0,4,0.0
2021-06-17 20:22:00-04:00,6.4935,6.4935,6.4935,6.4935,0,2,0.0
2021-06-17 20:23:00-04:00,6.4935,6.4935,6.4935,6.4935,0,2,0.0
2021-06-17 20:24:00-04:00,6.4935,6.4935,6.4935,6.4935,0,6,0.0
2021-06-17 20:25:00-04:00,6.4935,6.4935,6.4935,6.4935,0,6,0.0
2021-06-17 20:26:00-04:00,6.4935,6.4935,6.4935,6.4935,0,2,0.0
2021-06-17 20:27:00-04:00,6.4935,6.4935,6.4925,6.4925,0,20,0.0
2021-06-17 20:28:00-04:00,6.4925,6.4928,6.4925,6.4925,0,12,0.0
2021-06-17 20:29:00-04:00,6.4925,6.4925,6.492,6.492,0,12,0.0
2021-06-17 20:30:00-04:00,6.492,6.492,6.492,6.492,0,8,0.0
2021-06-17 20:31:00-04:00,6.492,6.492,6.492,6.492,0,4,0.0
2021-06-17 20:32:00-04:00,6.492,6.492,6.492,6.492,0,4,0.0
2021-06-17 20:33:00-04:00,6.492,6.492,6.492,6.492,0,4,0.0
2021-06-17 20:34:00-04:00,6.492,6.492,6.492,6.492,0,10,0.0
2021-06-17 20:35:00-04:00,6.492,6.492,6.4915,6.492,0,32,0.0
2021-06-17 20:36:00-04:00,6.492,6.4925,6.492,6.4925,0,12,0.0
2021-06-17 20:37:00-04:00,6.4925,6.493,6.4925,6.493,0,12,0.0
2021-06-17 20:38:00-04:00,6.493,6.493,6.493,6.493,0,4,0.0
2021-06-17 20:39:00-04:00,6.493,6.493,6.4925,6.4925,0,8,0.0
2021-06-17 20:40:00-04:00,6.4925,6.4925,6.4925,6.4925,0,6,0.0
2021-06-17 20:41:00-04:00,6.4925,6.4925,6.4925,6.4925,0,2,0.0
2021-06-17 20:42:00-04:00,6.4925,6.4925,6.4925,6.4925,0,4,0.0
2021-06-17 20:43:00-04:00,6.4925,6.4925,6.4925,6.4925,0,4,0.0
2021-06-17 20:44:00-04:00,6.4925,6.4925,6.4925,6.4925,0,6,0.0
2021-06-17 20:45:00-04:00,6.4925,6.4925,6.492,6.492,0,12,0.0
2021-06-17 20:46:00-04:00,6.492,6.492,6.492,6.492,0,4,0.0
2021-06-17 20:47:00-04:00,6.492,6.4925,6.492,6.4925,0,8,0.0
2021-06-17 20:48:00-04:00,6.4925,6.493,6.4925,6.493,0,10,0.0
2021-06-17 20:49:00-04:00,6.493,6.493,6.493,6.493,0,8,0.0
2021-06-17 20:50:00-04:00,6.4934,6.4938,6.4934,6.4936,0,12,0.0
2021-06-17 20:51:00-04:00,6.4937,6.4937,6.4937,6.4937,0,4,0.0
2021-06-17 20:52:00-04:00,6.4936,6.4936,6.4935,6.4935,0,4,0.0
2021-06-17 20:53:00-04:00,6.4935,6.494,6.4935,6.494,0,6,0.0
2021-06-17 20:54:00-04:00,6.494,6.4945,6.494,6.4945,0,10,0.0
2021-06-17 20:55:00-04:00,6.4945,6.4945,6.4944,6.4944,0,6,0.0
2021-06-17 20:56:00-04:00,6.4944,6.4955,6.4944,6.4955,0,14,0.0
2021-06-17 20:57:00-04:00,6.4955,6.4959,6.4955,6.4959,0,16,0.0
2021-06-17 20:58:00-04:00,6.4959,6.4959,6.4958,6.4958,0,8,0.0
2021-06-17 20:59:00-04:00,6.4958,6.4958,6.4958,6.4958,0,2,0.0
2021-06-17 21:00:00-04:00,6.4957,6.4957,6.4955,6.4955,0,32,0.0
2021-06-17 21:01:00-04:00,6.4955,6.4955,6.4955,6.4955,0,6,0.0
2021-06-17 21:02:00-04:00,6.4955,6.4955,6.4954,6.4954,0,4,0.0
2021-06-17 21:03:00-04:00,6.4954,6.4955,6.495,6.4955,0,16,0.0
2021-06-17 21:04:00-04:00,6.4955,6.4955,6.4952,6.4952,0,8,0.0
2021-06-17 21:05:00-04:00,6.4951,6.4955,6.495,6.4955,0,18,0.0
2021-06-17 21:06:00-04:00,6.4955,6.4955,6.495,6.4955,0,22,0.0
2021-06-17 21:07:00-04:00,6.4955,6.4955,6.495,6.495,0,16,0.0
2021-06-17 21:08:00-04:00,6.495,6.495,6.495,6.495,0,8,0.0
2021-06-17 21:09:00-04:00,6.495,6.495,6.4945,6.4945,0,12,0.0
