,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy
,open,high,low,close,volume,num_trds,value
2021-08-30 17:00:00-04:00,6.5127,6.5127,6.5115,6.5125,0,29,0.0
2021-08-30 17:01:00-04:00,6.5125,6.5125,6.5114,6.5118,0,31,0.0
2021-08-30 17:02:00-04:00,6.5114,6.5114,6.5111,6.5111,0,40,0.0
2021-08-30 17:03:00-04:00,6.5111,6.5111,6.5111,6.5111,0,18,0.0
2021-08-30 17:04:00-04:00,6.5111,6.5111,6.5111,6.5111,0,44,0.0
2021-08-30 17:05:00-04:00,6.5111,6.5111,6.5103,6.5111,0,52,0.0
2021-08-30 17:06:00-04:00,6.5111,6.5111,6.5105,6.5111,0,138,0.0
2021-08-30 17:07:00-04:00,6.5111,6.5114,6.5106,6.5114,0,145,0.0
2021-08-30 17:08:00-04:00,6.5112,6.5112,6.5109,6.5112,0,36,0.0
2021-08-30 17:09:00-04:00,6.5111,6.5111,6.5106,6.5106,0,11,0.0
2021-08-30 17:10:00-04:00,6.5108,6.5111,6.5103,6.5103,0,36,0.0
2021-08-30 17:11:00-04:00,6.5103,6.5106,6.5103,6.5106,0,16,0.0
2021-08-30 17:12:00-04:00,6.5106,6.5106,6.51,6.51,0,18,0.0
2021-08-30 17:13:00-04:00,6.51,6.5102,6.5096,6.5101,0,88,0.0
2021-08-30 17:15:00-04:00,6.51,6.5101,6.5096,6.5101,0,80,0.0
2021-08-30 17:17:00-04:00,6.5101,6.5101,6.51,6.5101,0,62,0.0
2021-08-30 17:18:00-04:00,6.5101,6.5109,6.5101,6.5104,0,36,0.0
2021-08-30 17:19:00-04:00,6.5104,6.5105,6.5104,6.5104,0,22,0.0
2021-08-30 17:20:00-04:00,6.5105,6.5105,6.5104,6.5105,0,58,0.0
2021-08-30 17:22:00-04:00,6.5105,6.5105,6.5105,6.5105,0,28,0.0
2021-08-30 17:23:00-04:00,6.5105,6.5105,6.5105,6.5105,0,12,0.0
2021-08-30 17:25:00-04:00,6.5103,6.5103,6.5102,6.5102,0,12,0.0
2021-08-30 17:26:00-04:00,6.5102,6.5105,6.5102,6.5105,0,16,0.0
2021-08-30 17:27:00-04:00,6.5108,6.511,6.5108,6.511,0,2,0.0
2021-08-30 17:28:00-04:00,6.5111,6.5115,6.5111,6.5113,0,35,0.0
2021-08-30 17:29:00-04:00,6.5113,6.5116,6.5113,6.5113,0,26,0.0
2021-08-30 17:30:00-04:00,6.5114,6.5119,6.5113,6.5113,0,20,0.0
2021-08-30 17:31:00-04:00,6.5114,6.5122,6.5112,6.5112,0,60,0.0
2021-08-30 17:32:00-04:00,6.5112,6.5112,6.5112,6.5112,0,6,0.0
2021-08-30 17:33:00-04:00,6.5112,6.5112,6.5109,6.5109,0,4,0.0
2021-08-30 17:34:00-04:00,6.511,6.5114,6.511,6.5114,0,44,0.0
2021-08-30 17:35:00-04:00,6.5113,6.5117,6.5111,6.5112,0,36,0.0
2021-08-30 17:36:00-04:00,6.5112,6.5117,6.5112,6.5112,0,12,0.0
2021-08-30 17:37:00-04:00,6.5112,6.5117,6.5112,6.5115,0,16,0.0
2021-08-30 17:41:00-04:00,6.5115,6.5115,6.5115,6.5115,0,2,0.0
2021-08-30 17:42:00-04:00,6.5115,6.5115,6.5115,6.5115,0,4,0.0
2021-08-30 17:43:00-04:00,6.5111,6.5117,6.5106,6.5111,0,42,0.0
2021-08-30 17:44:00-04:00,6.5111,6.5117,6.5106,6.5106,0,34,0.0
2021-08-30 17:45:00-04:00,6.5106,6.5106,6.5106,6.5106,0,2,0.0
2021-08-30 17:46:00-04:00,6.5105,6.5105,6.5103,6.5103,0,8,0.0
2021-08-30 17:56:00-04:00,6.5103,6.5106,6.5103,6.5103,0,26,0.0
2021-08-30 17:57:00-04:00,6.5103,6.5103,6.51,6.51,0,8,0.0
2021-08-30 17:58:00-04:00,6.51,6.5106,6.51,6.5104,0,76,0.0
2021-08-30 17:59:00-04:00,6.5104,6.5112,6.5101,6.5112,0,84,0.0
2021-08-30 18:00:00-04:00,6.5112,6.5112,6.5104,6.5104,0,8,0.0
2021-08-30 18:03:00-04:00,6.5104,6.5104,6.5103,6.5103,0,6,0.0
2021-08-30 18:06:00-04:00,6.5103,6.5103,6.5103,6.5103,0,2,0.0
2021-08-30 18:08:00-04:00,6.5105,6.5107,6.5105,6.5107,0,2,0.0
2021-08-30 18:09:00-04:00,6.5109,6.5112,6.5103,6.5103,0,6,0.0
2021-08-30 18:11:00-04:00,6.5103,6.5112,6.5103,6.5104,0,8,0.0
2021-08-30 18:12:00-04:00,6.5108,6.5112,6.5108,6.5112,0,6,0.0
2021-08-30 18:14:00-04:00,6.5107,6.5107,6.5101,6.5106,0,6,0.0
2021-08-30 18:16:00-04:00,6.5104,6.5104,6.5101,6.5101,0,6,0.0
2021-08-30 18:22:00-04:00,6.5111,6.512,6.5111,6.5111,0,12,0.0
2021-08-30 18:43:00-04:00,6.5106,6.5106,6.5101,6.5101,0,2,0.0
2021-08-30 18:44:00-04:00,6.5101,6.5101,6.5101,6.5101,0,16,0.0
2021-08-30 18:45:00-04:00,6.5101,6.5101,6.5101,6.5101,0,12,0.0
2021-08-30 18:46:00-04:00,6.5102,6.5106,6.5102,6.5106,0,24,0.0
2021-08-30 18:47:00-04:00,6.5106,6.5106,6.5106,6.5106,0,20,0.0
2021-08-30 18:48:00-04:00,6.5106,6.5106,6.5106,6.5106,0,28,0.0
2021-08-30 18:50:00-04:00,6.5106,6.5106,6.5106,6.5106,0,14,0.0
2021-08-30 18:51:00-04:00,6.5106,6.5106,6.5106,6.5106,0,6,0.0
2021-08-30 18:52:00-04:00,6.5106,6.5106,6.5106,6.5106,0,18,0.0
2021-08-30 18:53:00-04:00,6.5106,6.5106,6.5106,6.5106,0,20,0.0
2021-08-30 18:54:00-04:00,6.5106,6.5106,6.5106,6.5106,0,14,0.0
2021-08-30 18:55:00-04:00,6.5106,6.5106,6.5106,6.5106,0,32,0.0
2021-08-30 18:56:00-04:00,6.5106,6.5106,6.5106,6.5106,0,8,0.0
2021-08-30 18:58:00-04:00,6.5106,6.5106,6.5106,6.5106,0,6,0.0
2021-08-30 18:59:00-04:00,6.5106,6.5106,6.5106,6.5106,0,6,0.0
2021-08-30 19:00:00-04:00,6.5106,6.5106,6.5106,6.5106,0,8,0.0
2021-08-30 19:01:00-04:00,6.5108,6.5111,6.5106,6.5106,0,12,0.0
2021-08-30 19:02:00-04:00,6.5107,6.5111,6.5107,6.5111,0,8,0.0
2021-08-30 19:22:00-04:00,6.5108,6.5108,6.5106,6.5106,0,2,0.0
2021-08-30 19:25:00-04:00,6.5106,6.5111,6.5106,6.5111,0,6,0.0
2021-08-30 19:26:00-04:00,6.5108,6.5108,6.5106,6.5106,0,4,0.0
2021-08-30 19:27:00-04:00,6.5106,6.5111,6.5106,6.5111,0,6,0.0
2021-08-30 19:30:00-04:00,6.5108,6.5108,6.5106,6.5106,0,4,0.0
2021-08-30 19:31:00-04:00,6.5106,6.5111,6.5106,6.5106,0,10,0.0
2021-08-30 19:35:00-04:00,6.5106,6.5111,6.5106,6.5111,0,6,0.0
2021-08-30 19:38:00-04:00,6.5111,6.5111,6.5111,6.5111,0,2,0.0
2021-08-30 19:40:00-04:00,6.5111,6.5111,6.5111,6.5111,0,2,0.0
2021-08-30 19:41:00-04:00,6.5111,6.5111,6.5111,6.5111,0,2,0.0
2021-08-30 19:42:00-04:00,6.5111,6.5111,6.5111,6.5111,0,2,0.0
2021-08-30 19:45:00-04:00,6.511,6.511,6.5106,6.5106,0,4,0.0
2021-08-30 19:47:00-04:00,6.5107,6.5111,6.5107,6.5111,0,6,0.0
2021-08-30 19:55:00-04:00,6.5111,6.5111,6.5111,6.5111,0,2,0.0
