,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy
,open,high,low,close,volume,num_trds,value
2021-05-26 17:00:00-04:00,6.4247,6.4263,6.4247,6.4261,0,41,0.0
2021-05-26 17:01:00-04:00,6.4261,6.4261,6.425,6.4256,0,60,0.0
2021-05-26 17:02:00-04:00,6.4256,6.4262,6.4253,6.4256,0,58,0.0
2021-05-26 17:04:00-04:00,6.4256,6.4259,6.4256,6.4256,0,26,0.0
2021-05-26 17:05:00-04:00,6.4256,6.4259,6.4253,6.4259,0,73,0.0
2021-05-26 17:06:00-04:00,6.4258,6.4258,6.4249,6.4251,0,94,0.0
2021-05-26 17:07:00-04:00,6.4251,6.4257,6.425,6.4254,0,86,0.0
2021-05-26 17:08:00-04:00,6.4254,6.4256,6.4252,6.4254,0,104,0.0
2021-05-26 17:09:00-04:00,6.4254,6.4258,6.425,6.425,0,112,0.0
2021-05-26 17:10:00-04:00,6.425,6.4256,6.425,6.4251,0,162,0.0
2021-05-26 17:11:00-04:00,6.4252,6.4261,6.4252,6.4255,0,88,0.0
2021-05-26 17:12:00-04:00,6.4255,6.4255,6.4252,6.4254,0,83,0.0
2021-05-26 17:13:00-04:00,6.4254,6.4255,6.4242,6.4244,0,88,0.0
2021-05-26 17:14:00-04:00,6.4243,6.4244,6.4243,6.4244,0,2,0.0
2021-05-26 17:15:00-04:00,6.4246,6.4254,6.4245,6.4246,0,86,0.0
2021-05-26 17:16:00-04:00,6.4247,6.426,6.4247,6.4253,0,66,0.0
2021-05-26 17:17:00-04:00,6.4253,6.4261,6.4253,6.4255,0,90,0.0
2021-05-26 17:18:00-04:00,6.4255,6.4261,6.4252,6.4253,0,60,0.0
2021-05-26 17:19:00-04:00,6.4255,6.426,6.4253,6.4254,0,89,0.0
2021-05-26 17:20:00-04:00,6.4254,6.426,6.4253,6.4258,0,30,0.0
2021-05-26 17:21:00-04:00,6.4257,6.4264,6.4252,6.4255,0,89,0.0
2021-05-26 17:22:00-04:00,6.4255,6.4262,6.4252,6.4253,0,60,0.0
2021-05-26 17:23:00-04:00,6.4253,6.4265,6.4253,6.4256,0,74,0.0
2021-05-26 17:24:00-04:00,6.4257,6.4264,6.4256,6.4256,0,22,0.0
2021-05-26 17:25:00-04:00,6.4256,6.4265,6.4253,6.4258,0,95,0.0
2021-05-26 17:26:00-04:00,6.4258,6.4262,6.4253,6.4253,0,108,0.0
2021-05-26 17:27:00-04:00,6.4255,6.426,6.4251,6.4254,0,67,0.0
2021-05-26 17:28:00-04:00,6.4256,6.4265,6.4251,6.4257,0,101,0.0
2021-05-26 17:29:00-04:00,6.4258,6.4264,6.4251,6.4251,0,107,0.0
2021-05-26 17:30:00-04:00,6.4251,6.4258,6.4251,6.4253,0,77,0.0
2021-05-26 17:31:00-04:00,6.4253,6.4263,6.4253,6.4256,0,25,0.0
2021-05-26 17:32:00-04:00,6.4256,6.4257,6.4247,6.4255,0,46,0.0
2021-05-26 17:33:00-04:00,6.4255,6.4255,6.4247,6.4254,0,74,0.0
2021-05-26 17:34:00-04:00,6.4254,6.4254,6.4247,6.4254,0,55,0.0
2021-05-26 17:39:00-04:00,6.4253,6.4254,6.4247,6.4254,0,32,0.0
2021-05-26 17:40:00-04:00,6.4254,6.4256,6.425,6.4255,0,92,0.0
2021-05-26 17:41:00-04:00,6.4255,6.4258,6.425,6.4255,0,144,0.0
2021-05-26 17:42:00-04:00,6.4257,6.4259,6.4249,6.425,0,110,0.0
2021-05-26 17:43:00-04:00,6.425,6.4258,6.4249,6.4257,0,92,0.0
2021-05-26 17:44:00-04:00,6.4254,6.4261,6.425,6.4254,0,128,0.0
2021-05-26 17:45:00-04:00,6.4254,6.4274,6.4252,6.4257,0,43,0.0
2021-05-26 17:46:00-04:00,6.4258,6.4265,6.4253,6.426,0,54,0.0
2021-05-26 17:47:00-04:00,6.426,6.4265,6.4259,6.426,0,36,0.0
2021-05-26 17:48:00-04:00,6.4259,6.4267,6.4259,6.4267,0,14,0.0
2021-05-26 17:49:00-04:00,6.4265,6.4276,6.4259,6.427,0,112,0.0
2021-05-26 17:50:00-04:00,6.427,6.4275,6.4264,6.427,0,63,0.0
2021-05-26 17:51:00-04:00,6.427,6.4273,6.4251,6.4256,0,122,0.0
2021-05-26 17:52:00-04:00,6.4256,6.4267,6.4255,6.4262,0,125,0.0
2021-05-26 17:53:00-04:00,6.426,6.426,6.4258,6.4258,0,10,0.0
2021-05-26 17:54:00-04:00,6.4256,6.4269,6.4253,6.4263,0,66,0.0
