,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy,CCN+3M Curncy
,open,high,low,close,volume,num_trds,value
2021-10-25 17:00:00-04:00,6.435,6.435,6.4343,6.4343,0,55,0.0
2021-10-25 17:01:00-04:00,6.4337,6.4337,6.4331,6.4331,0,2,0.0
2021-10-25 17:02:00-04:00,6.4331,6.4341,6.4331,6.4341,0,43,0.0
2021-10-25 17:03:00-04:00,6.434,6.434,6.433,6.434,0,82,0.0
2021-10-25 17:04:00-04:00,6.4339,6.4339,6.433,6.4335,0,108,0.0
2021-10-25 17:05:00-04:00,6.4336,6.4342,6.4328,6.4335,0,140,0.0
2021-10-25 17:06:00-04:00,6.4336,6.4341,6.4329,6.4335,0,154,0.0
2021-10-25 17:07:00-04:00,6.4335,6.4336,6.4326,6.4336,0,208,0.0
2021-10-25 17:08:00-04:00,6.4336,6.4336,6.433,6.4336,0,76,0.0
2021-10-25 17:10:00-04:00,6.4336,6.4336,6.4324,6.4324,0,116,0.0
2021-10-25 17:11:00-04:00,6.4324,6.4334,6.4318,6.4334,0,108,0.0
2021-10-25 17:12:00-04:00,6.4333,6.4334,6.4333,6.4334,0,4,0.0
2021-10-25 17:14:00-04:00,6.4332,6.4332,6.4324,6.433,0,26,0.0
2021-10-25 17:15:00-04:00,6.433,6.433,6.432,6.433,0,68,0.0
2021-10-25 17:16:00-04:00,6.433,6.433,6.433,6.433,0,10,0.0
2021-10-25 17:17:00-04:00,6.433,6.433,6.4325,6.4328,0,100,0.0
2021-10-25 17:18:00-04:00,6.4329,6.4336,6.4319,6.4336,0,236,0.0
2021-10-25 17:19:00-04:00,6.4334,6.4336,6.432,6.4325,0,100,0.0
2021-10-25 17:20:00-04:00,6.4328,6.4336,6.4317,6.433,0,112,0.0
2021-10-25 17:21:00-04:00,6.433,6.4336,6.4318,6.433,0,190,0.0
2021-10-25 17:22:00-04:00,6.4329,6.4334,6.4328,6.4334,0,66,0.0
2021-10-25 17:23:00-04:00,6.4334,6.4334,6.4325,6.4334,0,44,0.0
2021-10-25 17:24:00-04:00,6.4332,6.4334,6.4321,6.4331,0,158,0.0
2021-10-25 17:25:00-04:00,6.433,6.4334,6.4325,6.4334,0,60,0.0
2021-10-25 17:26:00-04:00,6.4334,6.4334,6.4331,6.4334,0,42,0.0
2021-10-25 17:27:00-04:00,6.4334,6.4334,6.433,6.4334,0,26,0.0
2021-10-25 17:28:00-04:00,6.4334,6.4334,6.4334,6.4334,0,8,0.0
2021-10-25 17:29:00-04:00,6.4334,6.4334,6.4325,6.4325,0,86,0.0
2021-10-25 17:30:00-04:00,6.4328,6.4338,6.4319,6.4338,0,154,0.0
2021-10-25 17:31:00-04:00,6.4339,6.4339,6.4321,6.433,0,196,0.0
2021-10-25 17:32:00-04:00,6.433,6.4336,6.4318,6.433,0,154,0.0
2021-10-25 17:33:00-04:00,6.433,6.4335,6.4327,6.4328,0,92,0.0
2021-10-25 17:34:00-04:00,6.4327,6.4335,6.432,6.4335,0,134,0.0
2021-10-25 17:35:00-04:00,6.4335,6.4339,6.4322,6.4339,0,76,0.0
2021-10-25 17:36:00-04:00,6.4339,6.4339,6.4322,6.4335,0,106,0.0
2021-10-25 17:37:00-04:00,6.4335,6.4335,6.4335,6.4335,0,2,0.0
2021-10-25 17:38:00-04:00,6.4332,6.4336,6.4328,6.4336,0,58,0.0
2021-10-25 17:39:00-04:00,6.4335,6.4336,6.4321,6.4321,0,128,0.0
2021-10-25 17:40:00-04:00,6.4325,6.4334,6.4325,6.433,0,160,0.0
2021-10-25 17:41:00-04:00,6.433,6.4341,6.4324,6.4332,0,124,0.0
2021-10-25 17:42:00-04:00,6.4332,6.4341,6.433,6.4335,0,58,0.0
2021-10-25 17:43:00-04:00,6.4335,6.4341,6.4334,6.4334,0,60,0.0
2021-10-25 17:44:00-04:00,6.4334,6.4341,6.4332,6.4339,0,104,0.0
2021-10-25 17:45:00-04:00,6.4339,6.4339,6.4319,6.4319,0,116,0.0
2021-10-25 17:46:00-04:00,6.4319,6.4335,6.4318,6.4335,0,64,0.0
2021-10-25 17:47:00-04:00,6.4335,6.4335,6.4328,6.4335,0,125,0.0
2021-10-25 17:48:00-04:00,6.4335,6.4337,6.4332,6.4337,0,84,0.0
2021-10-25 17:49:00-04:00,6.4336,6.4337,6.4335,6.4337,0,32,0.0
2021-10-25 17:50:00-04:00,6.4336,6.4337,6.4336,6.4337,0,4,0.0
2021-10-25 17:51:00-04:00,6.4336,6.4337,6.433,6.4337,0,106,0.0
2021-10-25 17:52:00-04:00,6.4336,6.4337,6.4329,6.433,0,34,0.0
